MethodUUID,OrganizationUUID,ReportingUnitUUID,VariableSpecificUUID,WaterSourceUUID,AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifierCV,TimeframeEnd,TimeframeStart,ReasonRemoved,index
TWDB_Water Uses,TWDB,TXag_RU118,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,36197,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12212.0
TWDB_Water Uses,TWDB,TXag_RU119,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3900,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12213.0
TWDB_Water Uses,TWDB,TXag_RU120,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,8360,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12214.0
TWDB_Water Uses,TWDB,TXag_RU121,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,5292,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12215.0
TWDB_Water Uses,TWDB,TXag_RU122,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4516,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12216.0
TWDB_Water Uses,TWDB,TXag_RU123,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,49275,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12217.0
TWDB_Water Uses,TWDB,TXag_RU124,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3590922,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12218.0
TWDB_Water Uses,TWDB,TXag_RU125,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,62662,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12219.0
TWDB_Water Uses,TWDB,TXag_RU126,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,5445,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12220.0
TWDB_Water Uses,TWDB,TXag_RU127,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,5870,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12221.0
TWDB_Water Uses,TWDB,TXag_RU128,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,115967,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12222.0
TWDB_Water Uses,TWDB,TXag_RU129,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3344,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12223.0
TWDB_Water Uses,TWDB,TXag_RU130,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,75959,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12224.0
TWDB_Water Uses,TWDB,TXag_RU131,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,635851,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12225.0
TWDB_Water Uses,TWDB,TXag_RU132,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,33687,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12226.0
TWDB_Water Uses,TWDB,TXag_RU133,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,22606,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12227.0
TWDB_Water Uses,TWDB,TXag_RU134,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,44583,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12228.0
TWDB_Water Uses,TWDB,TXag_RU135,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,32478,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12229.0
TWDB_Water Uses,TWDB,TXag_RU136,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,23577,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12230.0
TWDB_Water Uses,TWDB,TXag_RU137,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,33641,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12231.0
TWDB_Water Uses,TWDB,TXag_RU138,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3499,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12232.0
TWDB_Water Uses,TWDB,TXag_RU139,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,80385,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12233.0
TWDB_Water Uses,TWDB,TXag_RU140,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,22990,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12234.0
TWDB_Water Uses,TWDB,TXag_RU141,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1791,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12235.0
TWDB_Water Uses,TWDB,TXag_RU142,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,8791,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12236.0
TWDB_Water Uses,TWDB,TXag_RU143,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,14659,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12237.0
TWDB_Water Uses,TWDB,TXag_RU144,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,35910,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12238.0
TWDB_Water Uses,TWDB,TXag_RU145,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2205,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12239.0
TWDB_Water Uses,TWDB,TXag_RU146,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,250707,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12240.0
TWDB_Water Uses,TWDB,TXag_RU147,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,5230,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12241.0
TWDB_Water Uses,TWDB,TXag_RU148,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,39770,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12242.0
TWDB_Water Uses,TWDB,TXag_RU149,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,140077,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12243.0
TWDB_Water Uses,TWDB,TXag_RU150,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,20407,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12244.0
TWDB_Water Uses,TWDB,TXag_RU151,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,15372,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12245.0
TWDB_Water Uses,TWDB,TXag_RU152,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,81637,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12246.0
TWDB_Water Uses,TWDB,TXag_RU153,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,26439,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12247.0
TWDB_Water Uses,TWDB,TXag_RU154,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,398,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12248.0
TWDB_Water Uses,TWDB,TXag_RU155,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,822,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12249.0
TWDB_Water Uses,TWDB,TXag_RU156,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,45336,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12250.0
TWDB_Water Uses,TWDB,TXag_RU157,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4489,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12251.0
TWDB_Water Uses,TWDB,TXag_RU158,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,344,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12252.0
TWDB_Water Uses,TWDB,TXag_RU159,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3347,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12253.0
TWDB_Water Uses,TWDB,TXag_RU160,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,31511,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12254.0
TWDB_Water Uses,TWDB,TXag_RU161,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4097,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12255.0
TWDB_Water Uses,TWDB,TXag_RU162,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,5865,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12256.0
TWDB_Water Uses,TWDB,TXag_RU163,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,49291,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12257.0
TWDB_Water Uses,TWDB,TXag_RU164,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,14699,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12258.0
TWDB_Water Uses,TWDB,TXag_RU165,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,19327,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12259.0
TWDB_Water Uses,TWDB,TXag_RU166,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,19443,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12260.0
TWDB_Water Uses,TWDB,TXag_RU167,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,16524,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12261.0
TWDB_Water Uses,TWDB,TXag_RU168,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,16068,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12262.0
TWDB_Water Uses,TWDB,TXag_RU169,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,75246,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12263.0
TWDB_Water Uses,TWDB,TXag_RU170,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,22435,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12264.0
TWDB_Water Uses,TWDB,TXag_RU171,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3035,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12265.0
TWDB_Water Uses,TWDB,TXag_RU172,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,12417,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12266.0
TWDB_Water Uses,TWDB,TXag_RU173,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,18142,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12267.0
TWDB_Water Uses,TWDB,TXag_RU174,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,63,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12268.0
TWDB_Water Uses,TWDB,TXag_RU175,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,250218,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12269.0
TWDB_Water Uses,TWDB,TXag_RU176,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6412,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12270.0
TWDB_Water Uses,TWDB,TXag_RU177,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,13275,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12271.0
TWDB_Water Uses,TWDB,TXag_RU178,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,10719,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12272.0
TWDB_Water Uses,TWDB,TXag_RU179,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4625,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12273.0
TWDB_Water Uses,TWDB,TXag_RU180,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3770,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12274.0
TWDB_Water Uses,TWDB,TXag_RU181,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,38007,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12275.0
TWDB_Water Uses,TWDB,TXag_RU182,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,50006,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12276.0
TWDB_Water Uses,TWDB,TXag_RU183,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,8226,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12277.0
TWDB_Water Uses,TWDB,TXag_RU184,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,220123,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12278.0
TWDB_Water Uses,TWDB,TXag_RU185,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,872,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12279.0
TWDB_Water Uses,TWDB,TXag_RU186,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,41479,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12280.0
TWDB_Water Uses,TWDB,TXag_RU187,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2375,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12281.0
TWDB_Water Uses,TWDB,TXag_RU188,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,118533,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12282.0
TWDB_Water Uses,TWDB,TXag_RU189,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,25190,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12283.0
TWDB_Water Uses,TWDB,TXag_RU190,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,5064,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12284.0
TWDB_Water Uses,TWDB,TXag_RU191,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,9617,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12285.0
TWDB_Water Uses,TWDB,TXag_RU192,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,19541,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12286.0
TWDB_Water Uses,TWDB,TXag_RU193,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,341953,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12287.0
TWDB_Water Uses,TWDB,TXag_RU194,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,20229,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12288.0
TWDB_Water Uses,TWDB,TXag_RU195,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,12832,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12289.0
TWDB_Water Uses,TWDB,TXag_RU196,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1353,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12290.0
TWDB_Water Uses,TWDB,TXag_RU197,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,60735,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12291.0
TWDB_Water Uses,TWDB,TXag_RU198,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,47680,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12292.0
TWDB_Water Uses,TWDB,TXag_RU199,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,14787,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12293.0
TWDB_Water Uses,TWDB,TXag_RU200,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,15325,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12294.0
TWDB_Water Uses,TWDB,TXag_RU201,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,314339,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12295.0
TWDB_Water Uses,TWDB,TXag_RU202,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,8984,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12296.0
TWDB_Water Uses,TWDB,TXag_RU203,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2195,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12297.0
TWDB_Water Uses,TWDB,TXag_RU204,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,85115,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12298.0
TWDB_Water Uses,TWDB,TXag_RU205,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,27341,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12299.0
TWDB_Water Uses,TWDB,TXag_RU206,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,22684,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12300.0
TWDB_Water Uses,TWDB,TXag_RU207,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,98793,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12301.0
TWDB_Water Uses,TWDB,TXag_RU208,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,9779,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12302.0
TWDB_Water Uses,TWDB,TXag_RU209,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,16232,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12303.0
TWDB_Water Uses,TWDB,TXag_RU210,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,43766,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12304.0
TWDB_Water Uses,TWDB,TXag_RU211,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,117550,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12305.0
TWDB_Water Uses,TWDB,TXag_RU212,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,7747,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12306.0
TWDB_Water Uses,TWDB,TXag_RU213,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,10606,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12307.0
TWDB_Water Uses,TWDB,TXag_RU214,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,109186,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12308.0
TWDB_Water Uses,TWDB,TXag_RU215,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3173,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12309.0
TWDB_Water Uses,TWDB,TXag_RU216,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3079,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12310.0
TWDB_Water Uses,TWDB,TXag_RU217,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,14178,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12311.0
TWDB_Water Uses,TWDB,TXag_RU218,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,12782,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12312.0
TWDB_Water Uses,TWDB,TXag_RU219,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,7482,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12313.0
TWDB_Water Uses,TWDB,TXag_RU220,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,827,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12314.0
TWDB_Water Uses,TWDB,TXag_RU221,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,15910,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12315.0
TWDB_Water Uses,TWDB,TXag_RU222,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,55212,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12316.0
TWDB_Water Uses,TWDB,TXag_RU223,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,11141,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12317.0
TWDB_Water Uses,TWDB,TXag_RU224,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,47881,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12318.0
TWDB_Water Uses,TWDB,TXag_RU225,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,10121,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12319.0
TWDB_Water Uses,TWDB,TXag_RU226,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,8973,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12320.0
TWDB_Water Uses,TWDB,TXag_RU227,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,23001,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12321.0
TWDB_Water Uses,TWDB,TXag_RU228,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,68251,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12322.0
TWDB_Water Uses,TWDB,TXag_RU229,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6199,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12323.0
TWDB_Water Uses,TWDB,TXag_RU230,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2895,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12324.0
TWDB_Water Uses,TWDB,TXag_RU231,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,16093,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12325.0
TWDB_Water Uses,TWDB,TXag_RU232,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3183,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12326.0
TWDB_Water Uses,TWDB,TXag_RU233,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,25421,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12327.0
TWDB_Water Uses,TWDB,TXag_RU234,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3205,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12328.0
TWDB_Water Uses,TWDB,TXag_RU235,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,183582,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12329.0
TWDB_Water Uses,TWDB,TXag_RU236,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,7572,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12330.0
TWDB_Water Uses,TWDB,TXag_RU237,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,57541,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12331.0
TWDB_Water Uses,TWDB,TXag_RU238,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,9678,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12332.0
TWDB_Water Uses,TWDB,TXag_RU239,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1375,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12333.0
TWDB_Water Uses,TWDB,TXag_RU240,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1564,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12334.0
TWDB_Water Uses,TWDB,TXag_RU241,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4089,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12335.0
TWDB_Water Uses,TWDB,TXag_RU242,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,7942,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12336.0
TWDB_Water Uses,TWDB,TXag_RU243,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1559086,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,12337.0
