WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
San Isabel Creek,San Isabel Creek,,Unspecified,Fresh,,
Sand Canyon,Sand Canyon,,Unspecified,Fresh,,
Sangre de Cristo Creek,Sangre de Cristo Creek,,Unspecified,Fresh,,
Sawtooth Creek,Sawtooth Creek,,Unspecified,Fresh,,
School Creek,School Creek,,Unspecified,Fresh,,
Scott Run,Scott Run,,Unspecified,Fresh,,
Seguro Canyon,Seguro Canyon,,Unspecified,Fresh,,
Shaefermeyer Creek,Shaefermeyer Creek,,Unspecified,Fresh,,
Sheep Creek,Sheep Creek,,Unspecified,Fresh,,
Shippees Draw,Shippees Draw,,Unspecified,Fresh,,
Simpson Arroyo,Simpson Arroyo,,Unspecified,Fresh,,
Skinner Branch,Skinner Branch,,Unspecified,Fresh,,
Slater Creek,Slater Creek,,Unspecified,Fresh,,
Smuin Gulch,Smuin Gulch,,Unspecified,Fresh,,
Soda Creek,Soda Creek,,Unspecified,Fresh,,
South Bainard Creek,South Bainard Creek,,Unspecified,Fresh,,
South Clear Creek,South Clear Creek,,Unspecified,Fresh,,
South Fork Big Creek,South Fork Big Creek,,Unspecified,Fresh,,
Middle Fork Saguache Cre,Middle Fork Saguache Cre,,Unspecified,Fresh,,
Middle Muddy Creek,Middle Muddy Creek,,Unspecified,Fresh,,
Middleton Creek,Middleton Creek,,Unspecified,Fresh,,
Miller Gulch,Miller Gulch,,Unspecified,Fresh,,
Minnesota Creek,Minnesota Creek,,Unspecified,Fresh,,
Monson Gulch,Monson Gulch,,Unspecified,Fresh,,
Moose Creek,Moose Creek,,Unspecified,Fresh,,
Mossman Pole Patch Creek,Mossman Pole Patch Creek,,Unspecified,Fresh,,
Muller Creek,Muller Creek,,Unspecified,Fresh,,
Myers Gulch,Myers Gulch,,Unspecified,Fresh,,
Nettle Creek,Nettle Creek,,Unspecified,Fresh,,
No Name Creek,No Name Creek,,Unspecified,Fresh,,
North Brush Creek,North Brush Creek,,Unspecified,Fresh,,
North Creek,North Creek,,Unspecified,Fresh,,
North Fork Busk Creek,North Fork Busk Creek,,Unspecified,Fresh,,
North Fork Elkhead Creek,North Fork Elkhead Creek,,Unspecified,Fresh,,
North Fork Little Beaver,North Fork Little Beaver,,Unspecified,Fresh,,
North Fork Purgatoire Ri,North Fork Purgatoire Ri,,Unspecified,Fresh,,
North Fork West Tennesse,North Fork West Tennesse,,Unspecified,Fresh,,
North Lone Pine Creek,North Lone Pine Creek,,Unspecified,Fresh,,
North Santa Clara Creek,North Santa Clara Creek,,Unspecified,Fresh,,
NORTHERN HIGH PLAINS,NORTHERN HIGH PLAINS,,Unspecified,Fresh,,
OGALLALA,OGALLALA,,Unspecified,Fresh,,
Old Woman Creek,Old Woman Creek,,Unspecified,Fresh,,
Otto Creek,Otto Creek,,Unspecified,Fresh,,
Pagosa Creek,Pagosa Creek,,Unspecified,Fresh,,
Paradox Valley,Paradox Valley,,Unspecified,Fresh,,
Patent Creek,Patent Creek,,Unspecified,Fresh,,
Peck Gulch,Peck Gulch,,Unspecified,Fresh,,
Peterson Creek,Peterson Creek,,Unspecified,Fresh,,
Pine Arroyo,Pine Arroyo,,Unspecified,Fresh,,
Pinos Creek,Pinos Creek,,Unspecified,Fresh,,
Plum Creek,Plum Creek,,Unspecified,Fresh,,
Poncha Creek,Poncha Creek,,Unspecified,Fresh,,
Porter Creek,Porter Creek,,Unspecified,Fresh,,
Powderhorn Creek,Powderhorn Creek,,Unspecified,Fresh,,
Prince Creek,Prince Creek,,Unspecified,Fresh,,
Purgatoire River,Purgatoire River,,Unspecified,Fresh,,
Quartz Creek,Quartz Creek,,Unspecified,Fresh,,
Ralston Creek,Ralston Creek,,Unspecified,Fresh,,
Raspberry Creek,Raspberry Creek,,Unspecified,Fresh,,
Rawhide Creek,Rawhide Creek,,Unspecified,Fresh,,
Red Rock Canyon,Red Rock Canyon,,Unspecified,Fresh,,
Renegade Creek,Renegade Creek,,Unspecified,Fresh,,
Rincone Creek,Rincone Creek,,Unspecified,Fresh,,
Rio San Antonio,Rio San Antonio,,Unspecified,Fresh,,
Rito Seco,Rito Seco,,Unspecified,Fresh,,
Roaring Fork River,Roaring Fork River,,Unspecified,Fresh,,
Rock Gulch,Rock Gulch,,Unspecified,Fresh,,
Root Creek,Root Creek,,Unspecified,Fresh,,
Ruby Gulch,Ruby Gulch,,Unspecified,Fresh,,
Ryan Creek,Ryan Creek,,Unspecified,Fresh,,
Sage Creek,Sage Creek,,Unspecified,Fresh,,
Salazar Arroyo,Salazar Arroyo,,Unspecified,Fresh,,
San Isidro Creek,San Isidro Creek,,Unspecified,Fresh,,
Sand Creek,Sand Creek,,Unspecified,Fresh,,
Santa Clara Creek,Santa Clara Creek,,Unspecified,Fresh,,
Sawyer Arroya,Sawyer Arroya,,Unspecified,Fresh,,
Schrader Creek,Schrader Creek,,Unspecified,Fresh,,
Scotties Draw Creek,Scotties Draw Creek,,Unspecified,Fresh,,
Self Arroyo,Self Arroyo,,Unspecified,Fresh,,
Shafer Creek,Shafer Creek,,Unspecified,Fresh,,
Sheep Draw,Sheep Draw,,Unspecified,Fresh,,
Short Creek,Short Creek,,Unspecified,Fresh,,
Simpson Creek,Simpson Creek,,Unspecified,Fresh,,
Skinner Draw,Skinner Draw,,Unspecified,Fresh,,
Slaughterhouse Gulch,Slaughterhouse Gulch,,Unspecified,Fresh,,
Snake River,Snake River,,Unspecified,Fresh,,
Soldier Canyon,Soldier Canyon,,Unspecified,Fresh,,
South Beaver Creek,South Beaver Creek,,Unspecified,Fresh,,
South Colony Creek,South Colony Creek,,Unspecified,Fresh,,
South Fork Cache la Poud,South Fork Cache la Poud,,Unspecified,Fresh,,
La Manga Creek,La Manga Creek,,Unspecified,Fresh,,
Lake Fork Creek,Lake Fork Creek,,Unspecified,Fresh,,
LARAMIE,LARAMIE,,Unspecified,Fresh,,
Le Bow Creek,Le Bow Creek,,Unspecified,Fresh,,
Leroux Creek,Leroux Creek,,Unspecified,Fresh,,
Lightner Creek,Lightner Creek,,Unspecified,Fresh,,
Line Creek,Line Creek,,Unspecified,Fresh,,
Little Browns Creek,Little Browns Creek,,Unspecified,Fresh,,
Little Creek,Little Creek,,Unspecified,Fresh,,
Little Fountain Creek,Little Fountain Creek,,Unspecified,Fresh,,
Little Medano Creek,Little Medano Creek,,Unspecified,Fresh,,
Little Saint Charles Cre,Little Saint Charles Cre,,Unspecified,Fresh,,
Little Vasquez Creek,Little Vasquez Creek,,Unspecified,Fresh,,
Lone Tree Creek,Lone Tree Creek,,Unspecified,Fresh,,
Long Park Creek,Long Park Creek,,Unspecified,Fresh,,
Lost Creek,Lost Creek,,Unspecified,Fresh,,
LOWER ARAPAHOE,LOWER ARAPAHOE,,Unspecified,Fresh,,
Luxen Draw,Luxen Draw,,Unspecified,Fresh,,
Maes Creek,Maes Creek,,Unspecified,Fresh,,
Mancos River,Mancos River,,Unspecified,Fresh,,
Markham Arroyo,Markham Arroyo,,Unspecified,Fresh,,
Massey Creek,Massey Creek,,Unspecified,Fresh,,
McArthur Gulch,McArthur Gulch,,Unspecified,Fresh,,
McDermott Arroyo,McDermott Arroyo,,Unspecified,Fresh,,
McKinnis Creek,McKinnis Creek,,Unspecified,Fresh,,
Meadow Hollow Creek,Meadow Hollow Creek,,Unspecified,Fresh,,
Mesa Creek,Mesa Creek,,Unspecified,Fresh,,
Michigan River,Michigan River,,Unspecified,Fresh,,
Middle Fork Arapaho Cree,Middle Fork Arapaho Cree,,Unspecified,Fresh,,
South Fork Eagle River,South Fork Eagle River,,Unspecified,Fresh,,
South Fork Little Snake,South Fork Little Snake,,Unspecified,Fresh,,
South Fork Saguache Cree,South Fork Saguache Cree,,Unspecified,Fresh,,
South Fork White River,South Fork White River,,Unspecified,Fresh,,
South Lone Pine Creek,South Lone Pine Creek,,Unspecified,Fresh,,
South Turkey Creek,South Turkey Creek,,Unspecified,Fresh,,
Spring Branch,Spring Branch,,Unspecified,Fresh,,
Springdale Creek,Springdale Creek,,Unspecified,Fresh,,
Stanley Creek,Stanley Creek,,Unspecified,Fresh,,
Sterling Springs Draw,Sterling Springs Draw,,Unspecified,Fresh,,
Stinking Water Creek,Stinking Water Creek,,Unspecified,Fresh,,
Story Gulch,Story Gulch,,Unspecified,Fresh,,
Stuart Creek,Stuart Creek,,Unspecified,Fresh,,
Sundance Creek,Sundance Creek,,Unspecified,Fresh,,
Swayzee Creek,Swayzee Creek,,Unspecified,Fresh,,
Tahosa Creek,Tahosa Creek,,Unspecified,Fresh,,
Tap Draw,Tap Draw,,Unspecified,Fresh,,
Temple Gulch,Temple Gulch,,Unspecified,Fresh,,
Texas Creek,Texas Creek,,Unspecified,Fresh,,
Thompson Draw,Thompson Draw,,Unspecified,Fresh,,
Timberlake Creek,Timberlake Creek,,Unspecified,Fresh,,
Tommy Dodson Canyon,Tommy Dodson Canyon,,Unspecified,Fresh,,
Tow Creek,Tow Creek,,Unspecified,Fresh,,
Trail Gulch Creek,Trail Gulch Creek,,Unspecified,Fresh,,
Troublesome Creek,Troublesome Creek,,Unspecified,Fresh,,
Tschuddi Gulch,Tschuddi Gulch,,Unspecified,Fresh,,
Tuttle Creek,Tuttle Creek,,Unspecified,Fresh,,
Two Butte Creek,Two Butte Creek,,Unspecified,Fresh,,
Unknown_Fresh_Source,Unknown_Fresh_Source,,Unspecified,Fresh,,
Ute Creek,Ute Creek,,Unspecified,Fresh,,
Vance Creek,Vance Creek,,Unspecified,Fresh,,
Veo Creek,Veo Creek,,Unspecified,Fresh,,
Walden Hollow Creek,Walden Hollow Creek,,Unspecified,Fresh,,
Warren Gulch,Warren Gulch,,Unspecified,Fresh,,
Waverly Drainage Ditch,Waverly Drainage Ditch,,Unspecified,Fresh,,
West Beaver Creek,West Beaver Creek,,Unspecified,Fresh,,
West Clay Creek,West Clay Creek,,Unspecified,Fresh,,
West Evacuation Creek,West Evacuation Creek,,Unspecified,Fresh,,
West Fork San Francisco,West Fork San Francisco,,Unspecified,Fresh,,
West Mancos River,West Mancos River,,Unspecified,Fresh,,
West Resort Creek,West Resort Creek,,Unspecified,Fresh,,
West Toll Gate Creek,West Toll Gate Creek,,Unspecified,Fresh,,
Whipple Creek,Whipple Creek,,Unspecified,Fresh,,
Wild Horse Creek,Wild Horse Creek,,Unspecified,Fresh,,
Willey Creek,Willey Creek,,Unspecified,Fresh,,
Wilmer Gulch,Wilmer Gulch,,Unspecified,Fresh,,
Wolf Creek,Wolf Creek,,Unspecified,Fresh,,
Woodland Creek,Woodland Creek,,Unspecified,Fresh,,
Yankee Creek,Yankee Creek,,Unspecified,Fresh,,
Yockum Creek,Yockum Creek,,Unspecified,Fresh,,
Agate Creek,Agate Creek,,Unspecified,Fresh,,
Alder Creek,Alder Creek,,Unspecified,Fresh,,
Allenwater Creek,Allenwater Creek,,Unspecified,Fresh,,
Antelope Draw,Antelope Draw,,Unspecified,Fresh,,
Archuleta Creek,Archuleta Creek,,Unspecified,Fresh,,
Aspen Creek,Aspen Creek,,Unspecified,Fresh,,
Bachelor Gulch,Bachelor Gulch,,Unspecified,Fresh,,
Balm of Gilead Creek,Balm of Gilead Creek,,Unspecified,Fresh,,
Barnard Creek,Barnard Creek,,Unspecified,Fresh,,
Battlement Creek,Battlement Creek,,Unspecified,Fresh,,
Bear River,Bear River,,Unspecified,Fresh,,
Beef Canyon,Beef Canyon,,Unspecified,Fresh,,
Bennett Creek,Bennett Creek,,Unspecified,Fresh,,
Bieser Creek,Bieser Creek,,Unspecified,Fresh,,
Big Creek,Big Creek,,Unspecified,Fresh,,
Big Joe Draw,Big Joe Draw,,Unspecified,Fresh,,
Bighorn Creek,Bighorn Creek,,Unspecified,Fresh,,
Bishop Gulch,Bishop Gulch,,Unspecified,Fresh,,
Black Sulphur Creek,Black Sulphur Creek,,Unspecified,Fresh,,
Bluebell Canyon,Bluebell Canyon,,Unspecified,Fresh,,
Bord Gulch,Bord Gulch,,Unspecified,Fresh,,
Box Creek,Box Creek,,Unspecified,Fresh,,
Brandy Creek,Brandy Creek,,Unspecified,Fresh,,
British Creek,British Creek,,Unspecified,Fresh,,
Brown Gulch,Brown Gulch,,Unspecified,Fresh,,
Brush Hollow Creek,Brush Hollow Creek,,Unspecified,Fresh,,
Buffalo Gulch,Buffalo Gulch,,Unspecified,Fresh,,
Burgess Creek,Burgess Creek,,Unspecified,Fresh,,
Bushy Creek,Bushy Creek,,Unspecified,Fresh,,
Buttermilk Creek,Buttermilk Creek,,Unspecified,Fresh,,
Calf Creek,Calf Creek,,Unspecified,Fresh,,
Capitol Creek,Capitol Creek,,Unspecified,Fresh,,
Carr Creek,Carr Creek,,Unspecified,Fresh,,
Cat Creek,Cat Creek,,Unspecified,Fresh,,
Cedar Springs Draw,Cedar Springs Draw,,Unspecified,Fresh,,
Chaparral Creek,Chaparral Creek,,Unspecified,Fresh,,
Chicken Creek,Chicken Creek,,Unspecified,Fresh,,
Chinchue Arroya,Chinchue Arroya,,Unspecified,Fresh,,
Cliff Creek,Cliff Creek,,Unspecified,Fresh,,
Coalbank Creek,Coalbank Creek,,Unspecified,Fresh,,
Coleman Creek,Coleman Creek,,Unspecified,Fresh,,
Como Creek,Como Creek,,Unspecified,Fresh,,
Coon Creek,Coon Creek,,Unspecified,Fresh,,
Corral Gulch,Corral Gulch,,Unspecified,Fresh,,
Coulter Creek,Coulter Creek,,Unspecified,Fresh,,
Craig Creek,Craig Creek,,Unspecified,Fresh,,
Crooked Arroyo,Crooked Arroyo,,Unspecified,Fresh,,
Crow Creek,Crow Creek,,Unspecified,Fresh,,
Crystal River,Crystal River,,Unspecified,Fresh,,
Cumberland Creek,Cumberland Creek,,Unspecified,Fresh,,
Custer Creek,Custer Creek,,Unspecified,Fresh,,
Damfino Creek,Damfino Creek,,Unspecified,Fresh,,
Dawson Draw,Dawson Draw,,Unspecified,Fresh,,
Deadman Creek,Deadman Creek,,Unspecified,Fresh,,
Decker Creek,Decker Creek,,Unspecified,Fresh,,
DENVER BASIN - MULTIPLE,DENVER BASIN - MULTIPLE,,Unspecified,Fresh,,
Dierich Creek,Dierich Creek,,Unspecified,Fresh,,
Dodgeton Creek,Dodgeton Creek,,Unspecified,Fresh,,
Doudy Draw,Doudy Draw,,Unspecified,Fresh,,
Drowsy Water Creek,Drowsy Water Creek,,Unspecified,Fresh,,
Dry Fork Michigan River,Dry Fork Michigan River,,Unspecified,Fresh,,
Duck Creek,Duck Creek,,Unspecified,Fresh,,
Eagle River,Eagle River,,Unspecified,Fresh,,
East Canyon Creek,East Canyon Creek,,Unspecified,Fresh,,
East Fawn Creek,East Fawn Creek,,Unspecified,Fresh,,
East Fork Pinos Creek,East Fork Pinos Creek,,Unspecified,Fresh,,
East Fork Williams Fork,East Fork Williams Fork,,Unspecified,Fresh,,
East Pass Creek,East Pass Creek,,Unspecified,Fresh,,
East Sawmill Creek,East Sawmill Creek,,Unspecified,Fresh,,
Eby Creek,Eby Creek,,Unspecified,Fresh,,
Elk Creek,Elk Creek,,Unspecified,Fresh,,
Emma Creek,Emma Creek,,Unspecified,Fresh,,
Fall Creek,Fall Creek,,Unspecified,Fresh,,
Fir Creek,Fir Creek,,Unspecified,Fresh,,
Flag Creek,Flag Creek,,Unspecified,Fresh,,
Fonce Wash,Fonce Wash,,Unspecified,Fresh,,
Foster Gulch,Foster Gulch,,Unspecified,Fresh,,
Franz Creek,Franz Creek,,Unspecified,Fresh,,
Frijole Creek,Frijole Creek,,Unspecified,Fresh,,
Galena Creek,Galena Creek,,Unspecified,Fresh,,
Gas Creek,Gas Creek,,Unspecified,Fresh,,
Gifford Gulch,Gifford Gulch,,Unspecified,Fresh,,
Goff's Run,Goff's Run,,Unspecified,Fresh,,
Goodson Creek,Goodson Creek,,Unspecified,Fresh,,
Government Creek,Government Creek,,Unspecified,Fresh,,
Granite Creek,Granite Creek,,Unspecified,Fresh,,
Greasewood Creek,Greasewood Creek,,Unspecified,Fresh,,
Greenstreet Creek,Greenstreet Creek,,Unspecified,Fresh,,
Grizzly Creek,Grizzly Creek,,Unspecified,Fresh,,
Gunn Creek,Gunn Creek,,Unspecified,Fresh,,
Hale Gulch,Hale Gulch,,Unspecified,Fresh,,
Hammond Creek,Hammond Creek,,Unspecified,Fresh,,
Harrington Gulch,Harrington Gulch,,Unspecified,Fresh,,
Harvey Gap,Harvey Gap,,Unspecified,Fresh,,
Hay Press Creek,Hay Press Creek,,Unspecified,Fresh,,
Helmer Gulch,Helmer Gulch,,Unspecified,Fresh,,
Hicks Creek,Hicks Creek,,Unspecified,Fresh,,
Hodding Creek,Hodding Creek,,Unspecified,Fresh,,
Holland Creek,Holland Creek,,Unspecified,Fresh,,
Hoop Creek,Hoop Creek,,Unspecified,Fresh,,
Horsefly Creek,Horsefly Creek,,Unspecified,Fresh,,
Houston Gulch,Houston Gulch,,Unspecified,Fresh,,
Huckleberry Creek,Huckleberry Creek,,Unspecified,Fresh,,
Hunters Creek,Hunters Creek,,Unspecified,Fresh,,
Illinois Creek,Illinois Creek,,Unspecified,Fresh,,
Iowa Gulch,Iowa Gulch,,Unspecified,Fresh,,
Jack Gulch,Jack Gulch,,Unspecified,Fresh,,
Jarre Creek,Jarre Creek,,Unspecified,Fresh,,
Jerry Creek,Jerry Creek,,Unspecified,Fresh,,
John Brown Creek,John Brown Creek,,Unspecified,Fresh,,
Jolley Creek,Jolley Creek,,Unspecified,Fresh,,
K Creek,K Creek,,Unspecified,Fresh,,
Kenosha Creek,Kenosha Creek,,Unspecified,Fresh,,
Killpecker Creek,Killpecker Creek,,Unspecified,Fresh,,
Kiowa Creek,Kiowa Creek,,Unspecified,Fresh,,
Koch Spring Branch Brush,Koch Spring Branch Brush,,Unspecified,Fresh,,
Lindsey Creek,Lindsey Creek,,Unspecified,Fresh,,
Little Blacktail Creek,Little Blacktail Creek,,Unspecified,Fresh,,
Little Corral Gulch,Little Corral Gulch,,Unspecified,Fresh,,
Little Elk Creek,Little Elk Creek,,Unspecified,Fresh,,
Little Joe Draw,Little Joe Draw,,Unspecified,Fresh,,
Little Red Creek,Little Red Creek,,Unspecified,Fresh,,
Little Trout Creek,Little Trout Creek,,Unspecified,Fresh,,
Lone Pine Creek,Lone Pine Creek,,Unspecified,Fresh,,
Long Gulch Creek,Long Gulch Creek,,Unspecified,Fresh,,
Los Pinos River,Los Pinos River,,Unspecified,Fresh,,
Loutsenhizer Arroyo,Loutsenhizer Arroyo,,Unspecified,Fresh,,
Luning Arroyo,Luning Arroyo,,Unspecified,Fresh,,
Mack Wash,Mack Wash,,Unspecified,Fresh,,
Mamm Creek,Mamm Creek,,Unspecified,Fresh,,
Mariano Wash,Mariano Wash,,Unspecified,Fresh,,
Maryland Creek,Maryland Creek,,Unspecified,Fresh,,
Maxwell Creek,Maxwell Creek,,Unspecified,Fresh,,
McCrosky Gulch,McCrosky Gulch,,Unspecified,Fresh,,
McKenzie Creek,McKenzie Creek,,Unspecified,Fresh,,
McRae Arroyo,McRae Arroyo,,Unspecified,Fresh,,
Merling Creek,Merling Creek,,Unspecified,Fresh,,
Mica Creek,Mica Creek,,Unspecified,Fresh,,
Middle Creek,Middle Creek,,Unspecified,Fresh,,
South Fork Fish Creek,South Fork Fish Creek,,Unspecified,Fresh,,
South Fork Michigan Rive,South Fork Michigan Rive,,Unspecified,Fresh,,
South Fork Service Creek,South Fork Service Creek,,Unspecified,Fresh,,
South Fork Yellowstone C,South Fork Yellowstone C,,Unspecified,Fresh,,
South Mosquito Creek,South Mosquito Creek,,Unspecified,Fresh,,
South Zapata Creek,South Zapata Creek,,Unspecified,Fresh,,
Spring Canyon,Spring Canyon,,Unspecified,Fresh,,
Spruce Gulch,Spruce Gulch,,Unspecified,Fresh,,
Staplin Creek,Staplin Creek,,Unspecified,Fresh,,
Stevens Creek,Stevens Creek,,Unspecified,Fresh,,
Stollsteimer Creek,Stollsteimer Creek,,Unspecified,Fresh,,
Stove Prairie Creek,Stove Prairie Creek,,Unspecified,Fresh,,
Stubbs Gulch,Stubbs Gulch,,Unspecified,Fresh,,
Sunshine Canyon Creek,Sunshine Canyon Creek,,Unspecified,Fresh,,
Swede Gulch (AKA Anderso,Swede Gulch (AKA Anderso,,Unspecified,Fresh,,
Tallahassee Creek,Tallahassee Creek,,Unspecified,Fresh,,
Tate Creek,Tate Creek,,Unspecified,Fresh,,
Tennessee Creek,Tennessee Creek,,Unspecified,Fresh,,
Thirteenmile Creek,Thirteenmile Creek,,Unspecified,Fresh,,
Thornton Gulch,Thornton Gulch,,Unspecified,Fresh,,
Tobin Creek,Tobin Creek,,Unspecified,Fresh,,
Tonahutu Creek,Tonahutu Creek,,Unspecified,Fresh,,
Traer Creek,Traer Creek,,Unspecified,Fresh,,
Travis Creek,Travis Creek,,Unspecified,Fresh,,
Trout Creek,Trout Creek,,Unspecified,Fresh,,
Tunnel Gulch,Tunnel Gulch,,Unspecified,Fresh,,
Twelvemile Gulch,Twelvemile Gulch,,Unspecified,Fresh,,
Two Mile Creek,Two Mile Creek,,Unspecified,Fresh,,
UPPER BLACK SQUIRREL CRE,UPPER BLACK SQUIRREL CRE,,Unspecified,Fresh,,
Vallecito Creek,Vallecito Creek,,Unspecified,Fresh,,
Vaughn Creek,Vaughn Creek,,Unspecified,Fresh,,
Villareal Canyon,Villareal Canyon,,Unspecified,Fresh,,
Wallace Gulch,Wallace Gulch,,Unspecified,Fresh,,
Washington Gulch,Washington Gulch,,Unspecified,Fresh,,
Weaver Creek,Weaver Creek,,Unspecified,Fresh,,
West Bijou Creek,West Bijou Creek,,Unspecified,Fresh,,
West Coulter Creek,West Coulter Creek,,Unspecified,Fresh,,
West Fork Clear Creek,West Fork Clear Creek,,Unspecified,Fresh,,
West Fork Stewart Gulch,West Fork Stewart Gulch,,Unspecified,Fresh,,
West Miller Creek,West Miller Creek,,Unspecified,Fresh,,
West Roatcap Creek,West Roatcap Creek,,Unspecified,Fresh,,
West Willow Creek,West Willow Creek,,Unspecified,Fresh,,
White Creek,White Creek,,Unspecified,Fresh,,
Wildcat Creek,Wildcat Creek,,Unspecified,Fresh,,
Williams Fork,Williams Fork,,Unspecified,Fresh,,
Wilson Draw,Wilson Draw,,Unspecified,Fresh,,
Woman Creek,Woman Creek,,Unspecified,Fresh,,
Woody Creek,Woody Creek,,Unspecified,Fresh,,
Yellow Creek,Yellow Creek,,Unspecified,Fresh,,
Young America Creek,Young America Creek,,Unspecified,Fresh,,
South Fork Fortification,South Fork Fortification,,Unspecified,Fresh,,
South Fork Middle Boulde,South Fork Middle Boulde,,Unspecified,Fresh,,
South Fork Silver Creek,South Fork Silver Creek,,Unspecified,Fresh,,
South Fox Creek,South Fox Creek,,Unspecified,Fresh,,
South Muddy Creek,South Muddy Creek,,Unspecified,Fresh,,
Sow Belly Creek,Sow Belly Creek,,Unspecified,Fresh,,
Spring Creek,Spring Creek,,Unspecified,Fresh,,
Squaretop Creek,Squaretop Creek,,Unspecified,Fresh,,
Starr Gulch,Starr Gulch,,Unspecified,Fresh,,
Stewart Creek,Stewart Creek,,Unspecified,Fresh,,
Stone Creek,Stone Creek,,Unspecified,Fresh,,
Straight Creek,Straight Creek,,Unspecified,Fresh,,
Stuck Creek,Stuck Creek,,Unspecified,Fresh,,
Supply Creek,Supply Creek,,Unspecified,Fresh,,
Sweetwater Creek,Sweetwater Creek,,Unspecified,Fresh,,
Tallman Gulch,Tallman Gulch,,Unspecified,Fresh,,
Taylor Canyon Creek,Taylor Canyon Creek,,Unspecified,Fresh,,
Tent Creek,Tent Creek,,Unspecified,Fresh,,
Thirtyone Mile Creek,Thirtyone Mile Creek,,Unspecified,Fresh,,
Three Elk Creek,Three Elk Creek,,Unspecified,Fresh,,
Todd Creek,Todd Creek,,Unspecified,Fresh,,
Toner Creek,Toner Creek,,Unspecified,Fresh,,
Trail Canon Creek,Trail Canon Creek,,Unspecified,Fresh,,
Treasure Creek,Treasure Creek,,Unspecified,Fresh,,
True Creek,True Creek,,Unspecified,Fresh,,
Turkey Creek,Turkey Creek,,Unspecified,Fresh,,
Twentyeight Hole Wash,Twentyeight Hole Wash,,Unspecified,Fresh,,
Two Springs Gulch,Two Springs Gulch,,Unspecified,Fresh,,
UPPER CROW CREEK,UPPER CROW CREEK,,Unspecified,Fresh,,
Vallejo Arroya,Vallejo Arroya,,Unspecified,Fresh,,
Veatch Gulch,Veatch Gulch,,Unspecified,Fresh,,
Waddle Creek,Waddle Creek,,Unspecified,Fresh,,
Walnut Creek,Walnut Creek,,Unspecified,Fresh,,
Washout Gulch,Washout Gulch,,Unspecified,Fresh,,
Weber Canyon,Weber Canyon,,Unspecified,Fresh,,
West Branch Cottonwood C,West Branch Cottonwood C,,Unspecified,Fresh,,
West Creek,West Creek,,Unspecified,Fresh,,
West Fork Encampment Riv,West Fork Encampment Riv,,Unspecified,Fresh,,
West Fork Whiskey Creek,West Fork Whiskey Creek,,Unspecified,Fresh,,
West Monument Creek,West Monument Creek,,Unspecified,Fresh,,
West Salt Creek,West Salt Creek,,Unspecified,Fresh,,
Westerly Creek,Westerly Creek,,Unspecified,Fresh,,
White River,White River,,Unspecified,Fresh,,
Wildcat Gulch,Wildcat Gulch,,Unspecified,Fresh,,
Willis Creek,Willis Creek,,Unspecified,Fresh,,
Wilson Gulch,Wilson Gulch,,Unspecified,Fresh,,
Wommer Creek,Wommer Creek,,Unspecified,Fresh,,
Workman Creek,Workman Creek,,Unspecified,Fresh,,
Yellow Jacket Canyon,Yellow Jacket Canyon,,Unspecified,Fresh,,
Youngs Creek,Youngs Creek,,Unspecified,Fresh,,
Middle Fork Elk River,Middle Fork Elk River,,Unspecified,Fresh,,
Middle Fork San Francisc,Middle Fork San Francisc,,Unspecified,Fresh,,
Middle Rifle Creek,Middle Rifle Creek,,Unspecified,Fresh,,
Mile Creek,Mile Creek,,Unspecified,Fresh,,
Millers Gulch,Millers Gulch,,Unspecified,Fresh,,
Minnie Gulch,Minnie Gulch,,Unspecified,Fresh,,
Montezuma Creek,Montezuma Creek,,Unspecified,Fresh,,
Morapos Creek,Morapos Creek,,Unspecified,Fresh,,
Mount Vernon Creek,Mount Vernon Creek,,Unspecified,Fresh,,
Mumford Gulch,Mumford Gulch,,Unspecified,Fresh,,
Narraguinnep Canyon,Narraguinnep Canyon,,Unspecified,Fresh,,
New York Gulch,New York Gulch,,Unspecified,Fresh,,
Norris Creek,Norris Creek,,Unspecified,Fresh,,
North Canyon,North Canyon,,Unspecified,Fresh,,
North Crestone Creek,North Crestone Creek,,Unspecified,Fresh,,
North Fork Cache La Poud,North Fork Cache La Poud,,Unspecified,Fresh,,
North Fork Fish Creek,North Fork Fish Creek,,Unspecified,Fresh,,
North Fork Little Snake,North Fork Little Snake,,Unspecified,Fresh,,
North Fork Republican Ri,North Fork Republican Ri,,Unspecified,Fresh,,
North Fork White River,North Fork White River,,Unspecified,Fresh,,
North May Creek,North May Creek,,Unspecified,Fresh,,
North Tarryall Creek,North Tarryall Creek,,Unspecified,Fresh,,
Northrup Gulch,Northrup Gulch,,Unspecified,Fresh,,
Ogden Creek,Ogden Creek,,Unspecified,Fresh,,
Olive Creek,Olive Creek,,Unspecified,Fresh,,
Ouray Creek,Ouray Creek,,Unspecified,Fresh,,
Palo Duro Creek,Palo Duro Creek,,Unspecified,Fresh,,
Parasite Creek,Parasite Creek,,Unspecified,Fresh,,
Patterson Creek,Patterson Creek,,Unspecified,Fresh,,
Peck Homestead Gulch,Peck Homestead Gulch,,Unspecified,Fresh,,
Phillips Canyon,Phillips Canyon,,Unspecified,Fresh,,
Pine Creek,Pine Creek,,Unspecified,Fresh,,
