FILE_NUMBER,WATER_SOURCE_ID,WITHDRAWAL_WATER_BODY_NAME,WATER_CASE_ID,FILE_TYPE_x,CUSTOMER_NAME_x,TOTAL_PERMIT_QTY,TOTAL_PERMIT_QTY_UNIT,REPORT_FREQ,REPORT_INTERVAL,WATER_CASE_VERIFIED,WATER_SOURCE_TYPE,SOURCE_TYPE,WATER_TYPE,AQUIFER,REAA,ACTIVE_SOURCE,SOURCE_NOTES,HYDROLOGIC_UNIT_CODE,STATE_USE_SOURCE,STATE_USE,WUC_CODE_DESC,WUC_CODE_DESC_SOURCE,USGS_USE,USGS_AREA,BOROUGH,WATER_SOURCE_VERIFIED,INTAKE_NAME,INTAKE_LOCATION,INTAKE_NOTES,WELL_DEPTH,CASING_DEPTH,OPEN_INTERVALS,LAND_SURFACE_ELEVATION_FT,LAND_SURFACE_ELEVATION_SOURCE,WELL_INFO_SOURCE,ACTIVE_INTAKE,SOURCE_INTAKE_VERIFIED,METHODOLOGY,DAILY_PEAK_QTY_UNIT,WATER_SOURCE_USAGE_VERIFIED,FILE_TYPE_y,Priority Date,CUSTOMER_NAME_y,wswc_long,wswc_lat,wswc_QTY,wswc_SiteNativeID
65644,37338,CITY WELL NO. 36 - QUEENSGATE,37326,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,262800000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,CITY WELL NO. 36 - QUEENSGATE,,,,,,,dem,,T,T,metered,gallons,T,,,,,,806.5042920000001,
65772,12687,Crater Lake,12680,ADL,DCCED ALASKA INDUSTRIAL DEV EXPORT AUTH AEA,154932.0,acre_feet,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Snettisham,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,0.47546926548,
65787,37340,CITY WELL NO. 07 - KHAR TOWER,37327,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,1095000000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,CITY WELL NO. 07 - KHAR TOWER,,,,,,,dem,,T,T,metered,gallons,T,,,,,,3360.43455,
67201,37348,CITY WELL NO. 9 - SHIP CREEK FAN,37342,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,803000000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,CITY WELL NO. 9 - SHIP CREEK FAN,,,,,,,dem,,T,T,metered,gallons,T,,,,,,2464.31867,
67278,27998,Solomon Gulch Hydro,27997,ADL,COPPER VALLEY ELECTRIC,33378547185.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,Solomon Gulch Hydro,,,,,,,dem,,T,T,metered,gallons,T,,,,,,102435.08967057466,
67781,2844,Sagavanirktok River,2843,ADL,HILCORP NORTH SLOPE LLC,94900845.0,gallons,M,M,T,river,surface,fresh,,,T,,,,,,,,,,T,Sagavanirktok River,POINT (-148.30164843 70.25618009),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,-148.30164843,70.25618009,291.24025421205,WaDEAK_S102
73567,6762,Burnett Lake,6761,ADL,SOUTHERN SE REGIONAL ACQUACULTURE ASSN,0.0,gallons,M,M,T,creek,surface,fresh,,,T,,,,,,,,,,T,Lake Intakes,POINT (-132.452502250671 56.1113874892353),,,,,,,,T,T,estimated,cubic_feet,T,,,,-132.452502250671,56.1113874892353,0.0,WaDEAK_S266
73567,6762,Burnett Lake,6761,ADL,SOUTHERN SE REGIONAL ACQUACULTURE ASSN,0.0,gallons,M,M,T,creek,surface,fresh,,,T,,,,,,,,,,T,Lake Intakes,POINT (-132.452502250671 56.1113874892353),,,,,,,,T,T,metered,cubic_feet,T,,,,-132.452502250671,56.1113874892353,0.0,WaDEAK_S266
73567,6762,Burnett Lake,6761,ADL,SOUTHERN SE REGIONAL ACQUACULTURE ASSN,0.0,gallons,M,M,T,creek,surface,fresh,,,T,,,,,,,,,,T,Shallow Lake Intake,POINT (-132.454218864441 56.1118695307626),,,,,,,,T,T,estimated,cubic_feet,T,,,,-132.454218864441,56.1118695307626,0.0,WaDEAK_S267
73658,37350,CITY WELL NO. 30 - TURNAGAIN VIEW,37343,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,109500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,CITY WELL NO. 30 - TURNAGAIN VIEW,,,,,,,dem,,T,T,metered,gallons,T,,,,,,336.043455,
74176,37352,PETERS CREEK #1 ,37344,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,56210000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,PETERS CREEK #1 ,,,,,,,dem,,T,T,metered,gallons,T,,,,,,172.5023069,
74700,17559,Settler's Bay Tract C-5,17558,ADL,"MILE 8 UTILITY, LLC",22157868.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,119' well,POINT (-149.604584835999 61.5078509773999),,,,,,dem,,T,T,metered,gallons,T,,,,-149.604584835999,61.5078509773999,68.00005952652,WaDEAK_S270
75979,33293,Kuparuk Reservoirs 1 thru 5,33292,ADL,HILCORP NORTH SLOPE LLC,31755000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kuparuk Reservoirs 1 thru 5,,,,,,,dem,,T,T,metered,gallons,T,,,,,,97.45260195,
76071,11581,Dam,11580,ADL,TATITLEK VILLAGE OF,5475000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Dam,POINT (-146.66527 60.87876),Surface water source,,,,,dem,,T,T,metered,gallons,T,,,,-146.66527,60.87876,16.80217275,WaDEAK_S272
76071,11581,Dam,11580,ADL,TATITLEK VILLAGE OF,5475000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Dam,POINT (-146.66527 60.87876),Surface water source,,,,,dem,,T,T,estimated,gallons,T,,,,-146.66527,60.87876,16.80217275,WaDEAK_S272
78077,2262,"Drilled Well 160ft, USS1095",2261,ADL,TESORO ALASKA COMPANY,10949966.0,gallons,M,M,T,well,ground,fresh,Cook Inlet Aquifer System,RCO,T,See ADL 203480,19020302.0,las,,Fertilizer Plant,las,,,BKE,T,Well #6,POINT (-151.380293825 60.68482602),ADL 203480 and ADL 78077 are reported together,160.0,151.0,,0.0,dem,log,T,T,metered,gallons,T,,,,-151.380293825,60.68482602,33.60424115774,WaDEAK_S273
100066,19982,Well #3,19974,ADL,JUNEAU CITY AND BOR,542419200.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well #3,POINT (-134.396241981999 58.3082841626),,,,,,dem,,T,T,metered,gallons,T,,,,-134.396241981999,58.3082841626,1664.6248586880001,WaDEAK_S274
100113,11875,Swan Lake Hydro,11874,ADL,SOUTHEAST ALASKA POWER AGENCY,303000.0,acre_feet,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Swan Lake Hydro,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.92987367,
101686,12823,Indian River #1 ,12822,ADL,SITKA CITY AND BOR,1277500000.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,Indian River #1 ,POINT (-135.30652 57.05904),,,,,,dem,,T,T,metered,gallons,T,,,,-135.30652,57.05904,3920.5069750000002,WaDEAK_S276
102445,53457,Black Bear Hydro Plant,53451,ADL,DCCED ALASKA ENERGY AUTHORITY,15097965120.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Black Bear Hydro Plant,,,,,,,dem,,T,T,metered,gallons,T,,,,,,46333.9941771168,
102445,53457,Black Bear Hydro Plant,53451,ADL,DCCED ALASKA ENERGY AUTHORITY,15097965120.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Black Bear Hydro Plant,,,,,,,dem,,T,T,metered,gallons,T,,,,,,46333.9941771168,
201018,16940,IFP-Kenai,16931,ADL,"WILD PACIFIC SALMON, INC.",730000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well 2&3,,,,,,,dem,,T,T,metered,gallons,T,,,,,,2.2402897,
201324,16019,Well #1,16017,ADL,PALMER  CITY OF,159504065.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well #1,POINT (-149.149079892 61.6093197626999),,,,,,dem,,T,T,metered,gallons,T,,,,-149.149079892,61.6093197626999,489.50043003785004,WaDEAK_S279
201555,37354,CITY WELL NO. 35 - ALAGCO,37345,ADL,"AGGREGATE PRODUCTS, INC (AGGPRO)",0.0,gallons,M,M,T,well,ground,fresh,,,T,"transferred to:
Municipality of Anchorage Water and Wastewater Utility
Use limit unknown.",,las,,,las,,,,T,CITY WELL NO. 35 - ALAGCO,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.0,
201559,18952,Terror River ,18948,ADL,KODIAK ELEC ASSOC INC,4128532170.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,Terror River ,,,,,,,dem,,T,T,metered,gallons,T,,,,,,12670.0110911913,
201881,37356,ER #01 EAGLE GLEN WEST,37346,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,20075000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,ER #01 EAGLE GLEN WEST,,,,,,,dem,,T,T,metered,gallons,T,,,,,,61.60796675,
201919,37358,CITY WELL NO. 43 - Campbell Heights,37347,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,21535000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,CITY WELL NO. 43 - Campbell Heights,,,,,,,dem,,T,T,metered,gallons,T,,,,,,66.08854615,
201920,1442,Well 29,1441,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,8212500.0,gallons,M,M,T,well,ground,fresh,Cook Inlet Aquifer System,,T,,19020401.0,hardcopy,Water Supply,Public (Municipal) Community,hardcopy,,,BAN,T,Well 29,POINT (-149.783069175901 61.1398220344649),,277.0,251.0,251-277 feet,374.6,,log,T,T,metered,gallons,T,,,,-149.783069175901,61.1398220344649,25.203259125000002,WaDEAK_S284
201921,37362,CITY WELL NO. 38 - SPENARD BUILDERS,37360,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,182500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,CITY WELL NO. 38 - SPENARD BUILDERS,,,,,,,dem,,T,T,metered,gallons,T,,,,,,560.0724250000001,
201921,37364,KNIK#2,37360,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,182500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,KNIK#2,,,,,,,dem,,T,T,metered,gallons,T,,,,,,560.0724250000001,
202733,37366,CITY WELL NO. 39 - NORTHWOOD,37361,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,56940000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,CITY WELL NO. 39 - NORTHWOOD,,,,,,,dem,,T,T,metered,gallons,T,,,,,,174.7425966,
202997,1502,Well #12,1501,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,60833498.0,gallons,M,M,T,well,ground,fresh,Cook Inlet Aquifer System,,T,,19020401.0,hardcopy,Water Supply,Public (Municipal) Community,hardcopy,,,BAN,T,Well #12,POINT (-149.88550901413 61.1835708942151),,298.62,256.62,256.62 to 298.62,0.0,,log,T,T,metered,gallons,T,,,,-149.88550901413,61.1835708942151,186.69131367722,WaDEAK_S288
203480,2242,"Drilled Well 160ft, USS1095",2241,ADL,TESORO ALASKA COMPANY,3258514.0,gallons,M,M,T,well,ground,fresh,Cook Inlet Aquifer System,,T,Augments ADL 78077,19020302.0,las,,,las,,,BKE,T,Well #6,POINT (-151.0 60.0),ADL 203480 and ADL 78077 are reported together,160.0,151.0,,0.0,dem,log,T,T,metered,gallons,T,ADL,1982-07-13 00:00:00,TESORO ALASKA COMPANY,-151.0,60.0,10.000021029460001,WaDEAK_S289
203956,1462,Well 31,1461,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,12166667.0,gallons,M,M,T,well,ground,fresh,Cook Inlet Aquifer System,,T,,19020401.0,hardcopy,Water Supply,Public (Municipal) Community,hardcopy,,,BAN,T,Well 31,POINT (-149.83434534086 61.1024952318331),,550.0,300.0,432-475; 492-540 feet,0.0,,log,T,T,metered,gallons,T,,,,-149.83434534086,61.1024952318331,37.33816268963,WaDEAK_S290
206983,12123,Well C-1,12109,ADL,SOLDOTNA CITY OF,102200000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well C-1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,313.640558,
209104,9311,BUMPUS #1,9306,ADL,WASILLA CITY OF,185.0,acre_feet,M,M,T,well,ground,fresh,,,T,File number may be invalid,,las,,,las,,,,T,BUMPUS #1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.00056774465,
209104,9313,BUMPUS #2,9306,ADL,WASILLA CITY OF,185.0,acre_feet,M,M,T,well,ground,fresh,,,T,File number may be invalid,,las,,,las,,,,T,BUMPUS #2,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.00056774465,
209828,37370,ER #08 EAGLE CREST,37368,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,5110000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,ER #08 EAGLE CREST,,,,,,,dem,,T,T,metered,gallons,T,,,,,,15.682027900000001,
212648,1922,Orca Creek,1921,ADL,CORDOVA CITY OF,273747425.1,gallons,M,M,T,creek,surface,fresh,,RCH,T,,19020104.0,hardcopy,Water Supply,Public (Municipal) Community,hardcopy,,,,T,Orca Creek,POINT (-145.716562271118 60.5774396724496),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,ADL,1982-01-11 00:00:00,CORDOVA CITY OF,-145.716562271118,60.5774396724496,840.1007354151391,WaDEAK_S295
212698,10013,UAA Administration Bldg,9984,ADL,"UAA, FACILITIES & LAND MANAGEMENT",48486628.8,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,AS125,,,,,,,dem,,T,T,metered,gallons,T,,,,,,148.800130258032,
215028,37372,ER #02 EAGLE GLEN EAST,37369,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,34675000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,ER #02 EAGLE GLEN EAST,,,,,,,dem,,T,T,metered,gallons,T,,,,,,106.41376075000001,
400616,17245,60' well,17244,ADL,NENANA CITY OF,17520000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,60' well,POINT (-149.09386806 64.5622316534),,,,,,dem,,T,T,metered,gallons,T,,,,-149.09386806,64.5622316534,53.7669528,WaDEAK_S298
400793,2768,Kuparuk Unit,2767,ADL,"CONOCOPHILLIPS ALASKA, INC.",42000000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,KOC Reservoir,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,ADL,1982-07-14 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,128.89338,
400793,2768,Kuparuk Unit,2767,ADL,"CONOCOPHILLIPS ALASKA, INC.",42000000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,KOC Reservoir,,,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,ADL,1982-07-14 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,128.89338,
401822,52109,Pump Station 5,52095,ADL,ALYESKA PIPELINE SERVICE COMPANY,3650000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Pump Station 5,POINT (-150.680321556 66.8202423026999),,,,,,dem,,T,T,metered,gallons,T,,,,-150.680321556,66.8202423026999,11.2014485,WaDEAK_S300
401827,17996,Devil's Lake/ Vortec Lake,17995,ADL,KOTZEBUE CITY OF,118625000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Devil's Lake/ Vortec Lake,,,,,,,dem,,T,T,metered,gallons,T,,,,,,364.04707625000003,
403254,16842,well,16841,ADL,NORTH POLE CITY OF,51100000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,well,POINT (-147.350966647 64.7507701166999),,,,,,dem,,T,T,metered,gallons,T,,,,-147.350966647,64.7507701166999,156.820279,WaDEAK_S302
407812,2770,Kuparuk Unit,2769,ADL,"CONOCOPHILLIPS ALASKA, INC.",10950000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,KIC Res,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,ADL,1981-10-26 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,33.6043455,
407812,2770,Kuparuk Unit,2769,ADL,"CONOCOPHILLIPS ALASKA, INC.",10950000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,KIC Res,,,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,ADL,1981-10-26 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,33.6043455,
A2001-87,54144,Well,54137,TWUP,ALASKA NATIVE MEDICAL CENTER,224837190.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,690.0006040191,
A2003-65,54146,Well,54138,TWUP,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,315360000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,967.8051504,
A2005-09,37122,Lake,37121,TWUP,BARROW ARCTIC SCIENCE CONSORTIUM (BASC),3000000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake,,,,,,,dem,,T,T,metered,gallons,T,,,,,,9.20667,
A2006-115,23232,Swanson River Field - four wells,23171,TWUP,UNION OIL COMPANY OF CALIFORNIA DBA UNOCAL,104572103.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Swanson River Field - four wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,320.92028117567,
A2006-115,23232,Swanson River Field - four wells,23171,TWUP,UNION OIL COMPANY OF CALIFORNIA DBA UNOCAL,104572103.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Swanson River Field - four wells,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,320.92028117567,
A2006-125,28647, Alpine Unit,28646,TWUP,"CONOCOPHILLIPS ALASKA, INC.",70618429.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,B8533,,,,,,,dem,,T,T,metered,gallons,T,,,,,,216.72019057381002,
A2006-128,28661, Alpine Unit,28649,TWUP,"CONOCOPHILLIPS ALASKA, INC.",45381269.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M9703,,,,,,,dem,,T,T,metered,gallons,T,,,,,,139.27012262141,
A2006-39,23235,Compressor Plant Wells,23234,TWUP,UNION OIL COMPANY OF CALIFORNIA DBA UNOCAL,2975020.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Compressor Plant Wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,9.130009127800001,
A2006-39,23236,Swanson River Field Office/Camp well,23234,TWUP,UNION OIL COMPANY OF CALIFORNIA DBA UNOCAL,2975020.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Swanson River Field Office/Camp well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,9.130009127800001,
A2006-48,28663, Alpine Unit,28650,TWUP,"CONOCOPHILLIPS ALASKA, INC.",16250189.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Nanuk Lake,,,,,,,dem,,T,T,metered,gallons,T,,,,,,49.87004252021,
A2006-78,23239,NNA #1,23172,TWUP,UNION OIL COMPANY OF CALIFORNIA DBA UNOCAL,14389580.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,NNA #1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,44.1600381662,
A2006-79,23241,Lewis River Unit D-1 Pad Well 1,23173,TWUP,UNION OIL COMPANY OF CALIFORNIA DBA UNOCAL,5389576.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Lewis River Unit D-1 Pad Well 1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,16.54001589064,
A2006-84,54148,well,54139,TWUP,ALASKA NATIVE MEDICAL CENTER,224837190.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,690.0006040191,
A2007-106,33296,MPU F Pad Wells,33295,TWUP,BP EXPLORATION (ALASKA) INC,533955741.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,MPU F Pad Wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,1638.6514339974901,
A2007-123,10675,"Drilled Well TW-7, 350ft",10674,TWUP,TESORO ALASKA PETROLEUM COMPANY,200000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,"Drilled Well TW-7, 350ft",,,350.0,,,,dem,,T,T,metered,gallons,T,,,,,,0.613778,
A2007-124,33299,Kuparuk Reservoirs 4 & 5 and 3 Unnamed Lakes,33298,TWUP,BROOKS RANGE PETROLEUM CORPORATION,4000000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kuparuk Reservoirs 4 & 5 and 3 Unnamed Lakes,,,,,,,dem,,T,T,metered,gallons,T,,,,,,12.27556,
A2007-126,23243,Granite Point Tank Farm Wells,23174,TWUP,"HILCORP ALASKA, LLC",4780234.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Granite Point Tank Farm Wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,14.67001232026,
A2007-127,23245,Stump Lake 44-33 Pad Well 1,23175,TWUP,"HILCORP ALASKA, LLC",5389576.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Stump Lake 44-33 Pad Well 1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,16.54001589064,
A2007-130,27582,K304 DS-30 lake & Mine Site E,27581,TWUP,ENI PETROLEUM EXPLORATION CO.INC.,40000000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,K304 DS-30 lake & Mine Site E,,,,,,,dem,,T,T,metered,gallons,T,,,,,,122.7556,
A2007-23,28665,Kuparuk Unit,28651,TWUP,"CONOCOPHILLIPS ALASKA, INC.",16501095.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,KIC Reservoir,,,,,,,dem,,T,T,metered,gallons,T,,,,,,50.640045434550004,
A2007-28,28667,Kuparuk Unit,28652,TWUP,"CONOCOPHILLIPS ALASKA, INC.",49998577.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,19 Impoundments Kuparuk CPF-3 Area,,,,,,,dem,,T,T,metered,gallons,T,,,,,,153.44013296953,
A2007-38,28669, Alpine Unit,28653,TWUP,"CONOCOPHILLIPS ALASKA, INC.",9609346.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M9933,,,,,,,dem,,T,T,metered,gallons,T,,,,,,29.49002584594,
A2007-91,32979,Kuparuk Mine Sites C & F and Lakes K209- K201- M9514- and L9334,32974,TWUP,BROOKS RANGE PETROLEUM CORPORATION,30001101.57,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kuparuk Mine Sites C & F and Lakes K209- K201- M9514- and L9334,,,,,,,dem,,T,T,metered,gallons,T,,,,,,92.0700805971573,
A2008-01,33302,W Pad Impoundments,33301,TWUP,BP EXPLORATION (ALASKA) INC,7009064.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,W Pad Impoundments,,,,,,,dem,,T,T,metered,gallons,T,,,,,,21.510046418960002,
A2008-03,33305,17 Ponds/ Impoundments in EOA,33304,TWUP,BP EXPLORATION (ALASKA) INC,109763053.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,17 Ponds/ Impoundments in EOA,,,,,,,dem,,T,T,metered,gallons,T,,,,,,336.85073572117,
A2008-05,25009,"Lakes 12, 13, 14, 15",24987,TWUP,"SAVANT ALASKA, LLC",40900818.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake 12,,,,,,,dem,,T,T,metered,gallons,T,,,,,,125.52011135202001,
A2008-05,25009,"Lakes 12, 13, 14, 15",24987,TWUP,"SAVANT ALASKA, LLC",40900818.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake 13,,,,,,,dem,,T,T,metered,gallons,T,,,,,,125.52011135202001,
A2008-05,25009,"Lakes 12, 13, 14, 15",24987,TWUP,"SAVANT ALASKA, LLC",40900818.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake 14,,,,,,,dem,,T,T,metered,gallons,T,,,,,,125.52011135202001,
A2008-05,25009,"Lakes 12, 13, 14, 15",24987,TWUP,"SAVANT ALASKA, LLC",40900818.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake 15,,,,,,,dem,,T,T,metered,gallons,T,,,,,,125.52011135202001,
A2008-106,28671,Exp Unit,28654,TWUP,"CONOCOPHILLIPS ALASKA, INC.",91251314.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Beluga River Unit,,,,,,,dem,,T,T,metered,gallons,T,,,,,,280.04024502146,
A2008-11,28673,Kuparuk Unit,28655,TWUP,"CONOCOPHILLIPS ALASKA, INC.",7950764.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake K309,,,,,,,dem,,T,T,metered,gallons,T,,,,,,24.40002013196,
A2008-111,33308,Webster Reservoir outside EOA,33307,TWUP,BP EXPLORATION (ALASKA) INC,36690822.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Webster Reservoir outside EOA,,,,,,,dem,,T,T,metered,gallons,T,,,,,,112.60009672758001,
A2008-111,33310,Webster Reservoir within EOA,33307,TWUP,BP EXPLORATION (ALASKA) INC,36690822.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Webster Reservoir within EOA,,,,,,,dem,,T,T,metered,gallons,T,,,,,,112.60009672758001,
A2008-123,26764,Lake 24,26763,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,0.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake 24,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.0,
A2008-124,26767,C-1 Pit,26766,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,0.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,C-1 Pit,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.0,
A2008-124,26769,Shaviovik Reservoir,26766,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,0.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Shaviovik Reservoir,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.0,
A2008-125,26772,Lake 1,26771,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,0.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake 1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.0,
