Permit_Index	POD_Index	POD	Beneficial_Use	County			Aquifer	SubAquifer	Req_AcFt	Req_Acre	Req_Rate	Req_Storage	App_AcFt	App_Acre	App_Rate	App_Storage	POD_Status	Source	Irrigation_Type	Source_Name	MainStem_Name	Impound_Location	Impound_Name	Return_Dest	Discharge_Locat	Prop_Owner	Dest_Prop_Owner	Period_Start	Period_End	Return_Quantity	Held_AcFt	Held_Acre	Held_Rate	Held_Storage	Longitude	Latitude	HU_Basin	HU_Sub_Basin	HU_Watershed	HU_Sub_Watershed	Civil_Township	X_Coord	Y_Coord	NonConsumptive_ReqAcFt	NonConsumptive_AppAcFt	NonConsumptive_HeldAcFt
286	411	14707216AC	12/31/57	Wells			   	   	33.4	132.9	150	0	33.4	132.9	150	0	Active	Surface Water	Sprinkler	James River										0	0	0	0	0	-99.8493	47.5538	James	James Headwaters	Silver Lake	Eigenheim School Number 1-James River	Delger	2129187	688908	0	0	0
286	412	14707216BA	12/31/57	Wells			   	   	33.3	132.9	150	0	33.3	132.9	150	0	Active	Surface Water	Sprinkler	James River										0	0	0	0	0	-99.85465	47.55742	James	James Headwaters	Silver Lake	Eigenheim School Number 1-James River	Delger	2127857	690220	0	0	0
287	413	14104901AC	12/31/55	Cass			   	   	111	86	1032.2	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-96.82714	47.05747	Upper Red	Upper Red	City of Fargo-Red River	Town of Oakport-Red River	Harwood	2883616	528609	0	0	0
287	414	14104901BD	12/31/55	Cass			   	   	124	96	1032.2	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-96.83123	47.05759	Upper Red	Upper Red	City of Fargo-Red River	Town of Oakport-Red River	Harwood	2882596	528605	0	0	0
288	415	16010334AA	12/31/54	Divide			   	   	149.4	149.4	897.6	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.97462	48.64649	Missouri-Poplar	Brush Lake Closed Basin	Brush Lake	Clear Lake	Fertile Valley	1128389	1105525	0	0	0
289	416	13409332CB	12/31/55	Hettinger			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.39915	46.37628	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Mehrer Creek	Mott Watershed Dam-Cannonball River	Mott	1489191	264579	0	0	0
290	417	13105933CB	12/31/53	Dickey			Oakes	   	1.1	1.1	223.3	0	1.1	1.1	223.3	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-98.08793	46.11535	James	Upper James	Columbia Road Reservoir-James River	Town of Oakes-James River	Bear Creek	2580156	173021	0	0	0
290	418	13105933BC	12/31/53	Dickey			Oakes	   	49.2	49.2	223.4	0	49.2	49.2	223.4	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-98.08794	46.11896	James	Upper James	Columbia Road Reservoir-James River	Town of Oakes-James River	Bear Creek	2580113	174334	0	0	0
290	419	13105932AD	12/31/53	Dickey			Oakes	   	70.9	70.9	223.3	0	70.9	70.9	223.3	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-98.09315	46.11897	James	Upper James	Columbia Road Reservoir-James River	Town of Oakes-James River	Bear Creek	2578794	174297	0	0	0
291	420	15210321DB	12/31/55	McKenzie			   	   	606	303	2692.8	0	606	303	2692.8	0	Active	Surface Water	Flooding	Missouri River										0	0	0	0	0	-103.86987	47.96948	Lake Sakakawea	Lake Sakakawea	Town of Trenton	Sixmile Creek-Missouri River	Sioux	1143105	857595	0	0	0
292	421	15006030BB	12/31/54	Nelson			   	   	30	30	448.8	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-98.39434	47.7864	Devils Lake-Sheyenne	Middle Sheyenne	Tolna Coulee-Sheyenne River	Petersen Dam-Sheyenne River	Osago	2486142	780034	0	0	0
293	422	13109510CD	07/01/83	Adams			   	   	49.2	49.2	225	0	49.2	49.2	225	0	Active	Surface Water	Sprinkler	Cedar Creek								January 1	December 31	0	0	0	0	0	-102.5518	46.1786	Cannonball-Heart-Knife	Cedar	Goose Creek	Taylor Butte-Cedar Creek	Taylor Butte	1448791	193481	0	0	0
293	423	13109515BA	07/01/83	Adams			   	   	10.8	10.8	225	0	10.8	10.8	225	0	Active	Surface Water	Sprinkler	Cedar Creek								January 1	December 31	0	0	0	0	0	-102.55187	46.17497	Cannonball-Heart-Knife	Cedar	Goose Creek	Taylor Butte-Cedar Creek	Taylor Butte	1448737	192158	0	0	0
294	424	13405601CC	12/31/56	Ransom			   	   	1	1	60	0	1	1	60	0	Active	Surface Water	Sprinkler	Sheyenne River										0	0	0	0	0	-97.67632	46.4437	Devils Lake-Sheyenne	Lower Sheyenne	Dead Colt Creek-Sheyenne River	Scott Hill-Sheyenne River	Island Park	2680189	296163	0	0	0
295	425	13709029BB	12/31/59	Grant			   	   	22.9	22.9	628.3	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.07292	46.65811	Cannonball-Heart-Knife	Upper Heart	Government Creek	Peters Creek-Heart River	Unorganized Territory	1573572	365518	0	0	0
295	426	13709029BA	12/31/59	Grant			   	   	23.6	23.6	628.3	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.06765	46.65808	Cannonball-Heart-Knife	Upper Heart	Government Creek	Peters Creek-Heart River	Unorganized Territory	1574895	365482	0	0	0
295	427	13709029AA	12/31/59	Grant			   	   	22.4	22.5	1.4	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.05716	46.65801	Cannonball-Heart-Knife	Upper Heart	Government Creek	Peters Creek-Heart River	Unorganized Territory	1577528	365401	0	0	0
296	428	14005808AB	08/01/34	Barnes			   	   	115	0	0	0	115	0	1750	0	Active	Surface Water	  	Sheyenne River										0	0	0	0	0	-98.02577	46.96222	Devils Lake-Sheyenne	Lower Sheyenne	City of Valley City-Sheyenne River	Adams Slough-Sheyenne River	Valley	2586188	482199	0	0	0
296	429	14005808AC	08/01/34	Barnes			   	   	115	0	0	0	115	0	1750	0	Active	Surface Water	  	Sheyenne River										0	0	0	0	0	-98.02577	46.95862	Devils Lake-Sheyenne	Lower Sheyenne	City of Valley City-Sheyenne River	Adams Slough-Sheyenne River	Valley	2586231	480888	0	0	0
297	430	14409105BB	12/31/54	Dunn			   	   	72.8	72.8	410	0	72.8	72.8	410	0	Cancelled	Surface Water	Sprinkler	Spring Creek								April 1	November 30	0	0	0	0	0	-102.24778	47.32639	Cannonball-Heart-Knife	Knife	Lower Spring Creek	Town of Dodge-Spring Creek	Unorganized Territory	1535096	610115	0	0	0
298	431	14610328BA	12/31/54	McKenzie			   	   	200.6	200.6	1122	0	200.6	200.6	1122	0	Active	Surface Water	Flooding											0	0	0	0	0	-103.8134	47.44337	Lower Yellowstone	Lower Yellowstone	Bennie Peer Creek	Upper Bennie Peer Creek	Unorganized Territory	1148835	665253	0	0	0
299	432	14610321BA	03/19/54	McKenzie			   	   	140	140	1122	0	140	140	1122	0	Active	Surface Water	Flooding											0	0	0	0	0	-103.81344	47.45781	Lower Yellowstone	Lower Yellowstone	Bennie Peer Creek	Upper Bennie Peer Creek	Unorganized Territory	1149046	670515	0	0	0
300	433	15810324BC	12/31/54	Williams			   	   	120	120	900	0	120	120	900	0	Active	Surface Water	Sprinkler											0	0	0	0	0	-103.94745	48.49791	Missouri-Poplar	Big Muddy	Medicine Lake	Willow Creek	Climax	1132573	1051059	0	0	0
301	434	15810325BC	12/31/54	Williams			   	   	151	151	900	0	151	151	900	0	Active	Surface Water	Sprinkler											0	0	0	0	0	-103.94737	48.48348	Missouri-Poplar	Big Muddy	Medicine Lake	Willow Creek	Climax	1132361	1045795	0	0	0
302	435	13009832AC	12/31/56	Adams			   	   	80	80	448.8	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.96179	46.04117	Grand-Moreau	North Fork Grand	Buffalo Creek	Township of Fischbein-Buffalo Creek	Reeder	1343402	146371	0	0	0
303	436	13609932DA	12/31/56	Slope			   	   	50.2	50.2	284	0	50.2	50.2	284	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.13816	46.54593	Cannonball-Heart-Knife	Upper Cannonball	Headwaters Upper Cannonball River	Moord School Number 3-Cannonball River	Unorganized Territory	1304815	331798	0	0	0
304	437	15708526DB	12/31/52	Ward			   	   	0	0	0	0	0	0	0	0	Void	Surface Water	Sprinkler											0	0	0	0	0	-101.61201	48.3922	Souris	Des Lacs	Outlet Des Lacs River	Fuller Coulee-Des Lacs River	Mayland	1698242	996046	0	0	0
305	438	12910632BD	12/31/56	Bowman			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.96368	45.9542	Little Missouri	Boxelder	Lower Boxelder Creek	Sheep Creek-Boxelder Creek	Unorganized Territory	1087742	124281	0	0	0
306	439	13509714BA	12/08/76	Hettinger			   	   	80	80	448.8	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.83488	46.51198	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Coal Bank Creek	Coon Creek-Cannonball River	New England	1380720	317010	0	0	0
307	440	13509704AC	00/00/00	Hettinger			   	   	15.5	15.5	134.6	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-102.87082	46.53745	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Coal Bank Creek	101302040201-Cannonball River	New England	1371956	326564	0	0	0
308	441	13309705BB	12/31/56	Hettinger			   	   	78.4	78.4	450	0	78.4	78.4	450	0	Active	Surface Water	Sprinkler	Chanta Peta Creek										0	0	0	0	0	-102.9019	46.36682	Cannonball-Heart-Knife	Cedar	Chanta Peta Creek	Rustan Lake-Chanta Peta Creek	Kennedy	1362236	264605	0	0	0
309	442	13309709BB	12/31/56	Hettinger			   	   	40.9	40.9	225	0	40.9	40.9	225	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.88082	46.35225	Cannonball-Heart-Knife	Cedar	Chanta Peta Creek	Rustan Lake-Chanta Peta Creek	Kennedy	1367392	259132	0	0	0
310	443	14105818BA	12/31/52	Barnes			   	   	210.5	0	150	0	210.5	0	2244	0	Active	Surface Water	  	Sheyenne River										0	0	0	0	0	-98.07854	47.03574	Devils Lake-Sheyenne	Middle Sheyenne	Lake Ashtabula	Baldhill Dam-Lake Ashtabula	Getchell	2572193	508589	0	0	0
5238	9023	15307706D	00/00/00	McHenry			Karlsruhe		100.5	67	1000	0	0	0	0	0	Denied	Ground Water	Sprinkler									4/1/99	6/15/99	0	0	0	0	0	-100.61004	48.09838	Souris	Lower Souris	Lower Wintering River	Herrington Lake-Wintering River	Karlsruhe	1941610	886935	0	0	0
311	445	14408417DD	12/31/53	Mercer			   	   	8600	2039	17952	0	8600	2039	17952	0	Active	Surface Water	Flooding	Missouri River										0	0	0	0	0	-101.34513	47.28707	Lake Oahe	Painted Woods-Square Butte	Riverdale State Game Management Area-Missouri River	Alderin Creek-Missouri River	Unorganized Territory	1758764	592080	0	0	0
312	446	13209634BB	00/00/00	Adams			   	   	30	30	134.6	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-102.68183	46.2185	Cannonball-Heart-Knife	Cedar	Wolf Butte Creek	101302050205-Cedar Creek	Cedar	1416267	208914	0	0	0
313	447	13209628BC	12/31/55	Adams			   	   	68	28	403.9	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.70278	46.22928	Cannonball-Heart-Knife	Cedar	Wolf Butte Creek	101302050205-Cedar Creek	Cedar	1411075	212994	0	0	0
314	448	15308023DA	01/01/83	McHenry			   	   	67.5	114	1350	0	67.5	114	1350	0	Active	Surface Water	Flooding	Spring Creek										0	0	0	0	0	-100.90969	48.05693	Souris	Lower Souris	Blacktail Coulee-Souris River	Town of Velva-Souris River	Velva	1868293	872057	0	0	0
315	449	13809507CB	00/00/00	Stark			   	   	28.5	28.5	179.5	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.72405	46.78024	Cannonball-Heart-Knife	Upper Heart	Antelope Creek	Lower Antelope Creek	Unorganized Territory	1411382	413990	0	0	0
316	450	13808205BA	12/31/53	Morton			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-101.06269	46.80355	Cannonball-Heart-Knife	Lower Heart	Sweet Briar Creek	Lower Sweet Briar Creek	Unorganized Territory	1827594	415109	0	0	0
317	451	13405624CB	00/00/00	Ransom			   	   	65	65	673.2	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-97.67627	46.40364	Devils Lake-Sheyenne	Lower Sheyenne	Dead Colt Creek-Sheyenne River	State Soldiers Home-Sheyenne River	Island Park	2680726	281564	0	0	0
318	452	14408828BA	12/31/52	Mercer			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-101.84126	47.26852	Cannonball-Heart-Knife	Knife	Lower Spring Creek	Town of Zap-Spring Creek	Unorganized Territory	1635533	587029	0	0	0
318	453	14408828AC	12/31/52	Mercer			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-101.83598	47.26492	Cannonball-Heart-Knife	Knife	Lower Spring Creek	Town of Zap-Spring Creek	Unorganized Territory	1636820	585693	0	0	0
319	454	13306033BC	12/31/56	LaMoure			   	   	60	60	405	0	60	60	405	0	Active	Surface Water	Sprinkler	James River										0	0	0	0	0	-98.24121	46.29184	James	Upper James	Twin Lakes	LaMoure Dam-James River	Ryan	2539449	236200	0	0	0
320	455	13210610CD	12/31/56	Bowman			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.92195	46.26553	Little Missouri	Upper Little Missouri	Horse Creek-Little Missouri River	Kid Creek-Little Missouri River	Unorganized Territory	1103291	237244	0	0	0
321	456	13210615AD	07/19/51	Bowman			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.91156	46.25834	Little Missouri	Upper Little Missouri	Horse Creek-Little Missouri River	Kid Creek-Little Missouri River	Unorganized Territory	1105804	234509	0	0	0
321	457	13210615DD	07/19/51	Bowman			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.91172	46.25109	Little Missouri	Upper Little Missouri	Horse Creek-Little Missouri River	Kid Creek-Little Missouri River	Unorganized Territory	1105648	231872	0	0	0
322	458	12910622CD	12/31/56	Bowman			   	   	80	80	448.8	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.92204	45.97597	Little Missouri	Upper Little Missouri	Horse Creek-Little Missouri River	Fivemile Creek-Little Missouri River	Unorganized Territory	1098669	131748	0	0	0
323	459	13104734BA	11/11/1911	Richland			   	   	863	290.2	897.6	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-96.57088	46.12122	Upper Red	Bois De Sioux	Bois de Sioux River	Bois de Sioux River	Summit	2964485	190684	0	0	0
324	460	13209908CA	07/01/78	Bowman			   	   	38.1	38.1	225	0	20	20	225	0	Active	Surface Water	Sprinkler	Cedar Creek								January 1	December 31	0	0	0	0	0	-103.092	46.26921	Cannonball-Heart-Knife	Cedar	Cedar Lake	101302050103-Cedar Creek	Buena Vista	1313093	230554	0	0	0
325	461	14006424B	07/01/01	Stutsman			   	   	230000	0	0	230000	230000	0	0	0	Active	Surface Water	  	James River										0	0	0	0	0	-98.70773	46.93182	James	James Headwaters	Jamestown Reservoir	Jamestown Dam-James River	Midway	2416229	466493	0	0	0
326	462	14006424B	12/31/84	Stutsman			   	   	0	0	0	0	0	0	0	0	Void	Surface Water	  											0	0	0	0	0	-98.70773	46.93182	James	James Headwaters	Jamestown Reservoir	Jamestown Dam-James River	Midway	2416229	466493	0	0	0
327	463	13306028DB	00/00/00	LaMoure			   	   	79.7	79.7	448.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-98.2307	46.30273	James	Upper James	Twin Lakes	LaMoure Dam-James River	Ryan	2541990	240245	0	0	0
328	464	13310634AA	12/31/60	Slope			   	   	40	40	448.8	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.97081	46.2929	Little Missouri	Upper Little Missouri	Lower Little Beaver Creek	Little Beaver Creek	Bucklin	1091386	247757	0	0	0
329	465	13310634AA	12/31/56	Slope			   	   	51.2	51.2	0	0	51.2	51.2	448.8	0	Active	Surface Water	Flooding	Beaver Creek, trib. to Little Misouri Ri										0	0	0	0	0	-103.97081	46.2929	Little Missouri	Upper Little Missouri	Lower Little Beaver Creek	Little Beaver Creek	Bucklin	1091386	247757	0	0	0
330	466	13310634AA	06/01/58	Slope			   	   	40	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.97081	46.2929	Little Missouri	Upper Little Missouri	Lower Little Beaver Creek	Little Beaver Creek	Bucklin	1091386	247757	0	0	0
331	467	14209829CA	12/31/55	Billings			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-103.13079	47.08723	Cannonball-Heart-Knife	Upper Heart	Green River	Horse Creek	Unorganized Territory	1313278	529039	0	0	0
332	468	14809934DC	00/00/00	McKenzie			   	   	60	9.2	900	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.27763	47.58968	Little Missouri	Lower Little Missouri	Achenbach Hills	Appel Creek-Little Missouri River	Unorganized Territory	1283200	713450	0	0	0
333	469	13809612DB	00/00/00	Stark			   	   	50.7	50.7	285	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.73446	46.78015	Cannonball-Heart-Knife	Upper Heart	Antelope Creek	Lower Antelope Creek	Unorganized Territory	1408774	414031	0	0	0
334	470	13010118AA	12/31/56	Bowman			   	   	90.5	90.5	506.3	0	90.5	90.5	506.3	0	Active	Surface Water	Combination	Spring Creek										0	0	0	0	0	-103.35131	46.0883	Grand-Moreau	North Fork Grand	Spring Creek	Stage Creek-Spring Creek	Boyesen	1245157	166891	0	0	0
335	471	14005822BA	00/00/00	Barnes			   	   	73	36.5	583.4	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-97.9889	46.93304	Devils Lake-Sheyenne	Lower Sheyenne	City of Valley City-Sheyenne River	Adams Slough-Sheyenne River	Valley	2595729	471858	0	0	0
335	472	14005815CB	00/00/00	Barnes			   	   	133	66.5	583.4	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-97.99409	46.9403	Devils Lake-Sheyenne	Lower Sheyenne	City of Valley City-Sheyenne River	Adams Slough-Sheyenne River	Valley	2594351	474460	0	0	0
336	473	13905803CB	00/00/00	Barnes			   	   	99	79	448.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-97.99435	46.8824	Devils Lake-Sheyenne	Lower Sheyenne	City of Daily-Sheyenne River	Prairie Rest Cemetery-Sheyenne River	Marsh	2594958	453352	0	0	0
337	474	15608404CD	12/31/55	Ward			   	   	62	62.8	1346.4	0	62	62.8	1346.4	0	Active	Surface Water	Flooding	Souris River										0	0	0	0	0	-101.48271	48.35807	Souris	Moose Mountain Creek-Souris River	Lake Darling-Souris River	090100081105-Souris River	Kirkelie	1729510	983175	0	0	0
338	475	14805812BD	12/31/57	Griggs			   	   	15	15	448.8	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-97.99782	47.65366	Devils Lake-Sheyenne	Middle Sheyenne	Pickerel Lake Creek-Sheyenne River	Headwaters Pickerel Lake Creek	Lenora	2585132	734492	0	0	0
339	476	15608429BB	01/16/53	Ward			   	   	46.3	46.3	448.8	0	46.3	46.3	448.8	0	Active	Surface Water	Sprinkler	Des Lacs River								-	-	0	0	0	0	0	-101.50966	48.31072	Souris	Des Lacs	Outlet Des Lacs River	Tasker Coulee-Des Lacs River	Kirkelie	1722734	965977	0	0	0
339	477	15608429BC	01/16/53	Ward			   	   	38.3	38.3	448.8	0	38.3	38.3	448.8	0	Active	Surface Water	Sprinkler	Des Lacs River								-	-	0	0	0	0	0	-101.50966	48.30709	Souris	Des Lacs	Outlet Des Lacs River	Outlet Des Lacs River	Kirkelie	1722717	964652	0	0	0
340	478	15105014CC	12/31/60	Grand Forks			   	   	26.1	26.1	200	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	0	0	Lower Red	Sandhill-Wilson	English Coulee	Lower English Coulee	Grand Forks	1722717	964652	0	0	0
341	479	13009228BA	12/31/56	Adams			   	   	79.4	79.4	448.8	0	79.4	79.4	448.8	0	Cancelled	Surface Water	Sprinkler	Cedar Creek								January 1	December 31	0	0	0	0	0	-102.19848	46.05883	Cannonball-Heart-Knife	Cedar	Plum Creek	North Lemmon Lake-Cedar Creek	Unorganized Territory	1537326	147679	0	0	0
342	480	14009423AD	12/31/55	Stark			   	   	43.1	43.1	450	0	43.1	43.1	450	0	Active	Surface Water	Sprinkler											0	0	0	0	0	-102.49884	46.92867	Cannonball-Heart-Knife	Knife	Deep Creek	Immanuel Cemetery	Unorganized Territory	1469161	466590	0	0	0
5238	9024	15407731A	00/00/00	McHenry			Karlsruhe		100.5	67	1000	0	0	0	0	0	Denied	Ground Water	Sprinkler									4/1/99	6/15/99	0	0	0	0	0	-100.61001	48.12013	Souris	Lower Souris	Lower Wintering River	Outlet Wintering River	Villard	1941628	894874	0	0	0
343	482	13908110DD	12/31/54	Morton			   	   	0	0	76296	0	0	0	55000	0	Active	Surface Water	  	Missouri River										0	0	0	0	0	-100.87871	46.86688	Lake Oahe	Painted Woods-Square Butte	Sherk Creek-Missouri River	Rock Haven Creek-Missouri River	Unorganized Territory	1873778	437931	122813.1	88533.1	0
344	483	13010633BC	06/25/63	Bowman			   	   	39	44.2	225	0	39	44.2	225	0	Active	Surface Water	Sprinkler	Little Missouri River										0	0	0	0	0	-103.9481	46.0412	Little Missouri	Upper Little Missouri	Horse Creek-Little Missouri River	Fivemile Creek-Little Missouri River	Unorganized Territory	1093093	155804	0	0	0
344	484	13010629DA	06/25/63	Bowman					39	44.2	225	0	39	44.2	225	0	Active	Surface Water	Sprinkler	Little Missouri River								-	-	0	0	0	0	0	-103.95333	46.05206	Little Missouri	Upper Little Missouri	Horse Creek-Little Missouri River	Big Gumbo Creek-Little Missouri River	Unorganized Territory	1091942	159818	0	0	0
345	485	15907913DD	07/01/91	McHenry			   	   	250	125	1346.4	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-100.80058	48.5913	Souris	Deep	Little Deep Creek-Deep River	Deep River	Deep River	1895729	1066936	0	0	0
346	486	13210724B	05/20/54	Bowman			   	   	27	36.2	150	0	27	36.2	150	0	Active	Surface Water	Sprinkler											0	0	0	0	0	-104.00742	46.24577	Little Missouri	Upper Little Missouri	Lower Little Beaver Creek	Little Beaver Creek	Unorganized Territory	1081373	230997	0	0	0
346	487	13210724A	05/20/54	Bowman			   	   	26	36.2	150	0	26	36.2	150	0	Active	Surface Water	Sprinkler											0	0	0	0	0	-103.99698	46.24576	Little Missouri	Upper Little Missouri	Lower Little Beaver Creek	Little Beaver Creek	Unorganized Territory	1084011	230877	0	0	0
