FID,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,COLOR4,SHAPE_Length,SHAPE_Area
406,Richmond City Water System,Richmond City,Richmond City Water System,C,114,1245,UTAH03018,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1245, , ,Utah,Cache,Bear River,01-01-04,Cache Valley,01-01-04a,Cache Valley UT,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.172150169438368,0.000973628808967226
407,Trenton Town Water System,Trenton Town Corp. Water,Trenton Town Water System,C,117,1097,UTAH03021,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1097, , ,Utah,Cache,Bear River,01-01-04,Cache Valley,01-01-04a,Cache Valley UT,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.279892638659685,0.00231175455765468
408,Garden City,Garden City Water System,Garden City,C,757,1095,UTAH17002,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1095, , ,Utah,Rich,Bear River,01-01-01,Bear Lake,01-01-01a,Bear Lake UT,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.443036237657496,0.0020481610358514
409,Cove Waterworks,South Cove Water Supply,Cove Waterworks,C,102,1313,UTAH03006,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1313, , ,Utah,Cache,Bear River,01-01-04,Cache Valley,01-01-04a,Cache Valley UT,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0537215007626003,6.62252642094124e-05
410,Goaslind Spring Water Works Co.,Goaslind Spring Water Works Company,Goaslind Spring Water Works Co.,C,110,1381,UTAH03014,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1381, , ,Utah,Cache,Bear River,01-01-04,Cache Valley,01-01-04a,Cache Valley UT,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0396993189323247,4.75772477329064e-05
411,Lewiston City,Lewiston Culinary Water System,Lewiston City,C,105,1081,UTAH03009,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1081, , ,Utah,Cache,Bear River,01-01-04,Cache Valley,01-01-04a,Cache Valley UT,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.555781668695753,0.00716761162956651
412,High Creek Water Co.,High Creek Culinary Water System,High Creek Water Co.,C,152,1066,UTAH03086,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1066, , ,Utah,Cache,Bear River,01-01-04,Cache Valley,01-01-04a,Cache Valley UT,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.117283462003044,0.000315893961071964
413,Cornish Town Water System,Cornish Municipal Water System,Cornish Town Water System,C,101,1341,UTAH03005,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1341, , ,Utah,Cache,Bear River,01-01-04,Cache Valley,01-01-04a,Cache Valley UT,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.245461614139856,0.00153750886442341
414,Portage Municipal Water System,Portage Municipal Water System,Town of Portage,C,45,1300,UTAH02012,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1300, , ,Utah,Box Elder,Bear River,01-01-06,Tremonton,01-01-06a,Tremonton,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.189060508599294,0.00072474655735035
415,Interlaken Mutual Water Co.,Interlaken Mutual Water Company,Interlaken Mutual Water C,C,1482,1919,UTAH26055,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1919, , ,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0484301962764067,6.50416316752758e-05
416,Swiss Alpine Water Co.,Swiss Alpine Water Company,Swiss Alpine Water Co.,C,1477,11294,UTAH26049,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11294, , ,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0657154171713687,0.000108950202649701
417,Midway City Water System,Midway City,Midway City Water System,C,1446,1215,UTAH26008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1215, , ,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.313121062589214,0.00212856757402865
418,Country Estates Mobile Home Park,Country Estates Mobile Home Park,Country Estates Mobile Home Park,C,1487,11309,UTAH26060,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11309, , ,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.00997461392807946,5.10016163343783e-06
419,Snowville Town,Snowville Waterworks Inc.,Snowville Town,C,53,1008,UTAH02020,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1008, , ,Utah,Box Elder,West Desert,00-01-03,Curlew Valley,00-01-03a,Curlew Valley,2018,DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.118662776194891,0.000499244691846056
420,East Grouse Creek Pipeline Co.,Grouse Creek Mun. Water,East Grouse Creek Pipeline Co.,C,43,10976,UTAH02010,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10976, , ,Utah,Box Elder,West Desert,00-01-01,Grouse Creek,00-01-01a,Grouse Creek,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.106366321588324,0.000170229234994717
421,Goshute Indian Reservation, ,Goshute Reservation,C,2195,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Juab,West Desert,00-02-03,Deep Creek,00-02-03a,Deep Creek,2010, ,,ADAMCLARK,2016/01/05 00:00:00,,0.0818810606442726,0.000269879890057979
422,Ophir Canyon Water Association,Ophir Canyon Water Association,Ophir,C,1192,1326,UTAH23006,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1326, , ,Utah,Tooele,West Desert,00-05-01,Rush Valley,00-05-01a,Rush Valley,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0379942937234499,2.35193008272082e-05
423,West Erda Improvement District,West Erda Improvement District,West Erda Improvement District,C,2215,1222,UTAH23001,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1222, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,2017,AGRC/DWRe,,ADAMCLARK,2019/01/11 00:00:00,,0.0273229253536668,3.7647534520804e-05
424,Dugway - English Village,Dugway Proving Grounds,Dugway-english Village,C,1228,1235,UTAH23054,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1235, , ,Utah,Tooele,West Desert,00-04-00,Skull Valley,00-04-00a,Skull Valley,2018,DWRe,2016/11/28 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0699081846510659,0.000268015797891394
425,Grantsville City,Grantsville City Corporation,Grantsville City,C,1189,1077,UTAH23002,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1077, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.664426058209921,0.00879456224297539
426,Stansbury Park Improvement District,Stansbury Park Improvement District,Stansbury Park Impr Distr,C,1190,1244,UTAH23003,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1244, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.355273905515371,0.0018420641498926
427,Erda Acres Water Co.,Erda Acres Water Company,Erda Acres Water Co.,C,1227,1423,UTAH23053,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1423, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0286111183197573,4.481607229782e-05
428,Stockton Town Water System,Stockton Municipal Water System,Stockton Town Water System,C,1196,1049,UTAH23010,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1049, , ,Utah,Tooele,West Desert,00-05-01,Rush Valley,00-05-01a,Rush Valley,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.181362954069765,0.000650915176144012
429,"BCI-LP Holdings, L.C.",BCI-LP Holdings L.C.,"BCI-LP Holdings, L.C.",C,1218,11472,UTAH23044,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11472, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,2018,DWRe,2018/08/07 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.00763615985661224,2.8819810156507e-06
430,Vernon Waterworks SSD,"Vernon Waterwork, SSD",Vernon Waterworks Special Service Dist,C,1193,1128,UTAH23007,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1128, , ,Utah,Tooele,West Desert,00-05-01,Rush Valley,00-05-01a,Rush Valley,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.247981580695909,0.0022669542342047
431,Wendover City Water System,Wendover Municipal Water System,Wendover City Water System,C,1194,1006,UTAH23008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1006, , ,Utah,Tooele,West Desert,00-02-01,North GSL Desert,00-02-01a,North GSL Desert,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.191373530760447,0.00173589785007957
432,Tooele Army Depot (North),Tooele Army Depot  (North),Tooele Army Depot,C,1202,1315,UTAH23022,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1315, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,2010, ,,ADAMCLARK,2017/05/31 00:00:00,,0.536980341495923,0.00948060520422162
433,Tooele City Water System,Tooele City Water Special Service District,Tooele City Water System,C,1191,1232,UTAH23004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1232, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,2018, ,,ADAMCLARK,2019/11/13 00:00:00,,0.51741898000613,0.00588909933042509
434,Lincoln Culinary Water Association,Lincoln Culinary Water,Lincoln Culinary Water Assn,C,1195,1162,UTAH23009,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1162, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.115697883444689,0.000441418721292387
435,Howell Town Water System,Howell Town Water Department,Howell Water System,C,50,1155,UTAH02017,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1155, , ,Utah,Box Elder,West Desert,00-07-02,Promontory Point,00-07-02a,Promontory Point,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.396427895623047,0.00981657926473277
436,Silver Spur Ranchos,Silver Spurs Water Company,Silver Spur Ranchos,C,1243,11287,UTAH23071,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11287, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0602241931383344,9.36028889184224e-05
437,Hanna Water & Sewer Improvement District,Hanna Water and Sewer Improvement District,Hanna Water & Sewer Improvement District,C,344,10912,UTAH07062,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10912, , ,Utah,Duchesne,Uintah,07-03-07,Tabiona,07-03-07a,Tabiona,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.613567606282169,0.00656320063608023
438,Duchesne Water System,Duchesne Water System,Duchesne Water System,C,296,1004,UTAH07001,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1004,"CUWCD - DV, DCWCD", ,Utah,Duchesne,Uintah,07-03-04,Starvation Reservoir,07-03-04a,Starvation Reservoir,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.250012254680537,0.00169551298077352
439,South Duchesne Culinary Water,South Duchesne Culinary Water,South Duchesne Culinary Water,C,2398,11349,UTAH07067,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11349,Duchesne City Water System,DCWS,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,07-03-13a,Roosevelt Duchesne,2018,AGRC/DWRe,,ADAMCLARK,2019/11/13 00:00:00,,0.200859099418602,0.0016969048868959
440,Timber Lakes Water SSD,Timberlakes Water Company,Timber Lakes Water SSD,C,1484,1406,UTAH26057,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1406, , ,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.26251024546599,0.00319862349079951
441,Twin Creeks SSD,Twin Creek Special Service District,Twin Creeks SSD,C,1505,1453,UTAH26080,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1453, , ,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2018,DWRe/Supplier,2018/12/19 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.59306966120126,0.00689608331690921
442,Woodland Mutual Water Co.,Woodland Mutual Water Company,Woodland Mutual Water Co,C,1087,1019,UTAH22018,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1019, , ,Utah,Summit,Utah Lake,04-01-06,Woodland,04-01-06a,Woodland,2018,DWRe,2017/11/07 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.190327295653837,0.000423030304520982
443,Roy City Water System,Roy Municipal Water System,Roy City Water System,C,1651,1065,UTAH29016,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1065, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.374422707890422,0.00215574281775675
444,Hooper WID,Hooper Water Improvement District,Hooper Water Improvement District,C,1641,1067,UTAH29006,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1067, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018,DWRe/Supplier,2019/07/31 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.633603541752349,0.00349000107088033
445,Three Points Center,Three Points Center,Three Points Center,C,1592,11360,UTAH27088,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11360, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,10-01-05e,St. George,2018,DWRe,2018/08/07 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0189711590098417,1.07120400999837e-05
446,West Warren - Warren Improvement District,West Warren Improvement District,West Warren Improvement District,C,1710,1360,UTAH29094,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1360, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018,DWRe,2018/04/10 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.485317890997166,0.00418800749984983
447,Mutton Hollow ID,Mutton Hollow Improvement District,Mutton Hollow Imp Dist,C,267,1014,UTAH06007,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1014, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018,AGRC/DWRe,2018/04/13 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.14214392184592,0.000193409045085049
448,High Valley Water Co.,High Valley Water Company,High Valley Water Co,C,1090,1370,UTAH22021,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1370, , ,Utah,Summit,Weber River,02-01-06,East Canyon,02-01-06a,East Canyon,2018,DWRe/Supplier,2018/08/15 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0543076524097161,0.000141527530373743
449,Montezuma Creek Community, ,Montezuma Creek Ashcroft,C,929,0,UTAH19022,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,San Juan,Southeast Colorado River,09-03-01,San Juan River,09-03-01a,San Juan River,2010, ,,ADAMCLARK,2017/05/31 00:00:00,,0.184132596080534,0.000501241990307708
450,Spring Mountain Mutual Water Co.,Spring Mountain Mutual Water Company,Spring Mountain Mutual Water Co.,C,1701,11291,UTAH29085,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11291, , ,Utah,Weber,Weber River,02-01-08,Ogden Valley,02-01-08a,Ogden Valley,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0203408449433469,1.89461844557993e-05
451,Sunridge Subdivision Water,Sunridge Subdivision Water,Sunridge Subdivision Water,C,1724,1042,UTAH29108,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1042, , ,Utah,Weber,Weber River,02-01-08,Ogden Valley,02-01-08a,Ogden Valley,2010, ,,ADAMCLARK,2017/05/31 00:00:00,,0.170779780822374,0.000345410720758492
452,Hi-Country Estates #1,Hi-Country Estates Phase I Water Company,Hi-Country Estates #1,C,897,1419,UTAH18147,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1419,Jordan Valley Water Conservancy District,JVWCD,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.120091626172521,0.000378222786588558
453,Farmington City Water System,Farmington Culinary Water System,Farmington City Water System,C,264,1027,UTAH06004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1027, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018,DWRe/Supplier,2018/04/10 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.316487083802538,0.00279704492574993
454,Kaysville City Water System,Kaysville Culinary Water System,Kaysville City Water System,C,266,1205,UTAH06006,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1205, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018,DWRe,2018/04/13 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.436658339143884,0.00289298571445324
455,West Point City Water System,West Point Culinary Water System,West Point Water System,C,279,1163,UTAH06020,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1163, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.183476870009729,0.00101487029846088
456,"Hooper WID (West Point, Davis Co.)",Hooper Water Improvement District,Hooper Water Improvement District,C,2416,1067,UTAH29006,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1067, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.267965052975009,0.00150215497740554
457,Ogden City Water System,Ogden City Division of Water Utilities,Ogden City Water System,C,1646,1018,UTAH29011,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1018, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.577614908456128,0.00733778784716388
458,Pole Patch Water System,Pole Patch Water System,Pole Patch Water System,C,1723,11315,UTAH29107,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11315, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0455195054743892,8.62350994985955e-05
459,Big Plains - Cedar Point,Big Plains Water & Sewer Special Service Dist - Cedar Point,Big Plains SW SSD - Cedar Point,C,1593,11299,UTAH27089,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11299, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,10-01-05c,Hilldale,2018, ,,ADAMCLARK,2019/11/14 00:00:00,,0.0313452550239003,5.28573765954075e-05
460,Paunsaugunt Cliffs SSD,Paunsaguant Cliffs Special Service District,Paunsagunt Cliffs SSD,C,2409,11064,UTAH09085,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11064, , ,Utah,Garfield,Sevier River,05-06-02,Panguitch,05-06-02a,Panguitch,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0681315074640823,0.000216107783720043
461,Lizard Bench Water Assoc.,Lizard Bench Water Association,Lizard Bench Water Assn.,C,2422,11124,UTAH21050,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11124, , ,Utah,Sevier,Sevier River,05-04-02,Richfield,05-04-02a,Richfield,2018,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0395088226115454,5.47011262412961e-05
462,Kane County WCD - Duck Creek Village,Kane County Water Conservancy District (Duck Creek Village),Kane County WCD - Duck Creek Village,C,2446,11401,UTAH13057,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11401, , ,Utah,Kane,Sevier River,05-06-01,Navajo Lake,05-06-01a,Navajo Lake,2018,DWRe/Supplier,2016/08/22 00:00:00,ADAMCLARK,2019/11/13 00:00:00,,0.420730797146339,0.00157800863725464
463,Aspen Ranch, ,Aspen Ranch,NTNC,1634,0,UTAH28037,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Wayne,West Colorado River,08-03-06,Rabbit Valley,08-03-06a,Rabbit Valley,2010, ,,ADAMCLARK,2017/05/31 00:00:00,,0.0109030642941855,5.173492234647e-06
464,Mt Aire Subdivision,Mountair Water Corporation,Mt. Air Subdivision,C,885,1415,UTAH18134,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1415, , ,Utah,Salt Lake,Jordan River,03-01-04,Parley's Creek,03-01-04a,Parley's Creek,2010, ,,ADAMCLARK,2017/05/31 00:00:00,,0.0860692734769587,9.55547860181169e-05
465,Deep Springs Water Co.,Deep Springs Water Company,Deep Springs Water Co.,C,1153,11337,UTAH22101,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11337, , ,Utah,Summit,Weber River,02-01-02,Kamas Valley,02-01-02a,Kamas Valley,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.026039551219737,1.80970170421785e-05
466,Pine Meadow Mutual Water,Pine Meadow Mutual Water Company,Pine Meadow Mutual Water,C,1135,11181,UTAH22079,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11181, , ,Utah,Summit,Weber River,02-01-02,Kamas Valley,02-01-02a,Kamas Valley,2018,DWRe/Supplier,2018/08/20 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.201318418576262,0.000593245402702959
467,BRWCD - Tremonton (Bothwell Well),Bear River WCD/Bothwell,Bear River WCD - Tremonton,C,2226,11306,UTAH02066,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11306, , ,Utah,Box Elder,Bear River,01-01-06,Tremonton,01-01-06a,Tremonton,2018, ,,ADAMCLARK,2019/11/27 00:00:00,,0.215745357314021,0.00173458455673747
