RegulatoryOverlayUUID,OversightAgency,RegulatoryDescription,RegulatoryName,RegulatoryOverlayNativeID,RegulatoryStatusCV,RegulatoryStatute,RegulatoryStatuteLink,StatutoryEffectiveDate,StatutoryEndDate,RegulatoryOverlayTypeCV,WaterSourceTypeCV
CAre_RO129,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Quien Sabe Valley,3-024,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO130,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",West Santa Cruz Terrace,3-026,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO131,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Santa Margarita,3-027,Final,Medium,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO132,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",San Benito River Valley,3-028,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO133,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Dry Lake Valley,3-029,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO134,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Bitter Water Valley,3-030,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO135,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Hernandez Valley,3-031,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO136,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Peach Tree Valley,3-032,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO137,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",San Carpoforo Valley,3-033,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO138,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Arroyo De La Cruz Valley,3-034,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO139,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",San Simeon Valley,3-035,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO140,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Santa Rosa Valley,3-036,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO141,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Villa Valley,3-037,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO142,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Cayucos Valley,3-038,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO143,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Old Valley,3-039,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO144,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Toro Valley,3-040,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO145,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Morro Valley,3-041,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
