OID_,LocationID,LocationCode,LocationName,LocationPath,LocationType,IsExternalLocation,Longitude,Latitude,UtcOffset,LastModified,ElevationUnits,Elevation,Description,Tags,ExtendedAttributeValues,StatusDesc,ActiveFlag
150,b87191c3ceb349a0950d9fffbcc30082,43A 08200,Big Ditch at Ramp Flume,All Locations.DNRC WMB.Yellowstone.Shields River,Hydrology Station,0,-110.648280000000000,46.062080000000002,-PT7H,2/4/2021 20:20:37,ft,5366.000000000000000,at Ramp flume on Jordon Bench,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""af3a23cacb57472e8bb397593ca40fb3"", ""Name"": ""Shields River"", ""Key"": ""Shields River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
151,a13d43831cd64dfa8295d428ad2c2f22,43A 09000,Shields River below Big Ditch Headgate near Holiday Ranch,All Locations.DNRC WMB.Yellowstone.Shields River,Hydrology Station,0,-110.615120000000005,46.122149999999998,-PT7H,2/4/2021 20:20:59,ft,5458.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""af3a23cacb57472e8bb397593ca40fb3"", ""Name"": ""Shields River"", ""Key"": ""Shields River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
152,480c9001c71348119a0876787f7d6f6d,43A 09250,Shields River at Hoyem Bridge,All Locations.DNRC WMB.Yellowstone.Shields River,Hydrology Station,0,-110.582319999999996,46.155160000000002,-PT7H,2/4/2021 20:21:20,ft,5637.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""af3a23cacb57472e8bb397593ca40fb3"", ""Name"": ""Shields River"", ""Key"": ""Shields River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
153,f72edeed8c074a15930f09426791241d,43A 09500,Shields River Upper Gage at Rennie Ranch,All Locations.DNRC WMB.Yellowstone.Shields River,Hydrology Station,0,-110.491900000000001,46.167090000000002,-PT7H,2/4/2021 20:21:39,ft,6003.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""af3a23cacb57472e8bb397593ca40fb3"", ""Name"": ""Shields River"", ""Key"": ""Shields River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
154,d0bfb1458a204d6494ccb142c5739d40,43Q 05900,Canyon Creek @ ZooMontana,All Locations.DNRC WMB.Yellowstone.Canyon Creek,Hydrology Station,0,-108.623549999999994,45.731406999999997,-PT7H,2/4/2021 20:48:25,ft,3221.000000000000000,Real-time stream gage (Bubbler/Satlink) installed on ZooMontana property,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""db0d85866f0e45c285a0c8083c2f5783"", ""Name"": ""Canyon Creek"", ""Key"": ""Canyon Creek"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
155,09783bb88ab443659be62464b6ee004f,43BJ 03800,Boulder River below Natural Bridge,All Locations.DNRC WMB.Yellowstone.Boulder River,Hydrology Station,0,-110.200689999999994,45.555380000000000,-PT7H,2/4/2021 20:23:24,ft,4939.000000000000000,At the location of discontinued USGS stream gage #06197500,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""f9d881637224400a9c004a3dafd190c3"", ""Name"": ""Boulder River"", ""Key"": ""Boulder River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
156,929f8ff4b9f44abda530c00deea3eb66,43BJ 05200,East Boulder River above Craft Ditch,All Locations.DNRC WMB.Yellowstone.Boulder River,Hydrology Station,0,-110.146630000000002,45.548150000000000,-PT7H,2/4/2021 20:23:39,ft,5556.000000000000000,East Boulder upstream of all irrigation diversions,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""f9d881637224400a9c004a3dafd190c3"", ""Name"": ""Boulder River"", ""Key"": ""Boulder River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
157,e40102a832504aa1838676f081301609,43BJ 05800,Lower East Boulder River,All Locations.DNRC WMB.Yellowstone.Boulder River,Hydrology Station,0,-110.126030000000000,45.614719999999998,-PT7H,2/4/2021 18:00:21,m,4876.000000000000000,East Boulder River at lowermost bridge crossing just upstream of confluence with Boulder River,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""f9d881637224400a9c004a3dafd190c3"", ""Name"": ""Boulder River"", ""Key"": ""Boulder River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
158,dc7fbd6a2d0d44efaf821000ed810ba2,43BJ 07200,West Boulder River at Ranger Station at Forest Boundary,All Locations.DNRC WMB.Yellowstone.Boulder River,Hydrology Station,0,-110.308719999999994,45.548420000000000,-PT7H,3/8/2021 23:11:15,m,5544.000000000000000,Upper West Boulder River above all irrigation diversions,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""f9d881637224400a9c004a3dafd190c3"", ""Name"": ""Boulder River"", ""Key"": ""Boulder River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
159,325a5122513e4b0d8655079f5e4ed0d3,43BJ 07800,West Boulder River at McLeod,All Locations.DNRC WMB.Yellowstone.Boulder River,Hydrology Station,0,-110.116200000000006,45.662660000000002,-PT7H,2/4/2021 20:25:09,ft,4803.000000000000000,Lower West Boulder River at bridge at McLeod,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""f9d881637224400a9c004a3dafd190c3"", ""Name"": ""Boulder River"", ""Key"": ""Boulder River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
160,46e228de5abb4f448e76fd8dc6a72438,43BJ 09000,Boulder River 5 Miles Upstream of Big Timber,All Locations.DNRC WMB.Yellowstone.Boulder River,Hydrology Station,0,-109.988200000000006,45.757959999999997,-PT7H,2/4/2021 20:25:53,ft,4343.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""f9d881637224400a9c004a3dafd190c3"", ""Name"": ""Boulder River"", ""Key"": ""Boulder River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
161,08262c2f23204a31be27374eb5363b4b,43B 02000,Park Branch Canal below headgate,All Locations,Hydrology Station,0,-110.742249999999999,45.344430000000003,-PT7H,7/29/2021 21:54:21,ft,4872.000000000000000,Sontek IQ series gage in old culvert stilling well downstream of headgate.,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}, {""UniqueId"": ""3ce0db0044d74d9488fc56f987a9c50e"", ""Name"": ""Paradise Valley"", ""Key"": ""Paradise Valley"", ""Value"": null}]",[],Real-time,1
162,a485553abb2a4bf98aac36c01ae0aa9e,43B 02050,Park Branch Canal below Eightmile flume,All Locations,Hydrology Station,0,-110.694919999999996,45.412199999999999,-PT7H,5/3/2021 21:01:20,ft,4854.000000000000000,Sontek IQ series gage downstream of Eightmile Creek flume.,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}, {""UniqueId"": ""3ce0db0044d74d9488fc56f987a9c50e"", ""Name"": ""Paradise Valley"", ""Key"": ""Paradise Valley"", ""Value"": null}]",[],Seasonal,1
163,77b1bd725855400e8370ab5b8fc43542,43B 03000,Paradise Canal below Yellowstone siphon,All Locations,Hydrology Station,0,-110.700239999999994,45.403849999999998,-PT7H,8/8/2021 3:05:11,ft,4855.000000000000000,Sontek IQ series gage downstream of Yellowstone River siphon.,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}, {""UniqueId"": ""3ce0db0044d74d9488fc56f987a9c50e"", ""Name"": ""Paradise Valley"", ""Key"": ""Paradise Valley"", ""Value"": null}]",[],Real-time,1
164,06dd519adef24111899d2bbb4baa93a6,42C 10100,T&Y Canal at Cemetery Rd Bridge,All Locations,Hydrology Station,0,-105.825819999999993,46.379069999999999,-PT7H,5/7/2021 17:49:25,ft,2408.000000000000000,Trutrack gage located upstream of southeast abutment.,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0726187316f44e95919d240cd0414341"", ""Name"": ""Tongue River"", ""Key"": ""Tongue River"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}, {""UniqueId"": ""f69153f88eea44f5b4ce8ade2a222fef"", ""Name"": ""T&Y Canal"", ""Key"": ""T&Y Canal"", ""Value"": null}]",[],Seasonal,1
165,9a99283256264ddf8e3f8a6d1a8d4bb2,42C 10200,T&Y Canal at Signal Butte Rd Bridge,All Locations,Hydrology Station,0,-105.810379999999995,46.398350000000001,-PT7H,5/7/2021 17:52:05,ft,2404.000000000000000,"TruTrack gage located on left bank, upstream of bridge.","[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0726187316f44e95919d240cd0414341"", ""Name"": ""Tongue River"", ""Key"": ""Tongue River"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}, {""UniqueId"": ""f69153f88eea44f5b4ce8ade2a222fef"", ""Name"": ""T&Y Canal"", ""Key"": ""T&Y Canal"", ""Value"": null}]",[],Seasonal,1
166,a6edd88324f249438184adb4c56bc586,42C 10300,T&Y Canal at Sundial Rd Bridge,All Locations,Hydrology Station,0,-105.722740000000002,46.483939999999997,-PT7H,5/7/2021 17:54:51,ft,2375.000000000000000,"TruTrack gage on left bank, downstream of bridge.","[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0726187316f44e95919d240cd0414341"", ""Name"": ""Tongue River"", ""Key"": ""Tongue River"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}, {""UniqueId"": ""f69153f88eea44f5b4ce8ade2a222fef"", ""Name"": ""T&Y Canal"", ""Key"": ""T&Y Canal"", ""Value"": null}]",[],Seasonal,1
167,9d2a9882e97d4eceb87585743ada0405,43Q 06400,Hogans Slough below Shiloh Drain,All Locations,Hydrology Station,0,-108.617760000000004,45.748379999999997,-PT7H,5/13/2021 17:43:16,ft,3231.000000000000000,"TruTrack type gage, stilling well located upstream of Shiloh Rd culvert, right bank. Approximately 110 feet downstream of confluence with Shiloh Drain.","[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}, {""UniqueId"": ""ea6860bdace845038c42694d62e9ecca"", ""Name"": ""Hogans Slough"", ""Key"": ""Hogans Slough"", ""Value"": null}]",[],Seasonal,1
168,90eb273adbbf4644ad9c94ad8154c39b,43Q 06300,Hogans Slough above Shiloh Conservation Area,All Locations,Hydrology Station,0,-108.637519999999995,45.749890000000001,-PT7H,5/13/2021 17:46:36,ft,3249.000000000000000,"TruTrack gage located right bank, 200 ft downstream of culvert underneath S 48th Street.","[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}, {""UniqueId"": ""ea6860bdace845038c42694d62e9ecca"", ""Name"": ""Hogans Slough"", ""Key"": ""Hogans Slough"", ""Value"": null}]",[],Seasonal,1
169,74e688a07b8f48e58e0080232bd86585,41D 08000,"Big Hole near Wise River, MT",All Locations.DNRC WMB.Upper Missouri.Big Hole,Hydrology Station,0,-113.068889999999996,45.850560000000002,-PT6H,6/29/2021 22:20:22,ft,5694.000000000000000,Located below Dickie Bridge. River right.,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""9a17058410f54189915651b673c3f4c7"", ""Name"": ""Big Hole"", ""Key"": ""Big Hole"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
170,b2b36e508ae145048d9f2e881a9ad8a1,41D 01000,"Big Hole River near Jackson, MT",All Locations.DNRC WMB.Upper Missouri.Big Hole,Hydrology Station,0,-113.446129999999997,45.251510000000003,-PT6H,6/30/2021 18:02:52,ft,6949.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""9a17058410f54189915651b673c3f4c7"", ""Name"": ""Big Hole"", ""Key"": ""Big Hole"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
171,5710540559c947489bcb300c6a978a65,41D 02000,"Big Hole River ab Spring Cr nr Jackson, MT",All Locations.DNRC WMB.Upper Missouri.Big Hole,Hydrology Station,0,-113.441050000000004,45.360939999999999,-PT7H,6/30/2021 18:18:57,ft,6466.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""9a17058410f54189915651b673c3f4c7"", ""Name"": ""Big Hole"", ""Key"": ""Big Hole"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
172,bad58234d23b46f4a507299336777c19,41D 05000,"Big Hole River at Miner Creek nr Jackson, MT",All Locations.DNRC WMB.Upper Missouri.Big Hole,Hydrology Station,0,-113.449359999999999,45.423119999999997,-PT6H,6/30/2021 14:41:25,ft,6324.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""9a17058410f54189915651b673c3f4c7"", ""Name"": ""Big Hole"", ""Key"": ""Big Hole"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
173,4c6adb0e7b4443e2acbc62b175111023,40J 08900,"Beaver Creek nr Havre, MT",All Locations,Hydrology Station,0,-109.697500000000005,48.396880000000003,-PT7H,8/5/2021 13:19:04,ft,,Beaver Creek abv Beaver Creek Reservoir,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""924fee8b5bf14156bc01180ce644d030"", ""Name"": ""Lower Missouri"", ""Key"": ""Lower Missouri"", ""Value"": null}, {""UniqueId"": ""6f8951663d444c42a042af5a25a9f618"", ""Name"": ""Upper Milk River"", ""Key"": ""Upper Milk River"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
174,c81d2b8510d74d8c8038b8a0a165da2b,43B 05000,Livingston Ditch below headgate,All Locations,Hydrology Station,0,-110.571349999999995,45.594040000000000,-PT7H,8/17/2021 14:17:37,ft,4560.000000000000000,Shaft encoder gage in culvert stilling well downstream of headgate.,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}, {""UniqueId"": ""3ce0db0044d74d9488fc56f987a9c50e"", ""Name"": ""Paradise Valley"", ""Key"": ""Paradise Valley"", ""Value"": null}]",[],Real-time,1
