OID_,OBJECTID,RECORD_ID,PERMIT_NUMBER,RECORD_TYPE,WATER,STATUS,ENTITY_NAME,QUARTER3,QUARTER2,QUARTER1,SECTION,TOWNSHIP,RANGE,COUNTY,PERMIT_TYPE,TOTAL_PERMITTED_ACRE_FEET,PRIMARY_PURPOSE,DATE_FILED,DATE_ISSUED,HYDRO_UNIT,STREAM_SYSTEM,LATITUDE,LONGITUDE
1315,11609,15122,19850041,Permit,Surface Water,Active,"Standridge, Jerry",S2,SW,NW,7,06N,06WI,Grady,Regular,400,Irrigation,8/5/1985 0:00,11/12/1985 0:00,11130302,1082,35.00866568,-97.87982657
1276,11610,13590,19850041,Permit,Surface Water,Active,"Standridge, Jerry", , ,SW,7,06N,06WI,Grady,Regular,400,Irrigation,8/5/1985 0:00,11/12/1985 0:00,11130302,1082,35.00413763,-97.87761919
1365,11611,41095,19510056,Permit,Surface Water,Active,McNeff Dairy Farm, , , ,7,06N,06WI,Grady,Vested,165,Irrigation,5/18/1951 0:00,8/12/1969 0:00,11130302,1082,35.00779282,-97.8731981
1171,11612,41337,19510056,Permit,Surface Water,Active,McNeff Dairy Farm, , , ,8,06N,06WI,Grady,Vested,165,Irrigation,5/18/1951 0:00,8/12/1969 0:00,11130302,1082,35.00779702,-97.85570604
1370,11615,2135,19690230,Permit,Surface Water,Active,"Standridge, Estel", ,NW,NW,9,06N,06WI,Grady,Regular,21,Irrigation,5/7/1969 0:00,6/8/1971 0:00,11130302,1082,35.01318573,-97.84468549
1454,11616,7673,19690228,Permit,Surface Water,Active,"Standridge, Estel", ,NE,NW,9,06N,06WI,Grady,Regular,63,Irrigation,5/7/1969 0:00,4/11/1972 0:00,11130302,1082,35.01318792,-97.84027183
1165,11617,3789,19690228,Permit,Surface Water,Active,"Standridge, Estel", ,NW,NE,9,06N,06WI,Grady,Regular,63,Irrigation,5/7/1969 0:00,4/11/1972 0:00,11130302,1082,35.01319513,-97.83586665
1059,11618,40538,19980028,Permit,Surface Water,Active,"McNeff, George E Jr and Lou", , ,SW,9,06N,06WI,Grady,Regular,100,Irrigation,8/4/1998 0:00,10/13/1998 0:00,11130303,1082,35.00412503,-97.84245392
1424,11620,7371,19400002,Permit,Surface Water,Active,"McNeff, George E Jr and Lou", ,W2,SE,17,06N,06WI,Grady,Vested,124,Irrigation,1/18/1940 0:00,8/12/1969 0:00,11130302,1082,34.98957801,-97.85353068
1499,11622,58614,20040015,Permit,Surface Water,Active,Elliott Cattle Company LLC, , ,NW,17,06N,06WI,Grady,Regular,152.5,Irrigation,5/17/2004 0:00,5/21/2019 0:00,11130202,1082,34.99765103,-97.86018625
1032,11623,42276,19680369,Permit,Surface Water,Active,"McNeff, George E Jr and Lou", , ,NE,17,06N,06WI,Grady,Regular,54,Irrigation,9/19/1968 0:00,3/9/1971 0:00,11130302,1082,34.99685391,-97.85129688
1306,11629,13606,19400003,Permit,Surface Water,Active,"Fulton, Kenneth", , ,NE,21,06N,06WI,Grady,Vested,119.4,Irrigation,1/16/1940 0:00,8/12/1969 0:00,11130303,1082,34.98226094,-97.83356276
1241,11630,54262,20040018,Permit,Surface Water,Active,"Wilkinson, Dean", ,S2,S2,21,06N,06WI,Grady,Regular,426,Irrigation,6/1/2004 0:00,8/10/2004 0:00,11090202,1082,34.97317815,-97.8379742
1367,11639,10937,19980050,Permit,Surface Water,Active,Lambrecht Farms LLC, ,S2,SW,25,06N,06WI,Grady,Regular,520,Irrigation,10/28/1998 0:00,2/10/1999 0:00,11130303,1082,34.9587255,-97.78957883
1294,11641,49915,19920002,Permit,Surface Water,Active,"Williams, Robert C & Marcia M", ,E2,NE,25,06N,06WI,Grady,Regular,188,Irrigation,1/21/1992 0:00,4/14/1992 0:00,11130303,1082,34.96773093,-97.77859911
1378,11642,50151,19920002,Permit,Surface Water,Active,"Williams, Robert C & Marcia M", , ,SE,25,06N,06WI,Grady,Regular,188,Irrigation,1/21/1992 0:00,4/14/1992 0:00,11130303,1082,34.96051438,-97.78080351
1047,11647,54263,20040018,Permit,Surface Water,Active,"Wilkinson, Dean", ,E2,W2,28,06N,06WI,Grady,Regular,426,Irrigation,6/1/2004 0:00,8/10/2004 0:00,11090202,1082,34.96412641,-97.84027929
1250,11648,54264,20040018,Permit,Surface Water,Active,"Wilkinson, Dean", ,N2,NE,28,06N,06WI,Grady,Regular,426,Irrigation,6/1/2004 0:00,8/10/2004 0:00,11090202,1082,34.96957161,-97.83361503
1228,11663,9758,19980050,Permit,Surface Water,Active,Lambrecht Farms LLC, ,N2,NW,36,06N,06WI,Grady,Regular,520,Irrigation,10/28/1998 0:00,2/10/1999 0:00,11130303,1082,34.9550449,-97.78959446
1248,11664,9760,19980050,Permit,Surface Water,Active,Lambrecht Farms LLC, , ,SW,36,06N,06WI,Grady,Regular,520,Irrigation,10/28/1998 0:00,2/10/1999 0:00,11130303,1082,34.94594582,-97.78959391
1438,11666,9759,19980050,Permit,Surface Water,Active,Lambrecht Farms LLC,W2,W2,SE,36,06N,06WI,Grady,Regular,520,Irrigation,10/28/1998 0:00,2/10/1999 0:00,11130303,1082,34.94594763,-97.78414017
1340,11691,51900,19840052,Permit,Surface Water,Active,"Bailey, Brenda", ,SE,NE,22,06N,07EI,Seminole,Regular,105,Irrigation,8/16/1984 0:00,11/13/1984 0:00,11090203,2080,34.97987935,-96.54904586
1261,11692,51905,19840052,Permit,Surface Water,Active,"Bailey, Brenda", ,N2,NE,22,06N,07EI,Seminole,Regular,105,Irrigation,8/16/1984 0:00,11/13/1984 0:00,11090203,2080,34.98349962,-96.55125662
1412,11693,51906,19840052,Permit,Surface Water,Active,"Bailey, Brenda", ,N2,NW,23,06N,07EI,Seminole,Regular,105,Irrigation,8/16/1984 0:00,11/13/1984 0:00,11090203,2080,34.98346614,-96.54243526
1455,11694,52438,19840052,Permit,Surface Water,Active,"Bailey, Brenda", ,SW,NW,23,06N,07EI,Seminole,Regular,105,Irrigation,8/16/1984 0:00,11/13/1984 0:00,11090203,2080,34.97984274,-96.54463496
1422,11705,28079,19700138A,Permit,Surface Water,Active,"Humphrey, Joe G", ,E2,SE,1,06N,07WI,Grady,Regular,110.3,Irrigation,4/24/1970 0:00,9/14/1971 0:00,11130302,1082,35.01863953,-97.8840848
1185,11706,44473,19480220,Permit,Surface Water,Active,"Kell Jr, Arthur L", ,E2,NW,1,06N,07WI,Grady,Vested,330,Irrigation,12/31/1948 0:00,8/12/1969 0:00,11130302,1082,35.02591226,-97.89291556
1131,11707,44474,19480220,Permit,Surface Water,Active,"Kell Jr, Arthur L", ,W2,NE,1,06N,07WI,Grady,Vested,330,Irrigation,12/31/1948 0:00,8/12/1969 0:00,11130302,1082,35.02591452,-97.88849769
1486,11710,16042,19700138A,Permit,Surface Water,Active,"Humphrey, Joe G", ,W2,NW,1,06N,07WI,Grady,Regular,110.3,Irrigation,4/24/1970 0:00,9/14/1971 0:00,11130302,1082,35.02591007,-97.89733119
1048,11711,11994,19700138B,Permit,Surface Water,Active,"Kell, Arthur L & Sarah A", ,E2,SW,1,06N,07WI,Grady,Regular,69.7,Irrigation,4/24/1970 0:00,9/14/1971 0:00,11130302,1082,35.01863439,-97.89291606
1452,11725,12193,19850041,Permit,Surface Water,Active,"Standridge, Jerry",N2,NE,SE,12,06N,07WI,Grady,Regular,400,Irrigation,8/5/1985 0:00,11/12/1985 0:00,11130302,1082,35.00683137,-97.88408445
1459,11726,15683,19850041,Permit,Surface Water,Active,"Standridge, Jerry",S2,NE,NE,12,06N,07WI,Grady,Regular,400,Irrigation,8/5/1985 0:00,11/12/1985 0:00,11130302,1082,35.01225385,-97.88408795
1396,11727,15684,19850041,Permit,Surface Water,Active,"Standridge, Jerry",E2,NW,SE,12,06N,07WI,Grady,Regular,400,Irrigation,8/5/1985 0:00,11/12/1985 0:00,11130302,1082,35.00592459,-97.88739432
1479,11728,13149,19850041,Permit,Surface Water,Active,"Standridge, Jerry", ,SE,NE,12,06N,07WI,Grady,Regular,400,Irrigation,8/5/1985 0:00,11/12/1985 0:00,11130302,1082,35.00954338,-97.88408763
1103,11729,15123,19850041,Permit,Surface Water,Active,"Standridge, Jerry",E2,SW,NE,12,06N,07WI,Grady,Regular,400,Irrigation,8/5/1985 0:00,11/12/1985 0:00,11130302,1082,35.0095391,-97.88739657
1415,11786,41975,19930029,Permit,Surface Water,Active,"Robinson, Richard", ,SW,SW,3,06N,08EI,Hughes,Regular,5,Agriculture,6/29/1993 0:00,10/12/1993 0:00,11090203,2061,35.01601523,-96.45678625
1358,11798,6679,19670520,Permit,Surface Water,Active,"Wildlife Conservation, Dept of", ,E2,SE,20,06N,08WI,Grady,Regular,20,"Recreation, Fish, Wildlife",5/10/1967 0:00,8/11/1970 0:00,11130302,1082,34.97456501,-98.05999456
1144,11800,40585,19540167,Permit,Surface Water,Active,"Wildlife Conservation, Dept of", , ,E2,29,06N,08WI,Grady,Vested,498,"Recreation, Fish, Wildlife",4/5/1954 0:00,8/12/1969 0:00,11130302,1082,34.96370931,-98.06218082
1221,11816,4013,19960006,Permit,Surface Water,Active,"Stafford, James R & Sandra", ,SW,SE,5,06N,09EI,Hughes,Regular,520,Irrigation,1/25/1996 0:00,5/14/1996 0:00,11090203,2061,35.01603873,-96.37743601
1387,11817,4014,19960006,Permit,Surface Water,Active,"Stafford, James R & Sandra", , ,W2,5,06N,09EI,Hughes,Regular,520,Irrigation,1/25/1996 0:00,5/14/1996 0:00,11090203,2061,35.02146246,-96.38404028
1399,11834,28562,19960006,Permit,Surface Water,Active,"Stafford, James R & Sandra", , ,E2,6,06N,09EI,Hughes,Regular,520,Irrigation,1/25/1996 0:00,5/14/1996 0:00,11090203,2061,35.02144167,-96.39284181
1496,11838,19955,19820114,Permit,Surface Water,Active,"Merriman, J C", ,S2,NE,8,06N,09EI,Hughes,Regular,300,Irrigation,8/19/1982 0:00,11/9/1982 0:00,11090203,2061,35.00869528,-96.37523797
1290,11839,22754,19820114,Permit,Surface Water,Active,"Merriman, J C", ,E2,NW,8,06N,09EI,Hughes,Regular,300,Irrigation,8/19/1982 0:00,11/9/1982 0:00,11090203,2061,35.01053732,-96.3818603
1084,11840,24794,19820114,Permit,Surface Water,Active,"Merriman, J C", , ,SW,8,06N,09EI,Hughes,Regular,300,Irrigation,8/19/1982 0:00,11/9/1982 0:00,11090203,2061,35.00330373,-96.38401274
1015,11841,25235,19820114,Permit,Surface Water,Active,"Merriman, J C", ,N2,SE,8,06N,09EI,Hughes,Regular,300,Irrigation,8/19/1982 0:00,11/9/1982 0:00,11090203,2061,35.00508221,-96.37523707
1064,11842,37773,19960026,Permit,Surface Water,Active,"Ford, Dane J", ,S2,SW,8,06N,09EI,Hughes,Regular,58,Irrigation,4/26/1996 0:00,8/13/1996 0:00,11090203,2061,35.00151195,-96.38400849
1223,11857,37284,19970015,Permit,Surface Water,Active,"Black, Wendell D & Eva", , ,W2,13,06N,09EI,Hughes,Regular,320,Irrigation,6/17/1997 0:00,9/9/1997 0:00,11090204,2061,34.99244512,-96.31350992
1162,11863,34308,19970015,Permit,Surface Water,Active,"Black, Wendell D & Eva", , ,NW,14,06N,09EI,Hughes,Regular,320,Irrigation,6/17/1997 0:00,9/9/1997 0:00,11090204,2061,34.99598716,-96.33109727
1065,11866,36817,19970015,Permit,Surface Water,Active,"Black, Wendell D & Eva", ,NW,SW,14,06N,09EI,Hughes,Regular,320,Irrigation,6/17/1997 0:00,9/9/1997 0:00,11090204,2061,34.99057817,-96.33331522
1244,11867,36821,19970015,Permit,Surface Water,Active,"Black, Wendell D & Eva", ,SW,SW,14,06N,09EI,Hughes,Regular,320,Irrigation,6/17/1997 0:00,9/9/1997 0:00,11090204,2061,34.98696694,-96.33332301
1282,11876,40311,19960026,Permit,Surface Water,Active,"Ford, Dane J", ,NW,NE,17,06N,09EI,Hughes,Regular,58,Irrigation,4/26/1996 0:00,8/13/1996 0:00,11090203,2061,34.99783565,-96.37745542
1428,11877,14344,19940018,Permit,Surface Water,Active,Tyson Foods Inc, ,SW,NW,19,06N,09EI,Hughes,Regular,11,Agriculture,3/18/1994 0:00,6/14/1994 0:00,11090203,2061,34.97969045,-96.40373891
1198,11887,36823,19970015,Permit,Surface Water,Active,"Black, Wendell D & Eva", , ,NE,23,06N,09EI,Hughes,Regular,320,Irrigation,6/17/1997 0:00,9/9/1997 0:00,11090204,2061,34.98154241,-96.32230814
1403,11896,38065,20030002,Permit,Surface Water,Active,Pork Group The, ,SW,NW,30,06N,09EI,Hughes,Regular,14,Agriculture,1/22/2003 0:00,6/3/2003 0:00,11090202,2061,34.96516424,-96.40366505
1473,12071,54917,19990007,Permit,Surface Water,Active,"Walters, James C", ,N2,NE,9,06N,11EI,Hughes,Regular,60,Irrigation,2/8/1999 0:00,8/10/1999 0:00,11090204,2030,35.01247115,-96.14612855
1410,12076,54915,19990007,Permit,Surface Water,Active,"Walters, James C", ,S2,SW,16,06N,11EI,Hughes,Regular,60,Irrigation,2/8/1999 0:00,8/10/1999 0:00,11090204,2030,34.98701203,-96.15497803
1355,12077,54916,19990007,Permit,Surface Water,Active,"Walters, James C", ,SW,SE,16,06N,11EI,Hughes,Regular,60,Irrigation,2/8/1999 0:00,8/10/1999 0:00,11090204,2030,34.98702837,-96.14838594
1132,12081,2196,19720293,Permit,Surface Water,Active,"McClure, Sam", ,SE,NE,20,06N,11EI,Hughes,Regular,260,Irrigation,7/3/1972 0:00,10/10/1972 0:00,11090204,2030,34.97968772,-96.16157218
1343,12082,2175,19720293,Permit,Surface Water,Active,"McClure, Sam", , ,SE,20,06N,11EI,Hughes,Regular,260,Irrigation,7/3/1972 0:00,10/10/1972 0:00,11090204,2030,34.97425172,-96.1638281
1009,12083,2219,19720293,Permit,Surface Water,Active,"McClure, Sam", , ,NW,21,06N,11EI,Hughes,Regular,260,Irrigation,7/3/1972 0:00,10/10/1972 0:00,11090204,2030,34.9815789,-96.15496997
1043,12399,8067,19810138,Permit,Surface Water,Active,"Traut, Hank",SE,SE,SW,16,06N,14EI,Pittsburg,Regular,200,Irrigation,6/18/1981 0:00,10/13/1981 0:00,11090204,2030,34.98649182,-95.83459362
1070,12400,2643,19800061,Permit,Surface Water,Active,"Hall, Don L", ,SW,NE,21,06N,14EI,Pittsburg,Regular,10,Irrigation,4/30/1980 0:00,9/9/1980 0:00,11090204,2030,34.98003509,-95.83128123
1094,12401,2663,19800061,Permit,Surface Water,Active,"Hall, Don L", ,SE,NE,21,06N,14EI,Pittsburg,Regular,10,Irrigation,4/30/1980 0:00,9/9/1980 0:00,11090204,2030,34.98002448,-95.82687211
1257,12402,14723,19810138,Permit,Surface Water,Active,"Traut, Hank",W2,SE,NW,21,06N,14EI,Pittsburg,Regular,200,Irrigation,6/18/1981 0:00,10/13/1981 0:00,11090204,2030,34.98003512,-95.83679386
1404,12403,16039,19810138,Permit,Surface Water,Active,"Traut, Hank",N2,S2,NE,21,06N,14EI,Pittsburg,Regular,200,Irrigation,6/18/1981 0:00,10/13/1981 0:00,11090204,2030,34.98093331,-95.82907642
1357,12405,8068,19810138,Permit,Surface Water,Active,"Traut, Hank",S2,N2,N2,21,06N,14EI,Pittsburg,Regular,200,Irrigation,6/18/1981 0:00,10/13/1981 0:00,11090204,2030,34.98274323,-95.83348694
1066,12406,16040,19810138,Permit,Surface Water,Active,"Traut, Hank",NW,NW,NW,22,06N,14EI,Pittsburg,Regular,200,Irrigation,6/18/1981 0:00,10/13/1981 0:00,11090204,2030,34.9845613,-95.82351438
1062,12418,10571,19940002,Permit,Surface Water,Active,Thunder Creek Golf Course Trust, ,S2,SE,34,06N,14EI,Pittsburg,Regular,420,Irrigation,1/17/1994 0:00,6/14/1994 0:00,11090204,2030,34.94378628,-95.81137275
1054,12487,22941,19970016,Permit,Surface Water,Active,Fin & Feather Club Inc, , ,SW,16,06N,15EI,Pittsburg,Regular,400,"Recreation, Fish, Wildlife",6/25/1997 0:00,12/9/1997 0:00,11090204,2030,34.98899611,-95.73204483
1328,12488,22433,19970016,Permit,Surface Water,Active,Fin & Feather Club Inc, ,SE,SE,17,06N,15EI,Pittsburg,Regular,400,"Recreation, Fish, Wildlife",6/25/1997 0:00,12/9/1997 0:00,11090204,2030,34.98721602,-95.73860688
1235,12489,22950,19970016,Permit,Surface Water,Active,Fin & Feather Club Inc, ,NE,NE,20,06N,15EI,Pittsburg,Regular,400,"Recreation, Fish, Wildlife",6/25/1997 0:00,12/9/1997 0:00,11090204,2030,34.98363968,-95.73860506
1353,12490,22432,19970016,Permit,Surface Water,Active,Fin & Feather Club Inc, ,N2,NW,21,06N,15EI,Pittsburg,Regular,400,"Recreation, Fish, Wildlife",6/25/1997 0:00,12/9/1997 0:00,11090204,2030,34.9835582,-95.73200446
1308,12492,48912,19760119,Permit,Surface Water,Active,Krebs Utilities Authority, , , ,32,06N,15EI,Pittsburg,Regular,311,Public Supply,9/22/1976 0:00,6/14/1977 0:00,11090204,2030,34.94926092,-95.74520534
1344,12493,48913,19760119,Permit,Surface Water,Active,Krebs Utilities Authority, , , ,33,06N,15EI,Pittsburg,Regular,311,Public Supply,9/22/1976 0:00,6/14/1977 0:00,11090204,2030,34.94923738,-95.72764179
1124,12511,44373,19980052,Permit,Surface Water,Active,Dolese Bros Co, ,SE,SE,31,06N,15WI,Kiowa,Regular,24,Mining,12/15/1998 0:00,6/23/1999 0:00,11130302,1083,34.94451911,-98.81633981
1001,12536,32082,19980024,Permit,Surface Water,Active,"Lalman, Howard", ,SW,NE,6,06N,16EI,Pittsburg,Regular,17,Irrigation,7/21/1998 0:00,10/13/1998 0:00,11090204,2030,35.02353466,-95.65484588
1229,12537,32083,19980024,Permit,Surface Water,Active,"Lalman, Howard", ,SE,NW,6,06N,16EI,Pittsburg,Regular,17,Irrigation,7/21/1998 0:00,10/13/1998 0:00,11090204,2030,35.02353524,-95.65925232
1369,12538,32085,19980024,Permit,Surface Water,Active,"Lalman, Howard",NE,NE,SW,6,06N,16EI,Pittsburg,Regular,17,Irrigation,7/21/1998 0:00,10/13/1998 0:00,11090204,2030,35.02081708,-95.65814984
1279,12539,32086,19980024,Permit,Surface Water,Active,"Lalman, Howard", , ,SW,6,06N,16EI,Pittsburg,Regular,17,Irrigation,7/21/1998 0:00,10/13/1998 0:00,11090204,2030,35.01810102,-95.66148133
1112,12540,32084,19980024,Permit,Surface Water,Active,"Lalman, Howard", ,NW,SE,6,06N,16EI,Pittsburg,Regular,17,Irrigation,7/21/1998 0:00,10/13/1998 0:00,11090204,2030,35.01991897,-95.65484084
1060,12623,38655,19640361,Permit,Surface Water,Active,"Wildlife Conservation, Dept of", , , ,12,06N,18EI,Latimer,Regular,190,"Recreation, Fish, Wildlife",4/24/1964 0:00,7/14/1964 0:00,11110105,2010,35.00764233,-95.35821729
1037,12624,38658,19640361,Permit,Surface Water,Active,"Wildlife Conservation, Dept of", , , ,13,06N,18EI,Latimer,Regular,190,"Recreation, Fish, Wildlife",4/24/1964 0:00,7/14/1964 0:00,11110105,2010,34.99303721,-95.35825291
1307,12625,12802,19560163,Permit,Surface Water,Active,"Tourism & Recreation, Dept of", , , ,24,06N,18EI,Latimer,Vested,100,"Recreation, Fish, Wildlife",2/23/1956 0:00,6/8/1965 0:00,11110105,2010,34.97843536,-95.3581698
1349,12670,5511,19560162,Permit,Surface Water,Active,"Tourism & Recreation, Dept of", , ,NW,19,06N,19EI,Latimer,Vested,40,"Recreation, Fish, Wildlife",2/23/1956 0:00,6/8/1965 0:00,11110105,2010,34.9819756,-95.34504365
1240,12744,34386,19780028,Permit,Surface Water,Active,"Corrections, Dept of", , , ,31,06N,20WI,Greer,Regular,248,Irrigation,3/22/1978 0:00,7/11/1978 0:00,11120304,1180,34.9506954,-99.35168893
1492,12802,35381,19780028,Permit,Surface Water,Active,"Corrections, Dept of", , , ,36,06N,21WI,Greer,Regular,248,Irrigation,3/22/1978 0:00,7/11/1978 0:00,11120304,1180,34.95076229,-99.36938111
1178,12893,45947,19560293,Permit,Surface Water,Active,Barber Properties LLC, , ,SE,11,06N,25EI,Le Flore,Vested,160,Irrigation,4/4/1956 0:00,6/8/1965 0:00,11110105,2010,35.00379025,-94.63347671
1113,12904,17129,19980036,Permit,Surface Water,Active,"Neff, Tommy Gene", ,NW,SW,14,06N,25EI,Le Flore,Regular,317,Irrigation,9/2/1998 0:00,12/8/1998 0:00,11110105,2010,34.99103276,-94.64442819
1011,12907,17274,19980036,Permit,Surface Water,Active,"Neff, Tommy Gene", , ,SE,15,06N,25EI,Le Flore,Regular,317,Irrigation,9/2/1998 0:00,12/8/1998 0:00,11110105,2010,34.98919076,-94.65103102
1310,12908,16744,19980036,Permit,Surface Water,Active,"Neff, Tommy Gene", ,E2,SW,15,06N,25EI,Le Flore,Regular,317,Irrigation,9/2/1998 0:00,12/8/1998 0:00,11110105,2010,34.9891792,-94.65765424
1027,12926,3321,19660268,Permit,Surface Water,Active,Poteau Valley Improvement Authority, , , ,31,06N,25EI,Le Flore,Regular,3400,Public Supply,5/27/1966 0:00,5/27/1966 0:00,11110105,2010,34.94925439,-94.70813092
1318,12927,48661,19560167,Permit,Surface Water,Active,"Tourism & Recreation, Dept of", , , ,36,06N,24EI,Le Flore,Vested,11,"Recreation, Fish, Wildlife",2/23/1956 0:00,6/8/1965 0:00,11110105,2010,34.94935877,-94.63778494
1156,12928,43409,20070010,Permit,Surface Water,Active,"Gilliam, Jamie Ross", ,S2,NE,36,06N,25EI,Le Flore,Regular,245,Irrigation,2/8/2007 0:00,6/12/2007 0:00,11110105,2010,34.95119605,-94.61584099
1136,12929,43451,20070010,Permit,Surface Water,Active,"Gilliam, Jamie Ross", ,N2,SE,36,06N,25EI,Le Flore,Regular,245,Irrigation,2/8/2007 0:00,6/12/2007 0:00,11110105,2010,34.94758173,-94.61583599
1251,12930,35110,20070010,Permit,Surface Water,Active,"Gilliam, Jamie Ross", ,NW,NE,36,06N,25EI,Le Flore,Regular,245,Irrigation,2/8/2007 0:00,6/12/2007 0:00,11110105,2010,34.95479787,-94.61804657
1010,12937,44439,19480006,Permit,Surface Water,Active,"Zimmerman, Inc", , , ,5,06N,26EI,Le Flore,Vested,53,Irrigation,1/24/1948 0:00,6/8/1965 0:00,11110105,2010,35.02202314,-94.58458257
1361,12938,44440,19480006,Permit,Surface Water,Active,"Zimmerman, Inc", , ,E2,7,06N,26EI,Le Flore,Vested,53,Irrigation,1/24/1948 0:00,6/8/1965 0:00,11110105,2010,35.00752461,-94.59788624
1029,12940,44441,19480006,Permit,Surface Water,Active,"Zimmerman, Inc", ,W2,NW,8,06N,26EI,Le Flore,Vested,53,Irrigation,1/24/1948 0:00,6/8/1965 0:00,11110105,2010,35.01110555,-94.5911764
1169,12941,44442,19480006,Permit,Surface Water,Active,"Zimmerman, Inc", ,W2,SW,8,06N,26EI,Le Flore,Vested,53,Irrigation,1/24/1948 0:00,6/8/1965 0:00,11110105,2010,35.00380795,-94.59119175
1346,12975,44523,19410011C,Permit,Surface Water,Active,"Gruer, Linda Lee", , , ,33,06N,28EC,Beaver,Vested,515,Irrigation,1/4/1941 0:00,12/12/1967 0:00,11040008,2093,36.94246988,-100.0481995
1159,12981,26477,19810018,Permit,Surface Water,Active,"Brown, Jr, Harry L", ,SW,NE,22,06S,01EI,Love,Regular,204,Irrigation,1/30/1981 0:00,7/14/1981 0:00,11130210,1090,34.02201033,-97.18478308
1474,12982,25696,19810018,Permit,Surface Water,Active,"Brown, Jr, Harry L", ,NE,NE,22,06S,01EI,Love,Regular,204,Irrigation,1/30/1981 0:00,7/14/1981 0:00,11130210,1090,34.0256456,-97.18043859
1471,12983,26981,19810018,Permit,Surface Water,Active,"Brown, Jr, Harry L", ,NW,NW,23,06S,01EI,Love,Regular,204,Irrigation,1/30/1981 0:00,7/14/1981 0:00,11130210,1090,34.02562494,-97.1760917
1122,12984,26982,19810018,Permit,Surface Water,Active,"Brown, Jr, Harry L", ,SE,NW,23,06S,01EI,Love,Regular,204,Irrigation,1/30/1981 0:00,7/14/1981 0:00,11130210,1090,34.02196799,-97.17174214
1233,12985,35469,19810018,Permit,Surface Water,Active,"Brown, Jr, Harry L", ,SW,NW,23,06S,01EI,Love,Regular,204,Irrigation,1/30/1981 0:00,7/14/1981 0:00,11130210,1090,34.02197381,-97.17608913
1262,13064,11890,19890008,Permit,Surface Water,Active,"Wilson, Jaron R and Sherry",N2,SW,SW,20,06S,03EI,Love,Regular,39,Irrigation,1/23/1989 0:00,3/14/1989 0:00,11130210,1090,34.01568432,-97.01997567
1320,13065,9622,19740056,Permit,Surface Water,Active,"Rickets, Arthur", ,NW,SE,20,06S,03EI,Love,Regular,56,Irrigation,2/5/1974 0:00,5/14/1974 0:00,11130210,1090,34.01841753,-97.01124655
1303,13066,9619,19740056,Permit,Surface Water,Active,"Rickets, Arthur", ,NE,NW,20,06S,03EI,Love,Regular,56,Irrigation,2/5/1974 0:00,5/14/1974 0:00,11130210,1090,34.02562647,-97.01560639
1182,13067,11891,19890008,Permit,Surface Water,Active,"Wilson, Jaron R and Sherry",S2,NW,SW,20,06S,03EI,Love,Regular,39,Irrigation,1/23/1989 0:00,3/14/1989 0:00,11130210,1090,34.01749468,-97.01998468
1321,13096,53834,20050006,Permit,Surface Water,Active,"Hauani Creek Ranch LLC,", ,N2,NW,5,06S,04EI,Marshall,Regular,426.4,Irrigation,3/7/2005 0:00,6/14/2005 0:00,11130210,1090,34.06917154,-96.9134479
