inVariable,inReportingUnitTypeCV,inReportingUnitName,inReportingUnitNativeID,inYear,inBenUse,inAmount,inTimeframeStart,inTimeframeEnd
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2011,Urban,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2012,Agriculture,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2012,Urban,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2013,Agriculture,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2013,Urban,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2014,Agriculture,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2014,Urban,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2015,Agriculture,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2015,Urban,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Feather River,DAU15458,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2011,Agriculture,22400.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2011,Instream Flow Requirements,9900.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2011,Urban,14400.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2011,Wild and Scenic River,514900.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2012,Agriculture,27600.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2012,Instream Flow Requirements,10000.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2012,Urban,15400.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2012,Wild and Scenic River,177400.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2013,Agriculture,27500.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2013,Instream Flow Requirements,9900.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2013,Urban,15500.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2013,Wild and Scenic River,145500.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2014,Agriculture,33100.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2014,Instream Flow Requirements,9900.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2014,Urban,14300.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2014,Wild and Scenic River,72900.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2015,Agriculture,31600.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2015,Instream Flow Requirements,9900.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2015,Urban,10500.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15629,2015,Wild and Scenic River,74400.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2011,Agriculture,1200.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2011,Urban,2600.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2012,Agriculture,1500.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2012,Urban,3100.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2013,Agriculture,1500.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2013,Urban,2700.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2014,Agriculture,1600.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2014,Urban,2500.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2015,Agriculture,1700.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2015,Urban,1800.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15631,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2011,Agriculture,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2011,Urban,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2012,Agriculture,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2012,Urban,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2013,Agriculture,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2013,Urban,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2014,Agriculture,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2014,Urban,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2015,Agriculture,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2015,Urban,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15632,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2011,Agriculture,100.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2011,Urban,300.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2012,Agriculture,100.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2012,Urban,300.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2013,Agriculture,100.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2013,Urban,300.0,01/01/2013,12/31/2013
Applied Water Use,Detailed Analysis Units by County,Yuba-Bear Rivers,DAU15646,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
