Basin_Subbasin_Number,Basin_Subbasin_Name,Hydrologic_Region,Region_Office,Basin_Area_Acres,Basin_Area_SqMi,Project_Phase,C1_Population_Census,C1_Population_SqMi,C1_Priority_Points,C2_Population_Projection,C2_Population_Growth,C2_Zero_2010_Population,C2_Negative_or_No_Growth,C2_Postive_Growth_and_2010_Pop_1000,C2_Density_50_and_2010_Population_25000,C2_Priority_Points,C3_Public_Supply_Groundwater_Wells,C3_Public_Supply_Wells_SqMi,C3_Priority_Points,C4_Total_Groundwater_Wells,C4_Production_Wells_SqMi,C4_Priority_Points,C5_Irrigated_Acres,C5_Irrigated_Acres_SqMi,C5_Priority_Points,C6_Agricultural_Groundwater_AF,C6_Agricultural_ Surface_ Water_AF,C6_Agricultural_Total_Applied_Water_AF,C6_Agricultural_Groundwater_Percent_Supply,C6_Agricultural_Surface_Water_Percent_Supply,C6_Urban_Groundwater_AF,C6_Urban_Surface_Water_AF,C6_Urban_Purchased_Surface_Water_AF,C6_Urban_Total_Water_Use_AF,C6_Urban_Groundwater_Percent_Supply,C6_Urban_Surface&Purchased_Water_Percent_Supply,C6_Other_Groundwater,C6_Other_Surface_Water,C6_Groundwater_Use_AF,C6_Surface_Water_Use_AF,C6_Total_Water_Use_AF,C6a_Groundwater_Use_AF_BasinAcre,C6a_Points,C6b_Groundwater_Percent_Supply,C6b_Surface_Water_Percent_Supply,C6b_Points,C6_Priority_Points,C7_Impacts_Declining_Groundwater_Levels_Points,C7_Impacts_Declining_Groundwater_Levels_Comment,C7_Impacts_Subsidence_Points,C7_Impacts_Subsidence_Comment,C7_Impacts_Salt_Intrusion_Points,C7_Impacts_Salt_Intrusion_Comment,C7_Impacts_WQ_Detects,C7_WQ_MCL_Exceed,C7_WQ_Average_MCL_Exceedance,C7_WQ_Average_MCL_Exceed_Points,C7_WQ_Unique_Wells_Excd,C7_WQ_Wells_Excd_Per_PSW,C7_WQ_Wells_Excd_Per_PSW_Points,C7_WQ_Calculated_Points,C7_WQ_Other,C7_Impacts_Water_Quality_Points,C7_Impacts_Water_Quality_Comment,C7_Impacts_Total_Points,C7_Priority_Points,C8a_Streamflow_Points,C8a_Habitat_Points,C8a_Monitoring,C8a_Monitoring_and_GroundwaterThreshold_Adverse,C8a_Adverse_Adjustment,C8a_AdverseComment,C8a_HabitatSF_Priority_Points,C8b_BasinOtherInfo_Priority_Points,C8b_BasinOtherInfoComment,C8a_and_C8b_Priority_Points,C8c_2kGroundwater,C8c_9.5kGW_NoDocImpacts,C8c_Adjudication,C8c_Groundwater_NonAdj_AF,C8c_9.5kGW_NonAdj,C8c_CriticalOverdraft,C8c_OutOfBasinGWExports_SubstitutionTransfers,Substitution_Year,Substitution_Amt,Substitution_PriorityPoints,Total_Priority_Points,Priority,Priority_Change_2014_to_2018
2-037,South San Francisco,San Francisco Bay,NCRO,2176.514362,3.400803692,1,"38,861","11,427",5,"40,384",3.91,FALSE,FALSE,FALSE,FALSE,1,0,0,0,1,0.29,1,0,0,0,0,0,0,0,0,0,0,5115,5115,0,100,0,0,0,5115,5115,0,0,0,100,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,"On surface water supplied by the San Francisco Regional Water System (SFRWS), which is owned and operated by the San Francisco Public Utilities Commission (SFPUC), our major water source originates from spring snowmelt flowing down the Tuolumne River to storage in Hetch Hetchy Reservoir. The pristine, well protected Sierra water source is exempt from filtration requirements by the United States Environmental Protection Agency (USEPA) and State Water Resources Control Board’s Division of Drinking Water (SWRCB).
Source: Various_7c_SouthSF-Water Quality Report 2015_Complete.pdf  pg. 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
2-038,Lobos,San Francisco Bay,NCRO,2360.780405,3.688719384,1,"59,736","16,194",5,"57,980",-2.93,FALSE,TRUE,FALSE,FALSE,0,0,0,0,3,0.81,1,0,0,0,0,0,0,0,0,0,546,4689,5235,0,100,0,0,0,5235,5235,0,0,0,100,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,"On surface water supplied by the San Francisco Regional Water System (SFRWS), which is owned and operated by the San Francisco Public Utilities Commission (SFPUC), our major water source originates from spring snowmelt flowing down the Tuolumne River to storage in Hetch Hetchy Reservoir. The pristine, well protected Sierra water source is exempt from filtration requirements by the United States Environmental Protection Agency (USEPA) and State Water Resources Control Board’s Division of Drinking Water (SWRCB).
Source: Various_7c_SouthSF-Water Quality Report 2015_Complete.pdf pg. 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
2-039,Marina,San Francisco Bay,NCRO,2187.722939,3.418317093,1,"45,294","13,250",5,"45,663",0.81,FALSE,FALSE,FALSE,FALSE,1,0,0,0,1,0.29,1,0,0,0,0,0,0,0,0,0,632,4114,4746,0,100,0,0,0,4746,4746,0,0,0,100,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,"On surface water supplied by the San Francisco Regional Water System (SFRWS), which is owned and operated by the San Francisco Public Utilities Commission (SFPUC), our major water source originates from spring snowmelt flowing down the Tuolumne River to storage in Hetch Hetchy Reservoir. The pristine, well protected Sierra water source is exempt from filtration requirements by the United States Environmental Protection Agency (USEPA) and State Water Resources Control Board’s Division of Drinking Water (SWRCB).
Source: Various_7c_SouthSF-Water Quality Report 2015_Complete.pdf pg. 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
2-040,Downtown,San Francisco Bay,NCRO,7640.112781,11.93767622,1,"323,721","27,118",5,"343,232",6.02,FALSE,FALSE,FALSE,FALSE,2,1,0.08,1,16,1.34,1,0,0,0,0,0,0,0,0,0,6837,21437,28274,0,100,0,0,0,28274,28274,0,0,0,100,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,"On surface water supplied by the San Francisco Regional Water System (SFRWS), which is owned and operated by the San Francisco Public Utilities Commission (SFPUC), our major water source originates from spring snowmelt flowing down the Tuolumne River to storage in Hetch Hetchy Reservoir. The pristine, well protected Sierra water source is exempt from filtration requirements by the United States Environmental Protection Agency (USEPA) and State Water Resources Control Board’s Division of Drinking Water (SWRCB).
Source: Various_7c_SouthSF-Water Quality Report 2015_Complete.pdf  pg. 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
3-001,Santa Cruz Mid-County,Central Coast,SCRO,36289.67888,56.70262325,1,"84,933","1,498",3,"84,926",0,FALSE,TRUE,FALSE,FALSE,0,43,0.75,4,"1,052",18.55,4,472,8.32,1,1018,0,1018,100,0,6807,1604,0,8411,80.9,19.1,0,0,7825,1604,9429,0.21,2,82,17,5,3.5,7.5,"1) CRITICAL OVERDRAFT 2016
Source: DWR",0,No documented groundwater extraction induced inelastic Subsidence,5,"1) Seawater Intrusion-For many years, groundwater levels in our area have been dropping and remain too low to protect against seawater intrusion. Despite extensive conservation efforts by customers, the Soquel-Aptos Area groundwater basin is in a state of overdraft because more water is being pumped out annually than is naturally recharged through rainfall. The groundwater basin is the SqCWD’s only source of water. Overdraft of the groundwater basin is not sustainable and  seawater intrusion at the coastline is present in the  Aptos, Seascape, and La Selva Beach area.
Source: 3-001_7c_Soquel Creek Water District_Primary Problem_ Seawater Intrusion.pdf  pg. 1

2) In July 2015 the Soquel-Valley Groundwater Basin was identified by the Department of Water Resources as one of 21 water basins to be reclassified as critically overdrafted. This was done on the basis of seawater intrusion detected at the coastline, and the declaration of a Groundwater Emergency by Soquel Creek Water District in 2014.
Source:  3-001_7c_SantaCruzCityof-Groundwater.pdf  pg. 1 

3) Proposed (2015) sea water barriers in Soquel area, see SoquelArea- Recycled to Seawater Barrier 20 July Final Draft.pdf 
Source:  3-001_7c_SoquelArea- Recycled to Seawater Barrier 20 July Final Draft.pdf  pg. 5-1, 5-2

4) Proposed (2017): Pure Water Soquel is a groundwater replenishment project using advanced water purification methods  to purify recycled water for replenishing the groundwater basin and protecting against seawater intrusion.  The purified water would mix with existing groundwater and eventually become part of the groundwater supply that is delivered to customers.
Source: 3-001_7c_SoquelPureWaterSoquelCreekWaterDistrict.pdf  pg. 1","3,459",604,4.74,4,28,0.65,2,6,0,2,0,14.5,3,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,0,0,40,High,No Change
3-002.01,Corralitos - Pajaro Valley,Central Coast,SCRO,75055.13823,117.2736535,1,"90,289",770,2,"100,242",11.02,FALSE,FALSE,FALSE,FALSE,2,88,0.75,4,"1,825",15.56,4,"21,935",187.04,3,60549,0,60549,100,0,10359,199,0,10558,98.1,1.9,0,0,70908,199,71107,0.94,5,99,0,5,5,7.5,"1) CRITICAL OVERDRAFT 2016
Source: DWR

""Most recently, groundwater levels collected from PVWMA’s network of monitoring wells throughout the 2013 water year were used to map the water table elevation in the basin. It is evident that a significant trough below sea level still exists throughout the valley floor, centered around the Pajaro River channel.""  And  ""If drought conditions were to occur again with the basin in its current state, overdraft conditions would worsen and seawater intrusion rates would accelerate beyond what has been measured in the past.""
Source: 3-002.01_7a_BMPUpdateFinalFebruary 2014.pdf",0,No documented groundwater extraction induced inelastic Subsidence,5,"1) Seawater intrusion was first documented in the Pajaro Valley basin in 1953, and has continued since that time. Because the Pajaro Valley basin is in severe overdraft, groundwater levels have dropped below sea-level, allowing seawater to move into the aquifer. Seawater intrusion in the Pajaro Valley basin has been observed up to three miles inland, as shown in Figure 4 (PVWMA, 2014B). The current seawater intrusion rate in the Pajaro Valley is estimated to be 100 to 250 feet per year, and its effects already extend several miles inland (PVWMA, 2014A). ...In April 2014, the Pajaro Valley Water Management Agency Board of Directors adopted a Basin Management Plan update. The plan proposes six projects and an aggressive conservation program that will reduce groundwater over pumping by 90% and essentially halt seawater intrusion into the Pajaro Valley Aquifer (PVWMA, 2014B).
Source: Various_7c_CentralCoastGWReport-Aug2014.pdf  pg. 9, 10

2)  Today, the need to abate groundwater overdraft and prevent further seawater intrusion into the coastal aquifer drives the PVWMA’s conjunctive use and groundwater management program. Beginning in the early 1990s, the PVWMA started establishing a water supply system that today combines surface, groundwater, and recycled water to sustain valley farms and work to recharge declining groundwater aquifers. The Agency still has much to do, and in its ongoing basin management planning efforts, is working alongside university researchers, as well as with local stakeholder groups to develop the most cost-effective and efficient programs and projects.
Source: 3-002.01_7c_PajaroValleyGWM.pdf  pg. 7","3,711",474,4.43,4,31,0.35,1,5,0,1,0,13.5,3,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,0,0,40,High,No Change
3-002.02,Corralitos - Purisima Highlands,Central Coast,SCRO,12931.99076,20.20623556,1,"1,358",67,1,"1,358",0,FALSE,TRUE,FALSE,FALSE,0,4,0.19,2,162,8.01,3,69,3.41,1,142,0,142,100,0,146,0,0,146,100,0,0,0,288,0,288,0.02,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,M/H to L/VL
3-003.01,Gilroy-Hollister Valley - Llagas Area,Central Coast,SCRO,47370.88707,74.01701106,1,"88,905","1,201",3,"99,000",11.35,FALSE,FALSE,FALSE,FALSE,2,95,1.28,5,"2,178",29.42,5,"16,697",225.58,4,23600,3848,27448,86,14,22100,0,0,22100,100,0,0,0,45700,3848,49548,0.96,5,92,7,5,5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"7,290",529,2.66,2,45,0.47,1,3,0,1,0,1,0,1,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,24,High,No Change
3-003.05,Gilroy-Hollister Valley - North San Benito,Central Coast,SCRO,131030.034,204.7344281,2,"51,081",249,1,"53,956",5.62,FALSE,FALSE,FALSE,FALSE,1,84,0.41,3,938,4.58,2,"29,077",142.02,3,78955.76832,8030.002256,86985.77058,90.8,9.2,9110,0,730,9840,92.6,7.4,0,0,88065.35907,8760.355256,96825.71432,0.67,4,91,9,5,4.5,7.5,"1) Hydrographs show groundwater level decline.
Source: 3-003.05_7a_Hydrographs_NorthSanBenito.pdf

2) GWLs continued to decline in areas of basin that rely on GW, specifically in the former Bolsa, San Juan, Hollister West, Bolsa SE, and Tres Pinos subbasins. While some subbasins showed groundwater level increases, overall groundwater in storage decreased. Groundwater elevation declines and storage decreases during drought do not constitute overdraft; nevertheless, the continued reduced supplies of imported water in tandem with increased groundwater demands are a warning of potential overdraft.
Source: 3-003.05_SanBenitoAnnualGWReport_NorthSanBenito.pdf",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"7,996","1,719",5.85,4,62,0.74,2,6,0,2,0,9.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,18.5,Medium,No Change
3-004.01,Salinas Valley - 180/400 Foot Aquifer,Central Coast,SCRO,89706.26864,140.1660448,1,"57,189",408,2,"56,659",-0.92,FALSE,TRUE,FALSE,FALSE,0,102,0.72,4,"1,135",8.09,3,"51,847",369.89,5,158393,0,158393,100,0,6971,0,0,6971,100,0,0,0,165364,0,165364,1.84,5,100,0,5,5,7.5,"1) CRITICAL OVERDRAFT 2016.

2) Groundwater basins in the Monterey and Salinas Valley area are in a state of long-term overdraft, resulting in falling groundwater levels, regional seawater intrusion, and reduced groundwater storage. 
Source: 3-004.01_7a_CentralCoastGWReport-Aug2014.pdf  pg. 1
",0,No documented groundwater extraction induced inelastic Subsidence,5,"1) Seawater intrusion began in the Salinas Valley by the 1930s. Since that time, seawater intrusion has continued and now extends more than five miles inland. The Monterey County Flood Control and Water Conservation District built Nacimiento Dam in 1957 and an Antonio Dam in 1965 to provide flood control and to accelerate groundwater recharge to mitigate seawater intrusion. In April 1998, the Monterey County Water Recycling Projects started delivering recycled water for irrigation in lieu of groundwater pumping, effectively slowing the seawater intrusion rate (MCWRA, 2006).
Source: Various_7c_CentralCoastGWReport-Aug2014.pdf  pg. 8

2) The Salinas Valley Water Project is currently being implemented by the Monterey County Water Resources Agency to mitigate groundwater overdraft and seawater intrusion. The project includes mitigation measures such as construction or retrofit of recharge dams, protection of recharge areas, and injection of recycled water into the impacted aquifers.
Source:  Various_7c_EngGeoPracticeNorCal_groundwater_northern_ca.pdf  pg. 25","8,862","1,012",4.15,4,44,0.43,1,5,0,1,0,13.5,3,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,0,0,40,High,No Change
3-004.02,Salinas Valley - East Side Aquifer,Central Coast,SCRO,57474.26809,89.8035439,1,"128,550","1,431",3,"151,489",17.84,FALSE,FALSE,FALSE,FALSE,3,52,0.57,4,714,7.95,3,"31,352",349.11,4,95235,0,95235,100,0,17356,0,0,17356,100,0,0,0,112591,0,112591,1.95,5,100,0,5,5,7.5,"1) ""In most of the subareas, we’re seeing historic lows,” said MCWRA senior hydrologist Howard Franklin, adding that he expects new data to show that underground seawater intrusion into the basin, which slowed in recent years, has restarted its march down the valley.
Source: 3-004.02_7a_SalinasValleyGroundwater.pdf",0,No documented groundwater extraction induced inelastic Subsidence,5,"1) Seawater intrusion began in the Salinas Valley by the 1930s. Since that time, seawater intrusion has continued and now extends more than five miles inland. The Monterey County Flood Control and Water Conservation District built Nacimiento Dam in 1957 and San Antonio Dam in 1965 to provide flood control and to accelerate groundwater recharge to mitigate seawater intrusion. In April 1998, the Monterey County Water Recycling Projects started delivering recycled water for irrigation in lieu of groundwater pumping, effectively slowing the seawater intrusion rate (MCWRA, 2006).
Source: Various_7c_CentralCoastGWReport-Aug2014.pdf pg. 8

2) The Salinas Valley Water Project is currently being implemented by the Monterey County Water Resources Agency to mitigate groundwater overdraft and seawater intrusion. The project includes mitigation measures such as construction or retrofit of recharge dams, protection of recharge areas, and injection of recycled water into the impacted aquifers.
Source: Various_7c_EngGeoPracticeNorCal_groundwater_northern_ca.pdf  pg. 25","4,585",863,1.8,1,30,0.58,2,3,0,1,0,13.5,3,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,27,High,No Change
3-004.04,Salinas Valley - Forebay Aquifer,Central Coast,SCRO,94052.15359,146.95649,1,"43,867",299,2,"62,705",42.94,FALSE,FALSE,FALSE,FALSE,5,35,0.23,2,499,3.39,2,"56,058",381.45,5,176266,0,176266,100,0,5723,0,0,5723,100,0,0,0,181989,0,181989,1.93,5,100,0,5,5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"2,588",219,1.84,1,20,0.57,2,3,0,1,0,1,0,1,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,21,Medium,No Change
3-004.05,Salinas Valley - Upper Valley Aquifer,Central Coast,SCRO,238020.5358,371.9070872,2,"16,445",44,1,"21,090",28.24,FALSE,FALSE,FALSE,TRUE,0,30,0.08,1,606,1.62,1,"49,260",132.45,3,162944.9107,0,162944.9107,100,0,1974,0,0,1974,100,0,0,0,164918.9175,0,164918.9175,0.69,4,100,0,5,4.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"1,769",132,6.15,5,14,0.47,1,6,0,2,0,2,0,1,1,TRUE,Monitored with no Declining GW Levels,1," ""Steelhead use of upper Salinas River tributaries is dependent upon the presence of a migration corridor in the mainstem Salinas River. One of the main limitations to migration within the Salinas River Basin is the limited availability of adequate flows...The number of days within the migration period where flows are adequate for migration is highly variable from year to year, and groundwater pumping has shortened this window...Spring flows declined substantially following increased pumping of groundwater for agricultural production.""

Source: 
-3-004_05_Biological Opinion, Salinas Valley Water Project, National Marine Fisheries Service, June 21, 2007
-Yates, E.B., Simulated Effects of Ground-Water Management Alternatives for the Salinas Valley, California, U.S. Geological Survey Water-Resources Investigations Report 87-4066, 1988 
-3-004.05_State of the Salinas River Groundwater Basin Report, 10 December 2014
-2015 Groundwater Extraction Summary, Monterey County Water Resources Agency, 2017
-Barlow, P.M., and Leake, S.A., 2012, Streamflow depletion by wells – Understanding and managing the effects of groundwater pumping on streamflow: U.S. Geological Survey Circular 1376, 84 p.
-Durbin, T.J., G.W. Kapple and J.R. Freckleton.  1978. Two-Dimensional and Three-Dimensional Digital Flow Models of the Salinas Valley Ground-Water Basin, California. U.S. Geological Survey. Water Resources Investigations Report 78-113. Prepared in cooperation with the U.S. Army Corps of Engineers. 134 p.
-(ISP) Valley-Wide Integrated Groundwater Sustainability Plan (Draft), Chapters 1-4, 5, 7 Salinas Valley Groundwater Sustainability Agency

",2,3,"Upper Valley Aquifer groundwater recharge uniquely linked to reservoir releases. "" The pattern of storage change is similar to that of the Forebay Subarea, with a similar apparent reliance on reservoir releases...If reservoir releases are severely curtailed, storage losses…on the order of 50,000 to 70,000 afy, or about 30-50% of annual pumping"" would occur.  

Source: 
-3-004.05_State of the Salinas River Groundwater Basin Report, 10 December 2014
-Nacimiento Dam Operation Policy, Monterey County Water Resources Agency, 2018
-Monterey County Groundwater Management Plan, Monterey County Water Resources Agency, 2006 
-2015 Groundwater Extraction Summary, Monterey County Water Resources Agency, 2017
-MCWRA, Board of Directors – Reservoir Operations Committee - December 2016 Meeting Agenda, 21
-Salinas Valley Water Conditions Fourth Quarter of Water Year 2015-2016, Monterey County Water Resources Agency, 2016
-2015 GWL & SWI Contours from Special Joint Board Meeting, Monterey County Water Resources Agency, 2017
-Alley, W.M., Reilly T.E., and Franke, O.L., 1999, Sustainability of Ground-Water Resources: U.S. Geological Survey Circular 1186, 15
-Durbin, T.J., G.W. Kapple and J.R. Freckleton.  1978. Two-Dimensional and Three-Dimensional Digital Flow Models of the Salinas Valley Ground-Water Basin, California. U.S. Geological Survey. Water Resources Investigations Report 78-113. Prepared in cooperation with the U.S. Army Corps of Engineers. 134 p.",5,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,15.5,Medium,No Change
