OBJECTID,polygon id,app,cert,app_status,mou,site_name,permit_info,basin,county,source,duty_balance,div_balance,prior_dt,pou_acre_total,Shape__Area,Shape__Length
4908,5530,V01227,,VST,IRR,131  N30 E40 24ACBA1,http://water.nv.gov/permitinformation.aspx?app=V01227,131 ,PE,SPR,0,0,1/1/1895 12:00:00 AM,200,981264.703369141,4049.65665847295
4909,5531,V01406,,VST,IRR,131  N29 E40 03DCCC1,http://water.nv.gov/permitinformation.aspx?app=V01406,131 ,PE,STR,0,1.67,1/1/1890 12:00:00 AM,15,516354.373291016,2949.55332341075
4910,5532,V01425,,VST,IRR,131  N31 E40 13DCCD1,http://water.nv.gov/permitinformation.aspx?app=V01425,131 ,PE,SPR,0,0,1/1/1900 12:00:00 AM,12,53545.6843261719,1270.48534090718
4911,5533,V01263,,VST,IRR,131  N31 E43 17BBDA1,http://water.nv.gov/permitinformation.aspx?app=V01263,131 ,LA,SPR,0,0,1/1/1867 12:00:00 AM,52.77,232039.230224609,5438.80702808638
4912,5534,5376,16184   ,CER,IRR,131  N28 E41 22BBDC1,http://water.nv.gov/permitinformation.aspx?app=5376,131 ,LA,STR,60.52,0.16,1/31/1919 12:00:00 AM,0,66949.0927734375,1605.57247891274
4913,5535,23054,8204    ,CER,MM ,133  N21 E38 22CBCC1,http://water.nv.gov/permitinformation.aspx?app=23054,133 ,CH,UG ,33.598,0.11,3/21/1966 12:00:00 AM,0,1579898.51745605,7953.51699739057
4914,5536,26374,8069    ,CER,IRR,133  N19 E38 05BDCC1,http://water.nv.gov/permitinformation.aspx?app=26374,133 ,CH,UG ,1064,5.24,10/21/1971 12:00:00 AM,266,1100103.81469727,4735.49810795775
4915,5537,26006,8092    ,CER,IRR,133  N19 E37 11CDAA1,http://water.nv.gov/permitinformation.aspx?app=26006,133 ,CH,UG ,1170,2.78,3/16/1971 12:00:00 AM,292.5,1195408.49938965,4674.16020515542
4916,5538,25085,7508    ,CER,IRD,133  N21 E39 11BAAA1,http://water.nv.gov/permitinformation.aspx?app=25085,133 ,CH,UG ,1263.76,5.4,1/24/1969 12:00:00 AM,315.94,1293012.19213867,4825.78226198698
4917,5539,25796,7737    ,CER,IRR,133  N21 E39 23BAAA1,http://water.nv.gov/permitinformation.aspx?app=25796,133 ,CH,UG ,1192.8,5.3,7/6/1965 12:00:00 AM,298.2,1214938.69592285,4670.43666093174
4918,5540,26161,8087    ,CER,IRR,133  N19 E37 12DDAA1,http://water.nv.gov/permitinformation.aspx?app=26161,133 ,CH,UG ,1214.8,5.32,6/7/1971 12:00:00 AM,303.7,1246572.59448242,4705.09673904439
4919,5541,83022,,CAN,IRR,133  N19 E37 28CADD1,http://water.nv.gov/permitinformation.aspx?app=83022,133 ,CH,UG ,640,2.7,8/1/2012 12:00:00 AM,0,642522.941040039,3207.17090814637
4920,5542,71687,18938   ,CER,COM,133  N18 E37 20ACBD1,http://water.nv.gov/permitinformation.aspx?app=71687,133 ,CH,UG ,11,0.041,10/15/2008 12:00:00 AM,0,20610.4060058594,574.275033696535
4921,5543,78843,,PER,IRR,133  N20 E37 36BBBB1,http://water.nv.gov/permitinformation.aspx?app=78843,133 ,CH,UG ,640,2.7,4/18/2018 12:00:00 AM,0,651900.830078125,4038.10488725389
4922,5544,V02058,,VST,IRR,133  N21 E38 34ACBB1,http://water.nv.gov/permitinformation.aspx?app=V02058,133 ,CH,STR,90.23,0.5,3/1/1879 12:00:00 AM,40.1,325182.400512695,2421.52169824992
4923,5545,V02064,,VST,IRR,133  N18 E38 09ABBC1,http://water.nv.gov/permitinformation.aspx?app=V02064,133 ,CH,STR,250.65,0.557,3/1/1880 12:00:00 AM,55.7,228602.306274414,6736.43145794893
4924,5546,V02066,,VST,IRR,133  N20 E37 34CACB1,http://water.nv.gov/permitinformation.aspx?app=V02066,133 ,CH,STR,218.03,1,3/1/1866 12:00:00 AM,48.45,411611.450927734,3821.33207455696
4925,5547,8397,2632    ,CER,IRR,138  N24 E48 33CDBA2,http://water.nv.gov/permitinformation.aspx?app=8397,138 ,EU,SPR,185,0.437,11/25/1927 12:00:00 AM,43.7,185308.848388672,3844.59370337274
4926,5548,V04170,,VST,IRR,140B N09 E47 16BAAA1,http://water.nv.gov/permitinformation.aspx?app=V04170,140B,NY,STR,0,2.2,1/1/1906 12:00:00 AM,0,689550.457519531,4607.98424682307
4927,5549,V05532,,VST,IRR,140B N12 E47 23BBDA1,http://water.nv.gov/permitinformation.aspx?app=V05532,140B,NY,STR,72.4,5,12/31/1870 12:00:00 AM,18.1,72472.7934570313,1435.67303118042
4928,5550,14684,6166    ,CER,IRD,138  N23 E46 21DCBC1,http://water.nv.gov/permitinformation.aspx?app=14684,138 ,LA,STR,180,5,12/16/1952 12:00:00 AM,45,180557.974365234,2718.94612389569
4929,5551,11947,4708    ,CER,IRR,174  N17 E59 09DBAB1,http://water.nv.gov/permitinformation.aspx?app=11947,174 ,WP,STR,621.2,3,5/16/1987 12:00:00 AM,155.3,622639.5234375,6012.35444755021
4930,5552,45088,11215   ,CER,STO,174  N17 E58 13DDAB1,http://water.nv.gov/permitinformation.aspx?app=45088,174 ,WP,STR,160,0,11/30/1981 12:00:00 AM,0,114795.622802734,1988.47591664024
4931,5553,51857,13058   ,CER,QM ,174  N17 E58 13BAAC1,http://water.nv.gov/permitinformation.aspx?app=51857,174 ,WP,SPR,6.045733,0.012,2/23/1988 12:00:00 AM,0,810465.974853516,4012.45989794433
4932,5554,22690,,ABR,MUN,142  S03 E42 03DDDA1,http://water.nv.gov/permitinformation.aspx?app=22690,142 ,ES,UG ,0,0,7/15/1965 12:00:00 AM,0,1934527.48913574,5614.83082302902
4933,5555,22691,7670    ,CER,IRR,142  S02 E42 34CDCC1,http://water.nv.gov/permitinformation.aspx?app=22691,142 ,ES,UG ,16.29,0.023,7/15/1965 12:00:00 AM,40,163836.953857422,1619.09069847809
4934,5557,42606,11265   ,CER,MM ,142  N01 E42 30AAAA1,http://water.nv.gov/permitinformation.aspx?app=42606,142 ,ES,UG ,41.000504,0.475,10/9/1980 12:00:00 AM,0,10375136.8161621,16134.6818783235
4935,5558,44439,13629   ,CER,MM ,142  S02 E42 35CBDB1,http://water.nv.gov/permitinformation.aspx?app=44439,142 ,ES,UG ,7.181226,0.022,9/17/1981 12:00:00 AM,0,164672.721923828,1623.23583608732
4936,5559,52749,,PER,MM ,142  N02 E42 35BABD1,http://water.nv.gov/permitinformation.aspx?app=52749,142 ,ES,UG ,361.51642,0.5,7/6/1988 12:00:00 AM,0,8504708.42016602,12971.6389392005
4937,5560,1147,46      ,CER,MM ,142  S02 E43 28ADCB1,http://water.nv.gov/permitinformation.aspx?app=1147,142 ,ES,SPR,18.10651,0.025,10/16/1908 12:00:00 AM,0,890.460083007813,119.75036455119
4938,5561,12115,3680    ,CER,MM ,131  N31 E43 17CACB1,http://water.nv.gov/permitinformation.aspx?app=12115,131 ,LA,SPR,0,1,11/29/1947 12:00:00 AM,0,15819482.6914063,19511.2975410262
4939,5562,13967,4660    ,CER,DOM,131  N29 E41 07CACB1,http://water.nv.gov/permitinformation.aspx?app=13967,131 ,PE,UG ,3.621302,0.00501,1/3/1952 12:00:00 AM,0,164100.548583984,1620.44778881512
4940,5563,16820,,PER,MM ,131  N31 E43 17CACB1,http://water.nv.gov/permitinformation.aspx?app=16820,131 ,LA,SPR,403.25346,2,12/16/1955 12:00:00 AM,0,18403782.1126709,19512.2027002504
4941,5564,3447,3254    ,CER,IRR,131  N31 E40 13DCCD1,http://water.nv.gov/permitinformation.aspx?app=3447,131 ,PE,STR,32.07,0.0885,6/21/1915 12:00:00 AM,8.85,39891.6251220703,1108.98175676468
4942,5565,36870,12923   ,CER,MM ,131  N30 E43 09BCBB1,http://water.nv.gov/permitinformation.aspx?app=36870,131 ,LA,UG ,743.656,2.4304,12/10/1965 12:00:00 AM,0,15573353.8759766,16100.8087652117
4943,5567,35492,,PER,IND,091  N19 E18 08DCCA1,http://water.nv.gov/permitinformation.aspx?app=35492,091 ,WA,SPR,196.995,1.29,6/1/1978 12:00:00 AM,0,535804.259277344,4933.8051003229
4944,5568,27186,8967    ,CER,COM,091  N19 E18 08DCDC1,http://water.nv.gov/permitinformation.aspx?app=27186,091 ,WA,UG ,25.533248,0.11,12/15/1972 12:00:00 AM,0,30719.7552490234,1027.51056197215
4945,5570,35112,,CAN,QM ,091  N19 E18 17ABAA1,http://water.nv.gov/permitinformation.aspx?app=35112,091 ,WA,UG ,8.3842348,0.044,3/29/1993 12:00:00 AM,0,52212.8631591797,1317.14638337828
4946,5572,64967,17175   ,ABR,QM ,091  N19 E18 16AADD1,http://water.nv.gov/permitinformation.aspx?app=64967,091 ,WA,UG ,0,0,3/29/1993 12:00:00 AM,0,65639.1721801758,1529.62321983846
4947,5573,43293,14652   ,CER,QM ,091  N19 E18 09DCBC1,http://water.nv.gov/permitinformation.aspx?app=43293,091 ,WA,UG ,4.940929,0.11,3/4/1981 12:00:00 AM,0,35105.8025512695,791.080072857942
4948,5576,49067,,PER,QM ,091  N19 E18 07DACA1,http://water.nv.gov/permitinformation.aspx?app=49067,091 ,WA,UG ,75.96,0.252,11/9/1977 12:00:00 AM,0,5046842.64440918,13592.2826798417
4949,5579,49301,13042   ,CER,COM,091  N19 E18 14CABD1,http://water.nv.gov/permitinformation.aspx?app=49301,091 ,WA,UG ,0.736536,0.022,8/26/1985 12:00:00 AM,0,1295561.82299805,4831.09642748413
4950,5583,47077,,ABR,QM ,091  N19 E18 08CADD1,http://water.nv.gov/permitinformation.aspx?app=47077,091 ,WA,UG ,0,0,7/18/1983 12:00:00 AM,0,13111688.4907837,14585.852099731
4951,5587,20302,5752    ,CER,OTH,091  N19 E18 08CCCA1,http://water.nv.gov/permitinformation.aspx?app=20302,091 ,WA,UG ,19.579582,1,2/19/1962 12:00:00 AM,0,20210.9899291992,584.263586152715
4952,5588,49790,,PER,MUN,091  N19 E18 08CCAC1,http://water.nv.gov/permitinformation.aspx?app=49790,091 ,WA,UG ,144.2383,0.2,3/28/1986 12:00:00 AM,0,44230.5587768555,857.98186881585
4953,5589,17307,4789    ,CER,COM,091  N19 E18 18DABD1,http://water.nv.gov/permitinformation.aspx?app=17307,091 ,WA,SPR,14.485208,0.02,6/20/1957 12:00:00 AM,0,663454.519836426,3258.86042321564
4954,5590,56745,14975   ,CER,REC,091  N19 E18 18ADAC1,http://water.nv.gov/permitinformation.aspx?app=56745,091 ,WA,UG ,2.5,0.003,9/12/1991 12:00:00 AM,0,145206.433227539,1550.28739466269
4955,5591,59608,,REL,QM ,091  N19 E18 19DCAA1,http://water.nv.gov/permitinformation.aspx?app=59608,091 ,WA,UG ,0,0,3/29/1993 12:00:00 AM,0,351724.680114746,2497.49842291771
4956,5592,V04620,,VST,COM,091  N19 E18 17BBAD1,http://water.nv.gov/permitinformation.aspx?app=V04620,091 ,WA,UG ,0,0,1/1/1930 12:00:00 AM,0,3796.07061767578,357.863149610814
4957,5594,63454,,PER,QM ,091  N19 E18 19ABBB1,http://water.nv.gov/permitinformation.aspx?app=63454,091 ,WA,UG ,5,0.028,3/29/1993 12:00:00 AM,0,22674.6431884766,608.708613529685
4958,5596,65011,17155   ,CER,OTH,091  N19 E18 07DBDB1,http://water.nv.gov/permitinformation.aspx?app=65011,091 ,WA,UG ,0.88,0.00155,4/6/1999 12:00:00 AM,0,9789.87677001953,462.115103582551
4959,5597,65113,18225   ,CER,DOM,091  N19 E18 19DCBD1,http://water.nv.gov/permitinformation.aspx?app=65113,091 ,WA,UG ,4.04,0.023,3/29/1993 12:00:00 AM,0,43816.0709228516,838.048245747043
4960,5598,68907,,WDR,QM ,091  N19 E18 16BCCD1,http://water.nv.gov/permitinformation.aspx?app=68907,091 ,WA,UG ,14.74,0,1/1/1900 12:00:00 AM,0,2793338.01416016,14491.5617739897
4961,5599,70936,,REL,QM ,091  N19 E18 08CCAB1,http://water.nv.gov/permitinformation.aspx?app=70936,091 ,WA,UG ,0,0,11/9/1977 12:00:00 AM,0,372179.270446777,3760.06467315454
4962,5600,7005,2106    ,CER,IRR,198  S01 E69 06DCAD1,http://water.nv.gov/permitinformation.aspx?app=7005,198 ,LI,STR,432.05,1.192,11/19/1923 12:00:00 AM,119.24,489899.529541016,2951.2266521809
4963,5601,V01795,,DEC,DEC,198  N01 E69 34DDCC1,http://water.nv.gov/permitinformation.aspx?app=V01795,198 ,LI,STR,181.5,0.908,4/15/1873 12:00:00 AM,36.3,158150.172851563,1666.74066947784
4964,5602,11075,2854    ,CER,DOM,174  N18 E58 34CACC1,http://water.nv.gov/permitinformation.aspx?app=11075,174 ,WP,SPR,1.595828,0.002,3/2/1944 12:00:00 AM,0,5265.33251953125,313.884160261852
4965,5603,14301,4061    ,CER,IRR,174  N19 E59 25DBAC1,http://water.nv.gov/permitinformation.aspx?app=14301,174 ,WP,SPR,6.52,0.00899999,5/19/1952 12:00:00 AM,0.5,3265.88842773438,239.214403514549
4966,5604,49024,13912   ,CER,STO,174  N17 E58 13DDAA1,http://water.nv.gov/permitinformation.aspx?app=49024,174 ,WP,STR,499,0,7/22/1974 12:00:00 AM,0,1318126.69555664,8779.65197796707
4967,5605,75961,,WDR,IND,179  N20 E64 21AAA 01,http://water.nv.gov/permitinformation.aspx?app=75961,179 ,WP,UG ,2172,3,12/30/2005 12:00:00 AM,0,58083278.5036621,64861.4707567304
4968,5606,8147,1853    ,CER,IRR,174  N17 E59 09ADAA1,http://water.nv.gov/permitinformation.aspx?app=8147,174 ,WP,STR,155.3,0.638,2/7/1924 12:00:00 AM,63.76,299181.819091797,3941.28334579764
4969,5607,13803,4994    ,CER,IRR,198  S01 E69 07ABAD1,http://water.nv.gov/permitinformation.aspx?app=13803,198 ,LI,UG ,1240.6,3,8/22/1951 12:00:00 AM,248.12,961304.356201172,9422.04880725783
4970,5608,14600,4805    ,CER,IRR,198  S01 E69 06DDBA1,http://water.nv.gov/permitinformation.aspx?app=14600,198 ,LI,UG ,614,3,10/27/1952 12:00:00 AM,153.5,552070.330810547,5883.70155043808
4971,5609,16493,5629    ,CER,IRR,198  N01 E69 31CDBD1,http://water.nv.gov/permitinformation.aspx?app=16493,198 ,LI,UG ,413,1.7,5/25/1955 12:00:00 AM,82.5999999,348508.266113281,2942.71213023224
4972,5610,18352,6252    ,CER,IRR,198  N01 E69 31CA  1,http://water.nv.gov/permitinformation.aspx?app=18352,198 ,LI,UG ,451.2,2,9/23/1959 12:00:00 AM,112.8,480140.249755859,4175.62883928515
4973,5611,64715,,REL,MUN,091  N19 E18 18ADAC1,http://water.nv.gov/permitinformation.aspx?app=64715,091 ,WA,UG ,0,0,3/6/1978 12:00:00 AM,0,17155481.6466064,17891.929651034
4974,5612,36991,,PER,QM ,091  N19 E18 19ABBB1,http://water.nv.gov/permitinformation.aspx?app=36991,091 ,WA,UG ,10.096681,0.128,3/20/1989 12:00:00 AM,0,150338.660888672,1552.20465113349
4975,5613,63594,,PER,QM ,164B N17 E14 23BB  1,http://water.nv.gov/permitinformation.aspx?app=63594,164B,CL,UG ,205,1,11/3/1988 12:00:00 AM,0,2852484.60498047,8251.41475554611
4976,5614,77638,,PER,MM ,165  S25 E60 33BDDB1,http://water.nv.gov/permitinformation.aspx?app=77638,165 ,CL,UG ,70,0.725,12/24/2015 12:00:00 AM,0,342030.323730469,2456.26538627753
4977,5615,61755,,PER,MM ,167  S28 E63 22ABDA1,http://water.nv.gov/permitinformation.aspx?app=61755,167 ,CL,UG ,70.525,0.12,8/15/2007 12:00:00 AM,0,8413570.12792969,14072.6031301651
4978,5616,2964,,PER,IRR,189C N42 E67 15ABCB1,http://water.nv.gov/permitinformation.aspx?app=2964,189C,EL,STR,5340,7.377,4/3/1914 12:00:00 AM,3875.2,53003313.5698242,109311.709840889
4979,5617,76668,20645   ,CER,QM ,148  S02 E47 07BBAB1,http://water.nv.gov/permitinformation.aspx?app=76668,148 ,NY,UG ,20.7,0.25,10/6/2015 12:00:00 AM,0,81378865.4050293,38296.8127993375
4980,5618,V02185,,VST,IRR,194  N21 E69 05DADC1,http://water.nv.gov/permitinformation.aspx?app=V02185,194 ,WP,STR,160.5,0,4/1/1895 12:00:00 AM,53.49,218233.419677734,5656.60101476427
4981,5619,2969,411     ,CER,MM ,101A N28 E34 34CBBD1,http://water.nv.gov/permitinformation.aspx?app=2969,101A,PE,SPR,36.198,0.05,5/1/1914 12:00:00 AM,0,160156.583984375,1600.9723311079
4982,5620,V01323,,VST,IRR,151  N15 E50 34BCDA1,http://water.nv.gov/permitinformation.aspx?app=V01323,151 ,NY,SPR,0,0,1/1/1899 12:00:00 AM,23,92390.8732910156,2598.64307121825
4983,5621,V01160,,VST,IRR,151  N17 E49 24CCDA1,http://water.nv.gov/permitinformation.aspx?app=V01160,151 ,EU,SPR,0,0,1/1/1877 12:00:00 AM,34.2,127267.881835938,3042.42736448805
4984,5622,1636,185     ,CER,IRR,097  N25 E18 05ACBD1,http://water.nv.gov/permitinformation.aspx?app=1636,097 ,WA,STR,128.4,0.35,3/29/1910 12:00:00 AM,35.1,641278.238952637,4788.64397331926
4985,5623,18107,5067    ,CER,IRR,097  N26 E19 23CBBD1,http://water.nv.gov/permitinformation.aspx?app=18107,097 ,WA,STR,284.64,2.5,7/16/1959 12:00:00 AM,71.16,287279.678222656,3138.04789954937
4986,5624,18821,5384    ,CER,IRR,097  N26 E19 23CBBB1,http://water.nv.gov/permitinformation.aspx?app=18821,097 ,WA,STR,142.56,1,5/9/1960 12:00:00 AM,35.64,146728.100341797,1470.62192538728
4987,5625,45633,,PER,IRR,097  N27 E19 22DBCA1,http://water.nv.gov/permitinformation.aspx?app=45633,097 ,WA,UG ,640,2.7,5/7/1982 12:00:00 AM,160,648658.429321289,3220.86770668647
4988,5626,39899,12767   ,ABR,IRR,097  N26 E19 10CBDD1,http://water.nv.gov/permitinformation.aspx?app=39899,097 ,WA,UG ,0,0,12/29/1986 12:00:00 AM,78.8,324564.507202148,2414.00158869803
4989,5627,46849,,CAN,IRR,156  N08 E49 22BCDC1,http://water.nv.gov/permitinformation.aspx?app=46849,156 ,NY,SPR,560,2.75,5/3/1983 12:00:00 AM,160,647696.228027344,4022.83053509469
4990,5628,83456,21587   ,CER,IND,156  N05 E51 07BDBB1,http://water.nv.gov/permitinformation.aspx?app=83456,156 ,NY,UG ,21.7,0.03,4/29/1985 12:00:00 AM,0,599489.438964844,3098.70057282706
4991,5630,5045,3891    ,CER,IRR,156  N08 E50 13ACDB1,http://water.nv.gov/permitinformation.aspx?app=5045,156 ,NY,STR,89,0.21,5/2/1918 12:00:00 AM,21,90509.2194824219,1606.93097048484
4992,5631,10150,2795    ,CER,MUN,142  S03 E42 02CBDC1,http://water.nv.gov/permitinformation.aspx?app=10150,142 ,ES,UG ,0.5339886,0.25,8/10/1937 12:00:00 AM,0,2572545.07775879,6415.78680913741
4993,5632,12607,3873    ,CER,MM ,142  S02 E42 23DBCB2,http://water.nv.gov/permitinformation.aspx?app=12607,142 ,ES,OGW,56.46776,0.078,9/2/1948 12:00:00 AM,0,876.561157226563,125.41511084206
4994,5633,75297,,PER,QM ,091  N19 E18 19ABCD1,http://water.nv.gov/permitinformation.aspx?app=75297,091 ,WA,UG ,20.2,0.1143,3/29/1993 12:00:00 AM,0,292766.32421875,2870.77054495773
4995,5634,11383,3328    ,CER,DOM,091  N20 E18 23CCAD1,http://water.nv.gov/permitinformation.aspx?app=11383,091 ,WA,SPR,0.398957,0.001,10/11/1945 12:00:00 AM,0,160230.349182129,1601.96946224337
4996,5635,15700,5512    ,CER,IRR,091  N20 E18 34CDCB1,http://water.nv.gov/permitinformation.aspx?app=15700,091 ,WA,SPR,1.22,0.002,6/10/1954 12:00:00 AM,0.33,158729.534057617,1594.93465204295
4997,5636,17442,5514    ,CER,IRR,091  N20 E18 22ACDD1,http://water.nv.gov/permitinformation.aspx?app=17442,091 ,WA,SPR,6,0.014,12/10/1957 12:00:00 AM,1.5,37423.2086181641,774.429254992679
4998,5637,17532,5519    ,CER,IRR,091  N20 E18 29ADDB1,http://water.nv.gov/permitinformation.aspx?app=17532,091 ,WA,SPR,10,0.191,4/14/1958 12:00:00 AM,2.5,43199.9895019531,832.011815038017
4999,5638,17531,5518    ,CER,IRR,091  N20 E18 22DDDC1,http://water.nv.gov/permitinformation.aspx?app=17531,091 ,WA,SPR,2,0.004,4/14/1958 12:00:00 AM,0.5,39895.2617797852,798.964828195381
5000,5639,37005,10379   ,CER,OTH,135  N12 E39 26BBBB1,http://water.nv.gov/permitinformation.aspx?app=37005,135 ,NY,SPR,0.583091,0.001,3/13/1979 12:00:00 AM,0,164180.518310547,1622.82795448241
5001,5640,20926,5778    ,CER,IRR,135  N12 E38 14DADA1,http://water.nv.gov/permitinformation.aspx?app=20926,135 ,NY,UG ,61.47,0.5,1/7/1963 12:00:00 AM,20,85746.9291992188,1233.91970545224
5002,5641,25235,8062    ,CER,MM ,135  N12 E39 10BABA1,http://water.nv.gov/permitinformation.aspx?app=25235,135 ,NY,SPR,7.948451,0.011,8/21/1969 12:00:00 AM,0,155755.089233398,1579.48643762246
5003,5642,26520,9189    ,CER,OTH,135  N13 E39 08ABAD1,http://water.nv.gov/permitinformation.aspx?app=26520,135 ,NY,SPR,0.0307,0.0133,2/4/1972 12:00:00 AM,0,561566.906738281,3957.1268642869
5004,5643,28645,10138   ,CER,MM ,135  N09 E39 23ABAD1,http://water.nv.gov/permitinformation.aspx?app=28645,135 ,NY,SPR,99.708561,0.21,9/6/1974 12:00:00 AM,0,6189.52661132813,438.992237037465
5005,5644,77944,18942   ,CER,REC,135  N12 E39 27CBAD1,http://water.nv.gov/permitinformation.aspx?app=77944,135 ,NY,UG ,2.84,0.022,1/27/2009 12:00:00 AM,0,4521285.23950195,11258.1645036204
5006,5645,4982,,PER,IRR,135  N08 E37 24BADA1,http://water.nv.gov/permitinformation.aspx?app=4982,135 ,MI,SPR,2.6,0.05,3/28/1918 12:00:00 AM,0.65,2589349.25939941,6436.5844927465
5007,5646,71648,,PER,QM ,135  N13 E39 33BDCA1,http://water.nv.gov/permitinformation.aspx?app=71648,135 ,NY,UG ,50,0.25,9/7/2004 12:00:00 AM,0,161660.502197266,1608.2812764727
5008,5647,9068,2294    ,CER,MM ,135  N11 E37 34ADDD1,http://water.nv.gov/permitinformation.aspx?app=9068,135 ,NY,OSW,0.798,0.0011,10/4/1929 12:00:00 AM,0,160444.624023438,1602.32910193656
5009,5648,37008,10381   ,CER,OTH,135  N12 E39 33BBAB1,http://water.nv.gov/permitinformation.aspx?app=37008,135 ,NY,SPR,11.600442,0.016,3/13/1979 12:00:00 AM,0,161624.390869141,1608.10181461097
5010,5649,37006,10976   ,CER,REC,135  N12 E39 27CBBD1,http://water.nv.gov/permitinformation.aspx?app=37006,135 ,NY,SPR,14.42383,0.02,9/26/1933 12:00:00 AM,0,161670.748168945,1608.33224183945
5011,5650,38890,11581   ,CER,MM ,135  N13 E39 26CCBB1,http://water.nv.gov/permitinformation.aspx?app=38890,135 ,NY,SPR,2.301675,0.003,8/30/1979 12:00:00 AM,0,774852.19909668,4545.88738388447
5012,5651,12963,4275    ,CER,IRR,198  S01 E69 06DCAD1,http://water.nv.gov/permitinformation.aspx?app=12963,198 ,LI,STR,832,3,6/11/1949 12:00:00 AM,261,992552.447021484,4681.89186656628
5013,5652,20829,7402    ,CER,IRR,198  S01 E69 06ADAD1,http://water.nv.gov/permitinformation.aspx?app=20829,198 ,LI,UG ,642.5,2.1,11/5/1962 12:00:00 AM,128.5,495055.973632813,4162.53114899586
5014,5653,24219,8728    ,CER,IRR,198  S01 E69 06ADAD1,http://water.nv.gov/permitinformation.aspx?app=24219,198 ,LI,UG ,200,2.1,11/13/1967 12:00:00 AM,50,220862.739013672,4159.68443751656
5015,5656,34094,10059   ,CER,REC,198  N01 E69 32ABBC1,http://water.nv.gov/permitinformation.aspx?app=34094,198 ,LI,UG ,0.951359,0.604,10/13/1977 12:00:00 AM,0,635519.718261719,3188.94748699108
5016,5657,57149,16949   ,CER,REC,198  N01 E69 32ABBC1,http://water.nv.gov/permitinformation.aspx?app=57149,198 ,LI,UG ,9.2067,0.604,2/5/1992 12:00:00 AM,0,1586986.99023438,5573.13014138328
5017,5658,52000,13653   ,CER,IRR,198  S01 E69 06ADDC1,http://water.nv.gov/permitinformation.aspx?app=52000,198 ,LI,UG ,264.2,1.963,7/12/1984 12:00:00 AM,59.24,874235.375244141,4761.33427832623
5018,5661,43771,15185   ,CER,IRR,198  N01 E69 32BCCA1,http://water.nv.gov/permitinformation.aspx?app=43771,198 ,LI,UG ,1201,3.91,5/20/1981 12:00:00 AM,245.7,978119.070068359,8020.76629225482
5019,5663,V05664,,VST,COM,091  N19 E18 17BAAB2,http://water.nv.gov/permitinformation.aspx?app=V05664,091 ,WA,UG ,15.2892598,0,1/1/1935 12:00:00 AM,0,20033.6334838867,762.269519625379
5020,5664,89071,,RFA,MUN,091  N19 E18 31CADD1,http://water.nv.gov/permitinformation.aspx?app=89071,091 ,WA,STR,7.45,0.047,5/2/1863 12:00:00 AM,0,1447810346.92682,181656.649866453
5021,5666,83989,,PER,MUN,091  N19 E18 16AAAC1,http://water.nv.gov/permitinformation.aspx?app=83989,091 ,WA,UG ,6,0.0125,12/31/2007 12:00:00 AM,0,1251020873.63788,155980.708839516
5022,5668,4726,421     ,CER,MM ,213  S26 E64 04CBBC1,http://water.nv.gov/permitinformation.aspx?app=4726,213 ,CL,SPR,7.24,0.01,11/20/1917 12:00:00 AM,0,366.92529296875,76.6304826865779
5023,5670,66551E,,WDR,ENV,213  S32 E66 24BC  2,http://water.nv.gov/permitinformation.aspx?app=66551E,213 ,CL,UG ,94.12,0.13,7/12/2000 12:00:00 AM,0,374338.145507813,3756.96432930726
5024,5672,28692,10502   ,CER,QM ,200  N02 E69 35ACCA1,http://water.nv.gov/permitinformation.aspx?app=28692,200 ,LI,UG ,1.21528,0.1,9/16/1974 12:00:00 AM,0,161422.825195313,1607.29181228175
5025,5673,68688,16867   ,CER,IRR,200  N01 E69 10DD  1,http://water.nv.gov/permitinformation.aspx?app=68688,200 ,LI,UG ,94.6,0.55,4/8/2002 12:00:00 AM,0,96017.8728027344,2611.10032479702
