RightID,RightStatus,RightUse,ApplicationNumber,Location,PointOfDiversionID,PrimaryIndicator,PointofDiversionStatus,WaterDivision,FieldOffice,CarrierA,CarrierB,SourceName,ProGrant,Units,GPM,Rate,CurrentTotalAcres,CountyName,NRDName,HUC12,PriorityDate,BeneficialDate,ApprovalDate,IrrigationProject,Notice_Status,Notice_EffectiveDate,Notice_Type,Reason_AdminAction,BeneficialUseCategory,ReasonRemoved,index
8325,Active    ,SI,A-14663, S19-T34-R17W,14668,1,1,2C,,Pump,,Peterson Reservoir,133.1,AF,,,90.3,Keya Paha,Lower Niobrara,101500061104,1977-01-27,,,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
11081,Active    ,ST,A-18867,NWNE S18-T6-R15E,11852,1,1,1F,,Kirby Reservoir,,"Buck Creek, trib to",25.2,AF,,,,Nemaha,Nemaha,102400050101,2012-01-26,,2012-05-03T00:00:00,,,,,,Storage,Null GPM,0.0
10707,Active    ,ST,A-18641,NWNE S17-T6-R15E,8962,1,1,1F,,Buck Creek Reservoir,,Buck Creek,306.6,AF,,,,Nemaha,Nemaha,102400050101,2009-02-18,,2009-10-05T00:00:00,,,,,,Storage,Null GPM,0.0
12690,Active    ,ST,A-19019,SENE S14-T6-R14E,13216,1,1,1F,,Richard Wilson Grade Stabilization Structure,,"Duck Creek, Trib to",15.45,AF,,,,Nemaha,Nemaha,102400050101,2013-01-30,,2013-06-03T00:00:00,,,,,,Storage,Null GPM,0.0
10055,Active    ,ST,A-18410,SWNE S32-T7-R15E,9477,1,1,1F,,Welte Reservoir,,Missouri River,33.2,AF,,,,Otoe,Nemaha,102400010310,2006-07-11,,2006-10-20T00:00:00,,,,,,Storage,Null GPM,0.0
12866,Active    ,SO,A-19190, S1-T2-R9E,14165,1,1,1D,,Pump,,Plum Creek Reservoir 5-B,69.3,AF,,,119.7,Pawnee,Lower Big Blue,102702050101,2014-02-04,2016-09-01T00:00:00,2014-06-20T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10984,Active    ,ST,A-18785,NW S14-T6-R14E,11263,1,1,1F,,Todd Mertes Grade Control Reservoir,,"Duck Creek, Trib to",50.5,AF,,,,Nemaha,Nemaha,102400050101,2011-05-26,,2012-01-19T00:00:00,,,,,,Storage,Null GPM,0.0
10578,Active    ,SO,A-16110A, S11-T15-R2E,7581,1,1,2A,,Pump,,Deer Creek Reservoir,26.82,AF,,,70.8,Butler,Lower Platte North,102002010303,1982-05-25,1984-10-01T00:00:00,1982-07-15T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10757,Active    ,ST,A-18669, S23-T28-R7E,9152,1,1,2F,,Pigeon-Jones Crk Site 15,,Jones Creek,3480.0,AF,,,,Dakota,Papio-Missouri River,102300010303,2009-07-01,,2012-04-17T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
11152,Active    ,SS,A-18927,SENW S2-T31-R8W,12300,1,1,2C,,Knigge Reservoir West,,"Pishel Creek, Trib. To",8.4,AF,,,,Knox,Lower Niobrara,101500071004,2012-06-07,,2014-12-05T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
11153,Active    ,ST,A-18928, S2-T31-R8W,12301,1,1,2C,,Knigge Reservoir East,,"Pishel Creek, Trib. To",50.0,AF,,,,Knox,Lower Niobrara,101500071004,2012-06-07,,2014-12-05T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
12745,Active    ,IR,A-19063,NWNE S8-T30-R6W,13426,1,1,2C,,Pump,,Verdigre Creek,0.25,CFS,,70,17.3,Knox,Lower Niobrara,101500070904,2013-04-12,2017-09-01T00:00:00,2014-12-11T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Irrigation from Natural Stream,Null GPM,0.0
12941,Active    ,ST,A-19251, S10-T31-R12W,14435,1,1,2C,,Jerry Gokie Reservoir,,"Honey Creek, Trib To",40.0,AF,,,,Holt,Lower Niobrara,101500070304,2014-05-13,,2014-12-18T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
12942,Active    ,SS,A-19252,SENW S10-T31-R12W,14436,1,1,2C,,Jerry Gokie Reservoir,,Honey Creek,233.0,AF,,,,Holt,Lower Niobrara,101500070304,2014-05-13,,2014-12-18T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
12818,Active    ,SO,A-19136, S21-T35-R11W,13760,1,1,2F,,Pump,,Morrison Reservoir No. 1,43.5,AF,,,31.5,Boyd,Lower Niobrara,101701010401,2013-08-29,2017-09-01T00:00:00,2014-12-16T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10471,Active    ,ST,A-18555, S19-T34-R14W,9877,1,1,2C,,Williamson Irrigation Res,,"Keya Paha River, Trib. To",27.3,AF,,,,Boyd,Lower Niobrara,101500061107,2007-11-30,,2014-12-31T00:00:00,,Open,2018-09-26T00:00:00,Open,Spencer Hydropower,Storage,Null GPM,0.0
10553,Active    ,ST,A-18587,NENE S30-T11-R5E,7920,1,1,2B,,Piening Reservoir,,"Middle Creek, North Branch, Trib. To",67.87,AF,,,,Lancaster,Lower Platte South,102002030202,2008-04-09,,2012-01-03T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
12984,Active    ,SO,A-19300, S33-T35-R17W,14957,1,1,2C,,Pump,,Hitchcock Reservoir No 3,51.3,AF,,,59.0,Keya Paha,Lower Niobrara,101500061104,2014-09-17,2017-09-01T00:00:00,2014-12-31T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12466,Active    ,ST,A-19297,NWNE S25-T7-R24W,12909,1,1,1B,,Brockmeier Dam,,"Elder Creek, Trib. to",96.9,AF,,,,Frontier,Middle Republican,102500090204,2014-09-04,,2015-01-23T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12987,Active    ,ST,A-19303,NW S12-T6-R14E,15081,1,1,1F,,Duck Creek Reservoir,,Duck Creek,634.9,AF,,,,Nemaha,Nemaha,102400050101,2014-10-07,,2015-01-28T00:00:00,,,,,,Storage,Null GPM,0.0
12877,Active    ,SO,A-19196, S15-T4-R8E,14757,1,1,1D,,Pump,,Hofeling Pond No. 15-B,14.6,AF,,,115.6,Gage,Lower Big Blue,102702020602,2014-02-19,2017-09-01T00:00:00,2015-01-28T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12967,Active    ,ST,A-19279,NWNW S32-T1-R5E,15230,1,1,1D,,Lottman Irrigation Reservoir,,"Horseshoe Creek, Trib to",35.0,AF,,,,Gage,Lower Big Blue,102702050202,2014-08-04,,2014-09-26T00:00:00,,,,,,Storage,Null GPM,0.0
12876,Active    ,ST,A-19195, S15-T4-R8E,14221,1,1,1D,,Hofeling Pond No. 15-B,,"Mud Creek, Trib. To",17.29,AF,,,,Gage,Lower Big Blue,102702020602,2014-02-19,,2015-01-28T00:00:00,,,,,,Storage,Null GPM,0.0
10144,Active    ,ST,A-18438,NENW S11-T11-R11W,9996,1,1,1A,,"Cells 3, 4, 5 and 7",,Silver Creek,3650.0,AF,,,,Hall,Central Platte,102001030105,2006-12-27,,2007-05-08T00:00:00,,Open,2020-09-15T00:00:00,Open,Canal Administration,Storage,Null GPM,0.0
10144,Active    ,ST,A-18438, S2-T11-R11W,9997,7,1,1A,,"Cells 3, 4, 5 and 7",,Silver Creek,3650.0,AF,,,,Hall,Central Platte,102001030105,2006-12-27,,2007-05-08T00:00:00,,Open,2020-09-15T00:00:00,Open,Canal Administration,Storage,Null GPM,0.0
10144,Active    ,ST,A-18438,SWNW S1-T11-R11W,9998,7,1,1A,,"Cells 3, 4, 5 and 7",,Silver Creek,3650.0,AF,,,,Hall,Central Platte,102001030105,2006-12-27,,2007-05-08T00:00:00,,Open,2020-09-15T00:00:00,Open,Canal Administration,Storage,Null GPM,0.0
12729,Active    ,SI,A-19047A,SWNW S34-T6-R4E,13411,1,1,1D,,Pump,,Wollenburg Pond,158.0,AF,,,76.4,Saline,Lower Big Blue,102702040309,2013-03-22,2016-09-01T00:00:00,2014-04-22T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12729,Active    ,SI,A-19047A,NW S34-T6-R4E,13412,7,1,1D,,Pump,,Wollenburg Pond,158.0,AF,,,76.4,Saline,Lower Big Blue,102702040309,2013-03-22,2016-09-01T00:00:00,2014-04-22T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12729,Active    ,SI,A-19047A,NWNE S34-T6-R4E,13676,7,1,1D,,Pump,,Wollenburg Pond,158.0,AF,,,76.4,Saline,Lower Big Blue,102702040309,2013-03-22,2016-09-01T00:00:00,2014-04-22T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12731,Active    ,SS,A-19049, S27-T6-R4E,13627,1,1,1D,,Wollenburg Pond,,"Blue River, Big",221.2,AF,,,,Saline,Lower Big Blue,102702020205,2013-03-22,,2014-04-22T00:00:00,,,,,,Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
12732,Active    ,SO,A-19050,NW S34-T6-R4E,13414,1,1,1D,,Pump,,Wollenburg Pond,80.0,AF,,,46.7,Saline,Lower Big Blue,102702040309,2013-03-22,,2014-04-22T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12733,Active    ,SI,A-19051,SWNW S34-T6-R4E,13415,1,1,1D,,Pump,,Wollenburg Pond,29.0,AF,,,16.3,Saline,Lower Big Blue,102702040309,2013-03-22,2016-09-01T00:00:00,2014-04-22T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12317,Active    ,ST,A-19281,NW S32-T3-R15W,13029,1,1,1B,,Blank Pond,,"Cottonwood Creek, Little, Trib. To",28.0,AF,,,,Franklin,Lower Republican,102500160404,2014-08-07,,2014-09-29T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
10924,Active    ,SI,A-18741A, S10-T31-R12W,11086,1,1,2C,,Pump,,Gokie Reservoir No. 2,40.0,AF,,,182.3,Holt,Lower Niobrara,101500070304,2011-01-20,2013-09-01T00:00:00,2011-06-17T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
10941,Active    ,SO,A-18753, S1-T30-R14W,11166,7,1,2C,,Pump,,Eagle Creek Reservoir,100.0,AF,,,65.6,Holt,Lower Niobrara,101500070301,2011-03-08,2013-09-01T00:00:00,2011-06-08T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10941,Active    ,SO,A-18753, S1-T30-R14W,11167,1,1,2C,,Pump,,Eagle Creek Reservoir,100.0,AF,,,65.6,Holt,Lower Niobrara,101500070301,2011-03-08,2013-09-01T00:00:00,2011-06-08T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12940,Active    ,SS,A-19250,NENW S27-T10-R7E,14444,1,1,2B,,Wedgewood Lake,,Dead Mans Run,60.0,AF,,,,Lancaster,Lower Platte South,102002030903,2014-05-12,,2014-07-16T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
12995,Active    ,SO,A-19311, S22-T4-R7E,15299,1,1,1D,,Pump,,Evers Farm Pond,13.28,AF,,,218.0,Gage,Lower Big Blue,102702020601,2014-11-20,2017-09-01T00:00:00,2015-03-13T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12995,Active    ,SO,A-19311, S22-T4-R7E,15300,7,1,1D,,Pump,,Evers Farm Pond,13.28,AF,,,218.0,Gage,Lower Big Blue,102702020601,2014-11-20,2017-09-01T00:00:00,2015-03-13T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13013,Active    ,ST,A-19327, S20-T2-R8E,15624,1,1,1D,,Wildcat Reservoir,,Wildcat Creek,7.19,AF,,,,Gage,Lower Big Blue,102702020605,2015-01-09,,2015-03-26T00:00:00,,,,,,Storage,Null GPM,0.0
12963,Active    ,ST,A-19277,NW S34-T3-R17E,14765,1,1,1F,,Garriott Lake,,"Missouri River, Trib. To",10.5,AF,,,,Richardson,Nemaha,102400050402,2014-07-29,,2015-03-27T00:00:00,,,,,,Storage,Null GPM,0.0
12601,Active    ,ST,A-19123,SENW S33-T5-R20W,12993,1,1,1B,,Loomis Pasture Pond,,"Spring Creek, Trib. To",43.66,AF,,,,Phelps,Tri-Basin,102500090703,2013-08-02,,2014-09-05T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12886,Active    ,SO,A-19202, S22-T5-R1E,14189,1,1,1D,,Pump,,Swan Creek Reservoir 20,51.0,AF,,,51.0,Saline,Lower Big Blue,102702040202,2014-03-06,2017-09-01T00:00:00,2014-09-04T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12550,Active    ,ST,A-19169,SENE S26-T1-R27W,12925,1,1,1B,,Axtell Reservoir,,"Beaver Creek, Trib. To",38.1,AF,,,,Red Willow,Middle Republican,102500140205,2014-01-03,,2014-09-05T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12976,Active    ,ST,A-19289,NENW S15-T3-R5E,14801,1,1,1D,,Wiebe Reservoir,,Bottle Creek,22.5,AF,,,,Gage,Lower Big Blue,102702020405,2014-08-20,,2014-10-24T00:00:00,,,,,,Storage,Null GPM,0.0
12862,Active    ,SO,A-19186, S30-T4-R4E,14161,1,1,1D,,Pump,,Cub Creek Reservoir 10-A,34.39,AF,,,34.9,Jefferson,Lower Big Blue,102702020302,2014-01-28,2016-09-01T00:00:00,2014-05-22T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12840,Active    ,SO,A-19161, S23-T2-R4E,14072,1,1,1D,,Pump,,Weers Reservoir,19.84,AF,,,180.0,Jefferson,Lower Big Blue,102702020502,2013-11-08,2017-09-01T00:00:00,2014-09-10T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12992,Active    ,SO,A-19308,NWNW S32-T1-R5E,15231,7,1,1D,,Pump,,Lottman Irrigation Reservoir,11.6,AF,,,90.4,Gage,Lower Big Blue,102702050202,2014-11-17,2019-09-01T00:00:00,2015-01-28T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12992,Active    ,SO,A-19308,SWNW S32-T1-R5E,15232,1,1,1D,,Pump,,Lottman Irrigation Reservoir,11.6,AF,,,90.4,Gage,Lower Big Blue,102702050202,2014-11-17,2019-09-01T00:00:00,2015-01-28T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10910,Active    ,SO,A-18727, S5-T1-R6E,10977,1,1,1D,,Pump,,Big Indian Creek Reservoir 3-A,104.75,AF,,,96.5,Gage,Lower Big Blue,102702020505,2010-11-30,2013-09-01T00:00:00,2011-02-03T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12979,Active    ,SO,A-19292,SWNW S33-T2-R8E,14838,1,1,1D,,Pump,,Singleton Reservoir,30.0,AF,,,97.6,Gage,Lower Big Blue,102702020604,2014-08-25,2017-09-01T00:00:00,2015-02-25T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12283,Active    ,ST,A-19333,SWNE S21-T1-R18W,13005,1,1,1B,,Benton Pond,,"Republican River Basin, Trib to.",24.0,AF,,,,Harlan,Lower Republican,102500150307,2015-02-27,,2015-04-29T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
10938,Active    ,ST,A-18751, S21-T22-R10E,11122,1,1,2F,,Silver Creek Site 11 Res,,"Silver Creek, Trib. To",345.0,AF,,,,Burt,Papio-Missouri River,102300010404,2011-02-24,,2011-05-05T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
10704,Active    ,SS,A-18639, S10-T34-R11W,10057,1,1,2F,,Anderson Reservoir,,"Whiskey Creek, Trib. To",37.1,AF,,,,Boyd,Lower Niobrara,101500010302,2009-01-28,,2009-04-23T00:00:00,,,,,,Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
11155,Active    ,SS,A-18930, S2-T31-R8W,12302,1,1,2C,,Knigge Reservoir East,,"Pishel Creek, Trib. To",50.0,AF,,,,Knox,Lower Niobrara,101500071004,2012-06-07,,2014-12-05T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
13005,Active    ,SO,A-19318, S14-T2-R14E,15608,1,1,1F,,Pump,,Kean Pond 1,33.3,AF,,,125.0,Richardson,Nemaha,102400080401,2014-12-24,2017-09-01T00:00:00,2015-05-28T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10951,Active    ,ST,A-18763, S10-T20-R10E,13490,1,1,2F,,Mike Chatt 3 Reservoir,,"Carr Creek, Trib to",18.75,AF,,,,Burt,Papio-Missouri River,102300010611,2011-03-21,,2011-06-29T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
12786,Active    ,SI,A-19047B,SWNW S34-T6-R4E,13618,1,1,1D,,Pump,,Wollenburg Pond,158.0,AF,,,14.6,Saline,Lower Big Blue,102702040309,2013-03-22,2016-09-01T00:00:00,2014-04-22T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12786,Active    ,SI,A-19047B,NW S34-T6-R4E,13619,7,1,1D,,Pump,,Wollenburg Pond,158.0,AF,,,14.6,Saline,Lower Big Blue,102702040309,2013-03-22,2016-09-01T00:00:00,2014-04-22T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12786,Active    ,SI,A-19047B,NWNE S34-T6-R4E,13677,7,1,1D,,Pump,,Wollenburg Pond,158.0,AF,,,14.6,Saline,Lower Big Blue,102702040309,2013-03-22,2016-09-01T00:00:00,2014-04-22T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12795,Active    ,SI,A-19106, S28-T3-R7W,13658,7,1,1C,,Pump,,Wehrman Reservoir,181.5,AF,,,160.8,Nuckolls,Little Blue,102702060507,2013-07-15,2016-09-01T00:00:00,2014-06-12T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12795,Active    ,SI,A-19106, S28-T3-R7W,13659,1,1,1C,,Pump,,Wehrman Reservoir,181.5,AF,,,160.8,Nuckolls,Little Blue,102702060507,2013-07-15,2016-09-01T00:00:00,2014-06-12T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
13018,Active    ,SO,A-19332, S19-T2-R4E,15689,1,1,1D,,Pump,,Barber Farms Reservoir,21.0,AF,,,217.6,Jefferson,Lower Big Blue,102702020501,2015-02-09,2017-09-01T00:00:00,2015-06-03T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
477,Active    ,UI,A-5278,SWNW S8-T13-R29W,16130,1,1,1A,,Tri-County Canal,,Kingsley Reservoir,97.74,AF,,,27.0,Lincoln,Twin Platte,102001010208,1953-04-22,,1953-08-06T00:00:00,Tri-County Canal,,,,,Supplemental Irrigation and Incidental Underground Storage,Null GPM,0.0
12467,Active    ,ST,A-19354,SENW S9-T7-R29W,12947,1,1,1B,,Artley Dam,,"Frazier Creek, Trib. to",22.9,AF,,,,Frontier,Middle Republican,102500080103,2015-04-20,,2015-06-18T00:00:00,,Close,2020-09-23T00:00:00,Close,Localized Administration,Storage,Null GPM,0.0
12635,Active    ,ST,A-19360,NENE S27-T1-R17W,13119,1,1,1B,,Brumbaugh Reservoir,,Patterson Creek,18.1,AF,,,,Harlan,Lower Republican,102500091002,2015-04-30,,2015-06-18T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12514,Active    ,ST,A-19355,SWNW S32-T3-R31W,12877,1,1,1B,,Kugler Reservoir 1171,,"Republican River, Trib. To",71.8,AF,,,,Hitchcock,Middle Republican,102500040503,2015-04-20,,2015-06-18T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12968,Active    ,IR,A-19280,NWNW S14-T32-R2E,14768,1,1,2F,,Pump,,"Bow Creek, East",0.55,CFS,,,38.8,Cedar,Lewis & Clark,101701011107,2014-08-05,2017-09-01T00:00:00,2015-06-18T00:00:00,,Open,2018-05-02T00:00:00,Open,Natural Flow (Reminder),Irrigation from Natural Stream,Null GPM,0.0
12659,Active    ,ST,A-19362, S7-T2-R17W,13139,1,1,1B,,Walker Reservoir,,"Republican River Basin, Trib to.",23.5,AF,,,,Harlan,Lower Republican,102500091002,2015-05-12,,2015-06-19T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12905,Active    ,SO,A-19211,SENW S8-T4-R7W,14219,1,1,1C,,Pump,,Skalka Reservoir,59.0,AF,,,79.2,Nuckolls,Little Blue,102702060504,2014-03-21,2017-09-01T00:00:00,2015-05-27T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12539,Active    ,ST,A-19337,NWNE S10-T1-R35W,12950,1,1,1B,,Golding Second Dam,,"Republican River, Trib. To",46.7,AF,,,,Hitchcock,Middle Republican,102500040305,2015-03-16,,2015-06-24T00:00:00,,Close,2020-09-23T00:00:00,Close,Localized Administration,Storage,Null GPM,0.0
12326,Active    ,ST,A-19357,NW S27-T1-R12W,13037,1,1,1B,,Holtzen Pond,,"Republican River Basin, Trib to.",24.3,AF,,,,Webster,Lower Republican,102500160504,2015-04-22,,2015-06-18T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
9929,Active    ,SI,A-18311,SWNW S1-T15-R14W,12586,1,1,2A,,Farwell Main Canal,,Sherman Reservoir,2049.0,AF,,,53414.5,Sherman,Lower Loup,102100030601,2005-05-18,2008-09-01T00:00:00,2005-10-14T00:00:00,Farwell Main Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
5519,Active    ,SI,A-17307,SWNW S1-T15-R14W,12585,1,1,2A,,Farwell Main Canal,,Sherman Reservoir,297.0,AF,,,53414.5,Sherman,Lower Loup,102100030601,1993-08-24,1997-10-01T00:00:00,1994-06-20T00:00:00,Farwell Main Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
5518,Active    ,SI,A-16814,SWNW S1-T15-R14W,12584,1,1,2A,,Farwell Main Canal,,Sherman Reservoir,2049.0,AF,,,53414.5,Sherman,Lower Loup,102100030601,1989-06-05,1992-10-01T00:00:00,1989-07-17T00:00:00,Farwell Main Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
5506,Active    ,SI,A-16400,SWNW S1-T15-R14W,12583,1,1,2A,,Farwell Main Canal,,Sherman Reservoir,2049.0,AF,,,53414.5,Sherman,Lower Loup,102100030601,1985-06-18,1987-10-01T00:00:00,1985-07-15T00:00:00,Farwell Main Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12460,Active    ,ST,A-19154,SENW S28-T5-R27W,12861,1,1,1B,,Dry Creek 1-A,,"Dry Creek, Trib. To",15.4,AF,,,,Frontier,Middle Republican,102500040805,2013-10-28,,2015-07-02T00:00:00,,,,,,Storage,Null GPM,0.0
12701,Active    ,SO,A-19030, S13-T31-R7W,13262,1,1,2C,,Pump,,Sandbox Pond,14.0,AF,,,10.0,Knox,Lower Niobrara,101500071005,2013-02-25,2017-09-01T00:00:00,2014-12-12T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12565,Active    ,ST,A-19351,SWNE S34-T5-R18W,12960,1,1,1B,,Johnson Reservoir 2069,,"Turkey Creek, Trib. To",21.6,AF,,,,Phelps,Tri-Basin,102500160102,2015-04-13,,2015-05-27T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
