OID_,ProjectID,RightID,ApplicationNumber,LegalDescription,SubSectionID,Section_,Township,Range,RangeDirectionID,HUC_12,Status,Use,Canal_System,Irrigation_District,County,NRD_1,Water_Division,Source,Current_Acres,Grant_,Units,PriorityDate,Longitude,Latitude
309,1,4984,A-15667,NW SW S21 T03N-R13E,9,21,3,13,1,102400080205.000000000000000,Active,ST - Storage,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Crooked Branch, Trib. To",,44.899999999999999,AF,6/26/1980 0:00:00,-95.972051710136029,40.209320875163762
310,1,2128,A-11060,NE NE S02 T03N-R06W,6,2,3,6,2,102702060509.000000000000000,Active,ST - Storage,,,Nuckolls,Little Blue,1C - Little Blue River,"Blue River, Little, Trib. To",,64.000000000000000,AF,3/7/1967 0:00:00,-97.956252580937644,40.262966934943123
311,1,2383,A-2537,NE SE S06 T03N-R01W,14,6,3,1,2,102702060806.000000000000000,Active,IR - Irrigation from Natural Stream,,,Thayer,Little Blue,1C - Little Blue River,"Sandy Creek, Big",40.399999999999999,0.290000000000000,CFS,4/11/1935 0:00:00,-97.467448005699040,40.253091215295505
312,1,4991,A-16337,SE NW S24 T03N-R12E,4,24,3,12,1,102400080205.000000000000000,Active,ST - Storage,,,Pawnee,Nemaha,1F - Nemaha River and Lower Missouri River,"Kirkham Creek, Trib. To",,34.000000000000000,AF,10/17/1984 0:00:00,-96.022802788279378,40.211538671907128
313,1,3801,A-13968,SE NW S07 T03N-R04E,4,7,3,4,1,102702020302.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Jefferson,Lower Big Blue,1D - Big Blue River,Cub Creek Reservoir 10-C,51.700000000000003,0.000000000000000,AF,1/29/1976 0:00:00,-97.023270179235524,40.242957139172375
314,1,5011,A-11606,SE SW S16 T03N-R10E,12,16,3,10,1,102400070101.000000000000000,Active,ST - Storage,,,Pawnee,Nemaha,1F - Nemaha River and Lower Missouri River,"Rock Creek, Trib. To",,20.500000000000000,AF,12/19/1968 0:00:00,-96.304646725906096,40.221760532489036
315,1,10301,A-16224A,NW NW S17 T03N-R07E,1,17,3,7,1,102702020601.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Cedar Creek,193.500000000000000,2.760000000000000,CFS,8/4/1983 0:00:00,-96.669509011868243,40.233316416320818
316,1,3800,A-11413,SW NE S07 T03N-R04E,7,7,3,4,1,102702020302.000000000000000,Active,ST - Storage,,,Jefferson,Lower Big Blue,1D - Big Blue River,"Cub Creek, Trib. To",,68.799999999999997,AF,5/7/1968 0:00:00,-97.019581065319329,40.243290470079600
317,1,3766,A-12739,NW NE S10 T03N-R02E,5,10,3,2,1,102702020301.000000000000000,Active,ST - Storage,,,Jefferson,Lower Big Blue,1D - Big Blue River,"Cub Creek, Trib. To",,121.099999999999994,AF,9/5/1972 0:00:00,-97.187679550319501,40.247692920916705
318,1,3789,A-11756,SE NE S11 T03N-R03E,8,11,3,3,1,102702020302.000000000000000,Active,ST - Storage,,,Jefferson,Lower Big Blue,1D - Big Blue River,"Cub Creek, Trib. To",,235.300000000000011,AF,7/29/1969 0:00:00,-97.051374107103427,40.244357572724290
319,1,2129,A-9090,SW SW S36 T04N-R06W,11,36,4,6,2,102702060509.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nuckolls,Little Blue,1C - Little Blue River,"Blue River, Little",3.000000000000000,0.040000000000000,CFS,1/9/1957 0:00:00,-97.951648532123471,40.265308043803543
320,1,1285,A-6630,NW SE S27 T04N-R25W,13,27,4,25,2,102500090301.000000000000000,Active,IR - Irrigation from Natural Stream,,,Furnas,Lower Republican,1B - Republican River,Republican River,62.700000000000003,0.560000000000000,CFS,8/20/1954 0:00:00,-100.126638316621040,40.283857378389051
321,1,1284,A-6695,NW SE S28 T04N-R25W,13,28,4,25,2,102500090301.000000000000000,Active,IR - Irrigation from Natural Stream,,,Furnas,Lower Republican,1B - Republican River,Republican River,70.200000000000003,0.070000000000000,CFS,9/25/1954 0:00:00,-100.143071615935469,40.284253301387324
322,1,1281,A-5767,NW SE S28 T04N-R25W,13,28,4,25,2,102500090301.000000000000000,Active,IR - Irrigation from Natural Stream,,,Furnas,Lower Republican,1B - Republican River,Republican River,70.200000000000003,0.550000000000000,CFS,12/3/1953 0:00:00,-100.143071615935469,40.284253301387324
323,1,2137,A-12402,SW SE S31 T04N-R05W,15,31,4,5,2,102702060509.000000000000000,Active,ST - Storage,,,Nuckolls,Little Blue,1C - Little Blue River,"Blue River, Little, Trib. To",,23.100000000000001,AF,10/18/1971 0:00:00,-97.922728161604979,40.265391503689152
324,1,3976,A-12211,SW SW S12 T03N-R07E,11,12,3,7,1,102702020602.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Bloody Run, Trib. To",,37.899999999999999,AF,4/7/1971 0:00:00,-96.592574018717627,40.233331345900439
325,1,2169,A-11944,SE SE S36 T04N-R05W,16,36,4,5,2,102702061002.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nuckolls,Little Blue,1C - Little Blue River,"Blue River, Little, Trib. To",28.000000000000000,0.400000000000000,CFS,5/20/1970 0:00:00,-97.824160914526360,40.263868750037119
326,1,2320,A-17161,SE SE S16 T04N-R04W,16,16,4,4,2,102702060804.000000000000000,Active,IR - Irrigation from Natural Stream,,,Thayer,Little Blue,1C - Little Blue River,"Sandy Creek, Big",35.000000000000000,0.500000000000000,CFS,3/10/1992 0:00:00,-97.766028562381493,40.310703216047202
327,1,4975,A-16340,SW SW S32 T04N-R13E,11,32,4,13,1,102400080205.000000000000000,Active,ST - Storage,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,"Long Branch, Trib. To",,59.399999999999999,AF,10/17/1984 0:00:00,-95.992541874194217,40.262367628200373
328,1,1363,A-13217,NW NW S12 T04N-R22W,1,12,4,22,2,102500090505.000000000000000,Active,IR - Irrigation from Natural Stream,,,Furnas,Lower Republican,1B - Republican River,Turkey Creek,64.200000000000003,0.920000000000000,CFS,10/3/1974 0:00:00,-99.759871859074835,40.333333933820406
329,1,3671,A-12734,SW NE S20 T04N-R02E,7,20,4,2,1,102702040204.000000000000000,Active,IR - Irrigation from Natural Stream,,,Jefferson,Lower Big Blue,1D - Big Blue River,"Swan Creek, South Fork, Trib. To",94.000000000000000,1.340000000000000,CFS,9/1/1972 0:00:00,-97.225979180729553,40.300703416746963
330,1,4974,A-16121,SE SE S31 T04N-R13E,16,31,4,13,1,102400080205.000000000000000,Active,ST - Storage,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,"Long Branch, Trib. To",,81.299999999999997,AF,6/14/1982 0:00:00,-95.994892267307534,40.264076462628225
331,1,3907,A-14015,SW NE S26 T04N-R06E,7,26,4,6,1,102702020408.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Bear Creek,42.500000000000000,0.610000000000000,CFS,2/11/1976 0:00:00,-96.714066357044715,40.287559519339801
332,1,9854,A-11817B,NW NW S07 T04N-R25W,1,7,4,25,2,102500080504.000000000000000,Active,IR - Irrigation from Natural Stream,,,Furnas,Lower Republican,1B - Republican River,Medicine Creek,136.199999999999989,0.810000000000000,CFS,10/27/1969 0:00:00,-100.197128971029997,40.335459446939950
333,1,1272,A-3632,NW NW S07 T04N-R25W,1,7,4,25,2,102500080504.000000000000000,Active,IR - Irrigation from Natural Stream,,,Furnas,Lower Republican,1B - Republican River,Medicine Creek,76.500000000000000,0.380000000000000,CFS,8/21/1943 0:00:00,-100.197127116439404,40.335611255421917
334,1,1277,A-3701,NW NW S07 T04N-R25W,1,7,4,25,2,102500080504.000000000000000,Active,IR - Irrigation from Natural Stream,,,Furnas,Lower Republican,1B - Republican River,Medicine Creek,76.500000000000000,0.140000000000000,CFS,3/22/1944 0:00:00,-100.197127116439404,40.335611255421917
335,1,2315,A-13407,NE SW S16 T04N-R04W,10,16,4,4,2,102702060804.000000000000000,Active,IR - Irrigation from Natural Stream,,,Thayer,Little Blue,1C - Little Blue River,"Sandy Creek, Big",142.000000000000000,2.030000000000000,CFS,2/14/1975 0:00:00,-97.777520842855282,40.314442025493172
336,1,2316,A-10363,SW NE S16 T04N-R04W,7,16,4,4,2,102702060804.000000000000000,Active,IR - Irrigation from Natural Stream,,,Thayer,Little Blue,1C - Little Blue River,"Sandy Creek, Big",61.000000000000000,0.870000000000000,CFS,4/30/1964 0:00:00,-97.773121214452857,40.314460455464882
337,1,4935,A-13775,SE NW S36 T04N-R11E,4,36,4,11,1,102400080201.000000000000000,Active,IR - Irrigation from Natural Stream,,,Johnson,Nemaha,1F - Nemaha River and Lower Missouri River,Elk Creek,123.200000000000003,1.760000000000000,CFS,8/28/1975 0:00:00,-96.135590127481549,40.270712697047202
338,1,3928,A-14432,SE NE S27 T04N-R07E,8,27,4,7,1,102702020601.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Cedar Creek, Trib. To",,108.200000000000003,AF,8/31/1976 0:00:00,-96.618915849429413,40.286275124944623
339,1,1271,A-5560,SW SW S06 T04N-R25W,11,6,4,25,2,102500080504.000000000000000,Active,IR - Irrigation from Natural Stream,,,Furnas,Lower Republican,1B - Republican River,Medicine Creek,50.560000000000002,0.510000000000000,CFS,9/11/1953 0:00:00,-100.196711234364273,40.337734583580698
340,1,3818,A-9316,SE SW S24 T04N-R05E,12,24,4,5,1,102702020304.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Cub Creek,46.000000000000000,0.660000000000000,CFS,3/9/1957 0:00:00,-96.814604842579598,40.293538643743496
341,1,1270,A-3608,SE SE S01 T04N-R26W,16,1,4,26,2,102500080504.000000000000000,Active,IR - Irrigation from Natural Stream,,,Red Willow,Middle Republican,1B - Republican River,Medicine Creek,9.400000000000000,0.090000000000000,CFS,4/20/1943 0:00:00,-100.197832986014035,40.338840340089519
342,1,4967,A-16566,SW NE S34 T04N-R12E,7,34,4,12,1,102400080205.000000000000000,Active,ST - Storage,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,"Long Branch, Trib. To",,60.500000000000000,AF,7/10/1987 0:00:00,-96.053421361687228,40.271114111711043
343,1,5101,A-14830,SE SW S34 T04N-R14E,12,34,4,14,1,102400080304.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,Muddy Creek,112.000000000000000,1.600000000000000,CFS,3/21/1977 0:00:00,-95.836215389571024,40.263776781598054
344,1,2349,A-12388,SE SE S12 T04N-R06W,16,12,4,6,2,102702060801.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nuckolls,Little Blue,1C - Little Blue River,"Sandy Creek, Big, South Fork",43.000000000000000,0.610000000000000,CFS,9/27/1971 0:00:00,-97.937301013418377,40.322642334380774
345,1,3827,A-8701,NW SE S19 T04N-R06E,13,19,4,6,1,102702020405.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big",349.000000000000000,5.000000000000000,CFS,7/30/1956 0:00:00,-96.793319801145117,40.296377785711570
346,1,2352,A-14720,SW SW S11 T04N-R05W,11,11,4,5,2,102702060801.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nuckolls,Little Blue,1C - Little Blue River,"Sandy Creek, Big, South Fork, Trib. To",40.000000000000000,0.570000000000000,CFS,2/15/1977 0:00:00,-97.857441252166907,40.322074351296415
347,1,3820,A-11313,NE SW S24 T04N-R05E,10,24,4,5,1,102702020304.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Cub Creek,9.000000000000000,0.130000000000000,CFS,1/15/1968 0:00:00,-96.813000297130358,40.297469700185474
348,1,2112,A-15035,NE SE S07 T04N-R06W,14,7,4,6,2,102702060509.000000000000000,Active,ST - Storage,,,Nuckolls,Little Blue,1C - Little Blue River,"Blue River, Little, Trib. To",,24.100000000000001,AF,7/18/1977 0:00:00,-98.030998051799926,40.325605933212572
349,1,1553,A-13914,NW SE S06 T04N-R18W,13,6,4,18,2,102500160102.000000000000000,Active,IR - Irrigation from Natural Stream,,,Harlan,Lower Republican,1B - Republican River,Turkey Creek,307.860000000000014,4.400000000000000,CFS,12/22/1975 0:00:00,-99.396200646530602,40.341291048797764
350,1,2052,A-11262,SW NW S09 T04N-R08W,3,9,4,8,2,102702060501.000000000000000,Active,ST - Storage,,,Nuckolls,Little Blue,1C - Little Blue River,"Dry Creek, Trib. To",,27.410000000000000,AF,10/16/1967 0:00:00,-98.234065153203673,40.329824996476539
351,1,3925,A-11779,SW SE S23 T04N-R07E,15,23,4,7,1,102702020601.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Cedar Creek, Trib. To",,57.399999999999999,AF,8/22/1969 0:00:00,-96.603493277507837,40.292685573569067
352,1,3822,A-13542,SW NE S24 T04N-R05E,7,24,4,5,1,102702020304.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Cub Creek,31.000000000000000,0.440000000000000,CFS,4/9/1975 0:00:00,-96.811635188977760,40.299695027037430
353,1,2053,A-11818,SW NW S09 T04N-R08W,3,9,4,8,2,102702060501.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Nuckolls,Little Blue,1C - Little Blue River,Hubl Reservoir,55.000000000000000,13.369999999999999,AF,10/27/1969 0:00:00,-98.233952150828685,40.331121423985202
354,1,3926,A-11781,SW SE S23 T04N-R07E,15,23,4,7,1,102702020601.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Gage,Lower Big Blue,1D - Big Blue River,Cedar Creek Reservoir 9-E,122.000000000000000,0.000000000000000,AF,8/22/1969 0:00:00,-96.603673240468041,40.294051600303298
355,1,3923,A-11778,SW SW S24 T04N-R07E,11,24,4,7,1,102702020601.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Cedar Creek, Trib. To",,107.799999999999997,AF,8/22/1969 0:00:00,-96.591448549964966,40.294760376779607
356,1,3811,A-11827,NW NE S20 T04N-R05E,5,20,4,5,1,102702020304.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Cub Creek, Trib. To",,4.900000000000000,AF,11/28/1969 0:00:00,-96.888481516872162,40.303530719706302
357,1,2350,A-12415,NW SW S08 T04N-R05W,9,8,4,5,2,102702060801.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nuckolls,Little Blue,1C - Little Blue River,"Sandy Creek, Big, South Fork, Trib. To",76.000000000000000,1.090000000000000,CFS,11/2/1971 0:00:00,-97.913982762764448,40.327980104465077
358,1,2067,A-11952,SE NW S08 T04N-R07W,4,8,4,7,2,102702060504.000000000000000,Active,ST - Storage,,,Nuckolls,Little Blue,1C - Little Blue River,"Blue River, Little, Trib. To",,107.799999999999997,AF,6/2/1970 0:00:00,-98.134842263412438,40.331913535573541
359,1,3765,A-11251,SW NE S24 T04N-R05E,7,24,4,5,1,102702020404.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big",141.000000000000000,2.010000000000000,CFS,9/13/1967 0:00:00,-96.811952133983851,40.302476927269204
360,1,3924,A-11780,NW SW S24 T04N-R07E,9,24,4,7,1,102702020601.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Gage,Lower Big Blue,1D - Big Blue River,Cedar Creek Reservoir 9-B,120.000000000000000,0.000000000000000,AF,8/22/1969 0:00:00,-96.592262627368072,40.296661700747215
361,1,2348,A-13216,SE NE S10 T04N-R06W,8,10,4,6,2,102702060801.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nuckolls,Little Blue,1C - Little Blue River,"Sandy Creek, Big, South Fork, Trib. To",25.000000000000000,0.360000000000000,CFS,10/3/1974 0:00:00,-97.972929977564633,40.330440155230043
362,1,4931,A-16971,SE NW S28 T04N-R11E,4,28,4,11,1,102400080201.000000000000000,Active,IR - Irrigation from Natural Stream,,,Johnson,Nemaha,1F - Nemaha River and Lower Missouri River,Todd Creek,57.000000000000000,0.810000000000000,CFS,4/9/1990 0:00:00,-96.191798370726218,40.284435513261450
363,1,2050,A-16776,NW NE S08 T04N-R08W,5,8,4,8,2,102702060501.000000000000000,Active,ST - Storage,,,Nuckolls,Little Blue,1C - Little Blue River,"Liberty Creek, Trib. To",,14.770000000000000,AF,4/19/1989 0:00:00,-98.245371111687319,40.335538161134743
364,1,4932,A-16972,SW NW S28 T04N-R11E,3,28,4,11,1,102400080201.000000000000000,Active,ST - Storage,,,Johnson,Nemaha,1F - Nemaha River and Lower Missouri River,Todd Creek,,19.879999999999999,AF,4/9/1990 0:00:00,-96.193903741125979,40.285018863350054
365,1,2073,A-4634,NE NE S11 T04N-R07W,6,11,4,7,2,102702060504.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nuckolls,Little Blue,1C - Little Blue River,"Blue River, Little",82.599999999999994,0.600000000000000,CFS,4/6/1950 0:00:00,-98.071869481404448,40.333030476906693
366,1,9743,A-18052,NE NW S30 T04N-R10E,2,30,4,10,1,102400070101.000000000000000,Active,ST - Storage,,,Johnson,Nemaha,1F - Nemaha River and Lower Missouri River,"Sampson Branch, Trib. To",,22.300000000000001,AF,3/15/2002 0:00:00,-96.345544631427401,40.290672380054005
367,1,3810,A-12697,SW SE S13 T04N-R04E,15,13,4,4,1,102702020304.000000000000000,Active,IR - Irrigation from Natural Stream,,,Jefferson,Lower Big Blue,1D - Big Blue River,"Cub Creek, Trib. To",80.000000000000000,1.140000000000000,CFS,7/27/1972 0:00:00,-96.920937834474472,40.308577115196471
368,1,3749,A-12462,NE SW S15 T04N-R04E,10,15,4,4,1,102702020401.000000000000000,Active,IR - Irrigation from Natural Stream,,,Jefferson,Lower Big Blue,1D - Big Blue River,"Blue River, Big, Trib. To",130.000000000000000,1.860000000000000,CFS,12/16/1971 0:00:00,-96.967862555908098,40.309892877828901
369,1,3860,A-16322,NE NW S22 T04N-R06E,2,22,4,6,1,102702020403.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Indian Creek,73.000000000000000,1.040000000000000,CFS,8/13/1984 0:00:00,-96.741316716660563,40.303919806029946
370,1,5095,A-16885,NW NE S32 T04N-R14E,5,32,4,14,1,102400080304.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,Muddy Creek,155.000000000000000,2.210000000000000,CFS,9/14/1989 0:00:00,-95.867488758819022,40.275448794886735
371,1,5092,A-13733,SW SE S29 T04N-R14E,15,29,4,14,1,102400080304.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,Muddy Creek,140.800000000000011,2.010000000000000,CFS,8/12/1975 0:00:00,-95.868064229422984,40.276059098068771
372,1,3960,A-10605,NE SE S22 T04N-R08E,14,22,4,8,1,102702020602.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Mud Creek, Trib. To",,71.099999999999994,AF,4/6/1965 0:00:00,-96.504609167130397,40.298020202394589
373,1,5097,A-14689,SW SE S28 T04N-R14E,15,28,4,14,1,102400080304.000000000000000,Active,ST - Storage,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,"Muddy Creek, Trib. To",,216.300000000000011,AF,2/7/1977 0:00:00,-95.847587340957332,40.276022779645032
374,1,4973,A-16339,NE SW S29 T04N-R13E,10,29,4,13,1,102400080205.000000000000000,Active,ST - Storage,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,"Long Branch, Trib. To",,57.000000000000000,AF,10/17/1984 0:00:00,-95.986405372440117,40.281356124861802
375,1,5099,A-16302,SE SE S28 T04N-R14E,16,28,4,14,1,102400080304.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,Muddy Reservoir No. 10,203.300000000000011,0.000000000000000,AF,5/21/1984 0:00:00,-95.844771700152961,40.276528095869587
376,1,3751,A-12531,NW SW S13 T04N-R04E,9,13,4,4,1,102702020401.000000000000000,Active,IR - Irrigation from Natural Stream,,,Jefferson,Lower Big Blue,1D - Big Blue River,"Blue River, Big, Trib. To",21.000000000000000,0.300000000000000,CFS,3/6/1972 0:00:00,-96.931337625882122,40.311664009406613
377,1,4972,A-16897,SE NE S26 T04N-R12E,8,26,4,12,1,102400080205.000000000000000,Active,ST - Storage,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,"Long Branch, Trib. To",,93.799999999999997,AF,11/27/1989 0:00:00,-96.033161090140638,40.283772987692821
