AllocationNativeID,MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,OwnerClassificationCVPopulationServed,PowerType,PrimaryUseCategory,WaterAllocationNativeURL,OwnerClassificationCV,PopulationServed
A-13943B,NEDNR_Water Rights,NEDNR,NEwr_S1094,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13944,NEDNR_Water Rights,NEDNR,NEwr_S2967,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13945,NEDNR_Water Rights,NEDNR,NEwr_S2959,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13946,NEDNR_Water Rights,NEDNR,NEwr_S11439,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13947,NEDNR_Water Rights,NEDNR,NEwr_S2934,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13950,NEDNR_Water Rights,NEDNR,"NEwr_S2922,NEwr_S2923,NEwr_S2924,NEwr_S2921",NEDNR_Allocation,,,,,,,,,,Active,,1976-01-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13953,NEDNR_Water Rights,NEDNR,NEwr_S2945,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13954R,NEDNR_Water Rights,NEDNR,NEwr_S12169,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13955,NEDNR_Water Rights,NEDNR,NEwr_S4003,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13956,NEDNR_Water Rights,NEDNR,"NEwr_S2928,NEwr_S2927,NEwr_S2929",NEDNR_Allocation,,,,,,,,,,Active,,1976-01-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13958,NEDNR_Water Rights,NEDNR,NEwr_S2946,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13959,NEDNR_Water Rights,NEDNR,NEwr_S5291,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13960,NEDNR_Water Rights,NEDNR,"NEwr_S10297,NEwr_S10296",NEDNR_Allocation,,,,,,,,,,Active,,1976-01-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13965,NEDNR_Water Rights,NEDNR,"NEwr_S9641,NEwr_S9640",NEDNR_Allocation,,,,,,,,,,Active,,1976-01-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13966,NEDNR_Water Rights,NEDNR,NEwr_S1196,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13967,NEDNR_Water Rights,NEDNR,NEwr_S10014,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-29,,09/30,04/01,,0.0,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13968,NEDNR_Water Rights,NEDNR,"NEwr_S11501,NEwr_S11502",NEDNR_Allocation,,,,,,,,,,Active,,1976-01-29,,09/30,04/01,,51.7,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-1397,NEDNR_Water Rights,NEDNR,NEwr_S6025,NEDNR_Allocation,,,,,,,,,,Active,,1889-12-19,,09/30,04/01,,0,Irrigation and Incidental Underground Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13971,NEDNR_Water Rights,NEDNR,NEwr_S10552,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13972,NEDNR_Water Rights,NEDNR,"NEwr_S2947,NEwr_S2948,NEwr_S2949",NEDNR_Allocation,,,,,,,,,,Active,,1976-01-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13974,NEDNR_Water Rights,NEDNR,NEwr_S4248,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-29,,09/30,04/01,,95.3,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13975,NEDNR_Water Rights,NEDNR,"NEwr_S5213,NEwr_S5212,NEwr_S5214",NEDNR_Allocation,,,,,,,,,,Active,,1976-01-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13976,NEDNR_Water Rights,NEDNR,NEwr_S2916,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-30,,09/30,04/01,,16.5,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13978,NEDNR_Water Rights,NEDNR,NEwr_S9626,NEDNR_Allocation,,,,,,,,,,Active,,1976-01-30,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13981,NEDNR_Water Rights,NEDNR,NEwr_S5249,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-02,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13987A,NEDNR_Water Rights,NEDNR,"NEwr_S6608,NEwr_S6607",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13987B,NEDNR_Water Rights,NEDNR,NEwr_S6609,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13988,NEDNR_Water Rights,NEDNR,NEwr_S2917,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13989,NEDNR_Water Rights,NEDNR,NEwr_S5415,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-1398R,NEDNR_Water Rights,NEDNR,"NEwr_S12112,NEwr_S12111",NEDNR_Allocation,,,,,,,,,,Active,,1887-09-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-1399,NEDNR_Water Rights,NEDNR,NEwr_S7923,NEDNR_Allocation,,,,,,,,,,Active,,1915-01-14,,09/30,04/01,,800.0,Supplemental Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13990,NEDNR_Water Rights,NEDNR,NEwr_S2938,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13991,NEDNR_Water Rights,NEDNR,NEwr_S8372,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13992,NEDNR_Water Rights,NEDNR,NEwr_S8954,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13993,NEDNR_Water Rights,NEDNR,NEwr_S2914,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13997R,NEDNR_Water Rights,NEDNR,"NEwr_S1042,NEwr_S1043,NEwr_S1041",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13998,NEDNR_Water Rights,NEDNR,NEwr_S5245,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-13999,NEDNR_Water Rights,NEDNR,NEwr_S2970,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14000,NEDNR_Water Rights,NEDNR,NEwr_S2972,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14001,NEDNR_Water Rights,NEDNR,NEwr_S2971,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14002A,NEDNR_Water Rights,NEDNR,"NEwr_S2973,NEwr_S2974",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14002B,NEDNR_Water Rights,NEDNR,"NEwr_S1032,NEwr_S1033",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14003,NEDNR_Water Rights,NEDNR,"NEwr_S6093,NEwr_S6094",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14005,NEDNR_Water Rights,NEDNR,"NEwr_S2984,NEwr_S2982,NEwr_S2983",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14009,NEDNR_Water Rights,NEDNR,NEwr_S8643,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-10,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14014,NEDNR_Water Rights,NEDNR,NEwr_S3846,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14015,NEDNR_Water Rights,NEDNR,NEwr_S6096,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14017,NEDNR_Water Rights,NEDNR,"NEwr_S2985,NEwr_S2986",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-12,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14018A,NEDNR_Water Rights,NEDNR,NEwr_S10065,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14018B,NEDNR_Water Rights,NEDNR,NEwr_S10066,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14018C,NEDNR_Water Rights,NEDNR,NEwr_S10067,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14019,NEDNR_Water Rights,NEDNR,"NEwr_S8502,NEwr_S8503",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14022,NEDNR_Water Rights,NEDNR,NEwr_S6953,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14026,NEDNR_Water Rights,NEDNR,"NEwr_S2988,NEwr_S2987",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14028,NEDNR_Water Rights,NEDNR,NEwr_S3026,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14029,NEDNR_Water Rights,NEDNR,NEwr_S3027,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14031,NEDNR_Water Rights,NEDNR,"NEwr_S3768,NEwr_S3767,NEwr_S3766",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14032,NEDNR_Water Rights,NEDNR,NEwr_S6700,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14033,NEDNR_Water Rights,NEDNR,NEwr_S3400,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14035,NEDNR_Water Rights,NEDNR,NEwr_S8483,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14038,NEDNR_Water Rights,NEDNR,"NEwr_S3383,NEwr_S3382,NEwr_S3384,NEwr_S3381",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14042,NEDNR_Water Rights,NEDNR,NEwr_S10430,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14043,NEDNR_Water Rights,NEDNR,"NEwr_S5910,NEwr_S5861,NEwr_S5911,NEwr_S5860,NEwr_S5862,NEwr_S5863",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-19,,09/30,04/01,,3.0,"Storage Use-only,Supplemental Irrigation",,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14045,NEDNR_Water Rights,NEDNR,NEwr_S3394,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-20,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14048,NEDNR_Water Rights,NEDNR,"NEwr_S3386,NEwr_S3387",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14049,NEDNR_Water Rights,NEDNR,"NEwr_S3379,NEwr_S3380,NEwr_S3376,NEwr_S3377,NEwr_S3378,NEwr_S3375",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14052,NEDNR_Water Rights,NEDNR,NEwr_S3863,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-24,,09/30,04/01,,218.8,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14053,NEDNR_Water Rights,NEDNR,NEwr_S3397,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-24,,09/30,04/01,,146.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14054A,NEDNR_Water Rights,NEDNR,NEwr_S3416,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14054B,NEDNR_Water Rights,NEDNR,NEwr_S11485,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14055,NEDNR_Water Rights,NEDNR,"NEwr_S5215,NEwr_S5216,NEwr_S5217",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14057,NEDNR_Water Rights,NEDNR,"NEwr_S11510,NEwr_S11509",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-25,,09/30,04/01,,156.79,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14061,NEDNR_Water Rights,NEDNR,"NEwr_S8759,NEwr_S8757,NEwr_S8758",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14064,NEDNR_Water Rights,NEDNR,NEwr_S6379,NEDNR_Allocation,,,,,,,,,,Active,,1976-02-27,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14065,NEDNR_Water Rights,NEDNR,"NEwr_S3407,NEwr_S3408,NEwr_S3410,NEwr_S3409",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-27,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14066,NEDNR_Water Rights,NEDNR,"NEwr_S13,NEwr_S14,NEwr_S18,NEwr_S15,NEwr_S17,NEwr_S16",NEDNR_Allocation,,,,,,,,,,Active,,1976-02-27,,09/30,04/01,,0.0,"Storage Use-only,Supplemental Irrigation",,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14067,NEDNR_Water Rights,NEDNR,NEwr_S11356,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14068,NEDNR_Water Rights,NEDNR,NEwr_S11751,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-02,,09/30,04/01,,231.2,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14069,NEDNR_Water Rights,NEDNR,NEwr_S3411,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-02,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14072,NEDNR_Water Rights,NEDNR,NEwr_S3412,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-03,,09/30,04/01,,55.3,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14076,NEDNR_Water Rights,NEDNR,"NEwr_S3424,NEwr_S3422,NEwr_S3423",NEDNR_Allocation,,,,,,,,,,Active,,1976-03-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14078,NEDNR_Water Rights,NEDNR,"NEwr_S5417,NEwr_S5416",NEDNR_Allocation,,,,,,,,,,Active,,1976-03-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14079,NEDNR_Water Rights,NEDNR,"NEwr_S3417,NEwr_S3419,NEwr_S3420,NEwr_S3421,NEwr_S3418",NEDNR_Allocation,,,,,,,,,,Active,,1976-03-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14080,NEDNR_Water Rights,NEDNR,NEwr_S5418,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14084,NEDNR_Water Rights,NEDNR,NEwr_S6380,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-08,,09/30,04/01,,50.7,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14085,NEDNR_Water Rights,NEDNR,"NEwr_S3436,NEwr_S3435,NEwr_S3434",NEDNR_Allocation,,,,,,,,,,Active,,1976-03-10,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14086,NEDNR_Water Rights,NEDNR,"NEwr_S22,NEwr_S20,NEwr_S23,NEwr_S19,NEwr_S21",NEDNR_Allocation,,,,,,,,,,Active,,1976-03-11,,09/30,04/01,,0.0,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14087,NEDNR_Water Rights,NEDNR,NEwr_S9047,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14088,NEDNR_Water Rights,NEDNR,"NEwr_S10615,NEwr_S10614",NEDNR_Allocation,,,,,,,,,,Active,,1976-03-12,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14089,NEDNR_Water Rights,NEDNR,"NEwr_S10645,NEwr_S10643,NEwr_S10644",NEDNR_Allocation,,,,,,,,,,Active,,1976-03-12,,09/30,04/01,,0.0,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14090,NEDNR_Water Rights,NEDNR,NEwr_S10618,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14092,NEDNR_Water Rights,NEDNR,NEwr_S3443,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-12,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14096A,NEDNR_Water Rights,NEDNR,NEwr_S3952,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14096B,NEDNR_Water Rights,NEDNR,NEwr_S3953,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14097,NEDNR_Water Rights,NEDNR,"NEwr_S8429,NEwr_S8430",NEDNR_Allocation,,,,,,,,,,Active,,1976-03-15,,09/30,04/01,,5.17,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14098,NEDNR_Water Rights,NEDNR,NEwr_S3437,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14101,NEDNR_Water Rights,NEDNR,NEwr_S4523,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-16,,09/30,04/01,,22.9,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14104,NEDNR_Water Rights,NEDNR,"NEwr_S3455,NEwr_S3454",NEDNR_Allocation,,,,,,,,,,Active,,1976-03-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14108,NEDNR_Water Rights,NEDNR,NEwr_S3460,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14109,NEDNR_Water Rights,NEDNR,NEwr_S3457,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14110,NEDNR_Water Rights,NEDNR,NEwr_S5419,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14113,NEDNR_Water Rights,NEDNR,NEwr_S3453,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-22,,09/30,04/01,,11.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14115,NEDNR_Water Rights,NEDNR,"NEwr_S4530,NEwr_S4529",NEDNR_Allocation,,,,,,,,,,Active,,1976-03-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14117,NEDNR_Water Rights,NEDNR,NEwr_S3459,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14118,NEDNR_Water Rights,NEDNR,NEwr_S12141,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-14120,NEDNR_Water Rights,NEDNR,NEwr_S4978,NEDNR_Allocation,,,,,,,,,,Active,,1976-03-24,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
