FID_1,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,SHAPE_Leng,Shape__Are,Shape__Len,Shape_Length,Shape_Area,Longitude,Latitude
338,Echo Mutual Water System,Echo Mutual Water Company,Echo Mutual Water System,C,1072,1233,UTAH22003,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1233, , ,Utah,Summit,Weber River,2/1/2004,Echo,02-01-04a,Echo,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,7431.689166,2490253.525,7431.689166,7431.689166,2490253.525,-111.4498685,40.98435777
339,Manila Town Water System,Manila Town Water System,Manila Town Water System,C,231,1173,UTAH05003,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1173, , ,Utah,Daggett,Uintah,7/1/2005,Flaming Gorge Reservoir,07-01-05a,Flaming Gorge Reservoir,2019,DWRe/Supplier,12/5/2018 0:00,ADAMCLARK,10/19/2020 0:00,21722.5906,18980891.35,21722.5906,21722.5906,18980891.34,-109.7069225,40.98528026
340,Dominion Energy - Clay Basin Camp,Questar Pipeline Co. - (Clay Basin),Dominion Energy - Clay Basin Camp,C,253,1906,UTAH05036,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1906, , ,Utah,Daggett,Uintah,7/1/2006,Crouse Creek,07-01-06a,Crouse Creek,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,15930.01176,6708068.92,15930.01176,15930.01176,6708068.92,-109.2019708,40.98303083
341,Richville,Richville Pipeline Company,Richville,C,720,1380,UTAH15012,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1380, , ,Utah,Morgan,Weber River,2/1/2007,Morgan,02-01-07a,Morgan,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,5062.186846,850981.75,5062.186846,5062.186846,850981.75,-111.6904561,41.01011459
342,Henefer Town Water System,Henefer Town,Henefer Town Water System,C,1074,1214,UTAH22005,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1214, , ,Utah,Summit,Weber River,2/1/2004,Echo,02-01-04a,Echo,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,8577.317164,2379558.485,8577.317164,8577.317164,2379558.485,-111.4952021,41.01862399
343,South Robinson Spring Water Users,South Robinson Spring Water Users,South Robinson Spring Water Users,C,726,1011,UTAH15018,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1011, , ,Utah,Morgan,Weber River,2/1/2007,Morgan,02-01-07a,Morgan,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,1002.726133,53778.58997,1002.726133,1002.726133,53778.59,-111.672707,41.04807404
344,Morgan City Water System,Morgan City Corporation,Morgan City Water System,C,716,1170,UTAH15008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1170, , ,Utah,Morgan,Weber River,2/1/2007,Morgan,02-01-07a,Morgan,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,16034.32722,7637027.77,16034.32722,16034.32722,7637027.77,-111.6802757,41.04130703
345,Fruit Heights City Water System,Fruit Heights Culinary Water System,Fruit Heights City Water System,C,276,1032,UTAH06017,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1032, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019,DWRe,4/10/2018 0:00,ADAMCLARK,10/19/2020 0:00,14089.78508,6063976.31,14089.78508,14089.78508,6063976.311,-111.9082411,41.02743783
346,Croydon Pipeline Corp.,Croydon Pipeline Company,Croydon Pipeline Corporation,C,709,10931,UTAH15001,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10931, , ,Utah,Morgan,Weber River,2/1/2005,Lost Creek,02-01-05a,Lost Creek,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,2231.850258,210899.9202,2231.850258,2231.850258,210899.92,-111.5142756,41.0674213
347,Central Enterprise Water Co.,Central Enterprise Water Association,Central Enterprise Water Co,C,712,1150,UTAH15004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1150, , ,Utah,Morgan,Weber River,2/1/2007,Morgan,02-01-07a,Morgan,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,3714.582762,606327.4351,3714.582762,3714.582762,606327.435,-111.7403947,41.1039524
348,Syracuse City Water System,Syracuse Municipal Water System,Syracuse City Water System,C,272,1082,UTAH06012,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1082, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019,DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,30633.34763,40194621.96,30633.34763,30633.34763,40194621.96,-112.0732968,41.07800902
349,Peterson Pipeline Assoc.,Peterson Pipeline Association,Peterson Pipeline Association,C,718,1243,UTAH15010,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1243, , ,Utah,Morgan,Weber River,2/1/2007,Morgan,02-01-07a,Morgan,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,10319.56502,5041269.765,10319.56502,10319.56502,5041269.765,-111.7650727,41.10761022
350,Clearfield City Water System,Clearfield City,Clearfield City Water System,C,262,1180,UTAH06002,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1180, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,24398.28104,18619762.98,24398.28104,24398.28104,18619762.98,-112.0254707,41.10239021
351,Layton City Water System,Layton City Engineering,Layton City Water System,C,277,1092,UTAH06018,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1092, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019,DWRe/Supplier,4/13/2018 0:00,ADAMCLARK,10/19/2020 0:00,62806.79084,58709371.15,62806.79084,62806.79084,58709371.14,-111.9623983,41.07685516
352,Uintah Town Water System,Uintah Municipal Water System,Uintah Town Water System,C,1654,1079,UTAH29020,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1079, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,12585.39674,3776530.703,12585.39674,12585.39674,3776530.703,-111.9336933,41.1423495
353,South Weber Water System,South Weber City Culinary Water,South Weber Water System,C,270,1340,UTAH06010,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1340, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,24557.32601,12191898.23,24557.32601,24557.32601,12191898.23,-111.9394708,41.13356116
354,Sunset City Water System,Sunset Municipal Water System,Sunset City Water System,C,271,1041,UTAH06011,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1041, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019,DWRe/Supplier,3/7/2018 0:00,ADAMCLARK,10/19/2020 0:00,8697.166717,3815875.023,8697.166717,8697.166717,3815875.023,-112.0284674,41.13920359
355,Clinton City Water System,Clinton City Water,Clinton City Water System,C,263,1181,UTAH06003,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1181, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,18914.66934,15222823.87,18914.66934,18914.66934,15222823.87,-112.0652415,41.13946479
356,Uintah Highlands Improvement District,Uintah Highlands Water Improvement District,Uintah Highlands Improvement District,C,1655,1336,UTAH29021,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1336, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,13551.37668,4417243.03,13551.37668,13551.37668,4417243.031,-111.9179286,41.15234019
357,Hill Air Force Base,Hill Air Force Base,Hill Air Force Base,C,283,1122,UTAH06024,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1122, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,22482.7663,23014582.13,22482.7663,22482.7663,23014582.13,-111.9872148,41.1271723
358,Highland Subdivision (Morgan),Highlands Water Company (Morgan),Highland Subdivision (Morgan),C,713,1118,UTAH15005,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1118, , ,Utah,Morgan,Weber River,2/1/2007,Morgan,02-01-07a,Morgan,2019,DWRe/Supplier,4/30/2020 0:00,ADAMCLARK,10/19/2020 0:00,23500.72393,17066857.76,23500.72393,23500.72393,17066857.76,-111.825709,41.16120861
359,Washington Terrace City Water System,Washington Terrace Municipal Water,Washington Terrace City Water System,C,1656,1299,UTAH29022,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1299, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,13391.03329,5162629.5,13391.03329,13391.03329,5162629.5,-111.978317,41.16834123
360,South Ogden City Water System,South Ogden City,South Ogden City Water System,C,1652,1098,UTAH29017,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1098, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,21424.84574,10126339.79,21424.84574,21424.84574,10126339.79,-111.9577646,41.17225172
361,Riverdale City Water System,Riverdale City,Riverdale,C,1650,1001,UTAH29015,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1001, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,20017.36699,11851021.29,20017.36699,20017.36699,11851021.29,-112.0021548,41.17320027
362,Lakeview Water Co.,Lakeview Water Company,Lakeview Water Company,C,1658,1334,UTAH29024,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1334, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,6522.147179,1575737.888,6522.147179,6522.147179,1575737.889,-111.7917416,41.24723639
363,Huntsville Town Water System,Huntsville Municipal Water System,Huntsville Town Water System,C,1642,1200,UTAH29007,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1200, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,20998.16585,4546594.04,20998.16585,20998.16585,4546594.04,-111.7595356,41.25040255
364,Pineview West Water Co.,Pineview West Water Company (Culinary),Pineview West Water Co.,C,1663,11285,UTAH29029,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11285, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,8043.10099,1167700.736,8043.10099,8043.10099,1167700.737,-111.8248431,41.27300366
365,Casey Acres Water Co.,Casey Acres Water Company,Casey Acres Water Company,C,1709,11334,UTAH29093,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11334, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,2019,DWRe,8/22/2018 0:00,ADAMCLARK,10/19/2020 0:00,2640.748699,335050.2736,2640.748699,2640.748699,335050.2735,-111.7725902,41.28531191
366,Eden Waterworks System,Eden Water Works Company,Eden Waterworks System,C,1640,1276,UTAH29005,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1276, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,2019,DWRe/Supplier,8/22/2018 0:00,ADAMCLARK,10/19/2020 0:00,30309.9292,20279816.28,30309.9292,30309.9292,20279816.28,-111.8064752,41.29596098
367,Nordic Mountain Water Co.,Nordic Mountain Water Company,Nordic Mtn Water Company,C,1644,1318,UTAH29009,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1318, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,26298.93492,11307096.18,26298.93492,26298.93492,11307096.18,-111.8564087,41.30993468
368,Wolf Creek Water and Sewer Improvement District,Wolf Creek Country Club,Wolf Creek Water and Sewer ID,C,1648,1365,UTAH29013,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1365, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,2019,DWRe/Supplier,2/15/2019 0:00,ADAMCLARK,10/19/2020 0:00,19415.52725,7831693.8,19415.52725,19415.52725,7831693.8,-111.8248049,41.32762072
369,North Ogden City,North Ogden Municipal Water,North Ogden City,C,1645,1143,UTAH29010,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1143, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,24248.23094,19586698.65,24248.23094,24248.23094,19586698.65,-111.957862,41.31256177
370,Liberty Pipeline Co.,Liberty Pipeline Company,Liberty Pipeline Company,C,1643,1078,UTAH29008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1078, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,33367.73942,9092329.58,33367.73942,33367.73942,9092329.581,-111.8733506,41.34756749
371,Pleasant View Culinary Water,Pleasant View City Culinary Water,Pleasant View Culinary Water,C,1649,1033,UTAH29014,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1033, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,18570.6574,13819812.61,18570.6574,18570.6574,13819812.61,-111.9971657,41.32618179
372,Hot Springs Trailer Court,Hot Springs Trailer Court,Hot Springs Trailer Court,C,75,11343,UTAH02055,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11343, , ,Utah,Box Elder,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,694.4514176,29114.70032,694.4514176,694.4514176,29114.70035,-112.0375308,41.35106072
373,Coleman Mobile Home Park,Coleman Mobile Home Court,Coleman Mobile Home Park,C,74,11335,UTAH02053,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11335, , ,Utah,Box Elder,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,1046.8,35290.05005,1046.8,1046.8,35290.05,-112.0329893,41.35337953
374,Fox Hill Mobile Home Community,Fox Hill Mobile Home Community LLC,Fox Hill Mobile Home Community,C,73,11341,UTAH02052,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11341, , ,Utah,Box Elder,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,856.6787228,36266.08301,856.6787228,856.6787228,36266.083,-112.0367093,41.36932181
375,Cole Canyon Water Co.,Cole Canyon Water Company,Cole Canyon Water Company,C,1708,11278,UTAH29092,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11278, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,4269.415558,904266.7444,4269.415558,4269.415558,904266.7443,-111.8991232,41.36956626
376,Willard City,Willard Municipal Water System,Willard City,C,57,1211,UTAH02024,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1211, , ,Utah,Box Elder,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,19341.17132,17805735.09,19341.17132,19341.17132,17805735.09,-112.0430144,41.41526273
377,Perry City,Perry City Water System,Perry City,C,52,1172,UTAH02019,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1172, , ,Utah,Box Elder,Bear River,1/1/2007,Brigham City,01-01-07a,Brigham City,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,25578.20768,20674938.97,25578.20768,25578.20768,20674938.97,-112.0396158,41.46483529
378,Woodruff Town Water System,Woodruff Culinary,Woodruff Town Water System,C,762,1333,UTAH17008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1333, , ,Utah,Rich,Bear River,1/3/2002,Randolph,01-03-02a,Randolph,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,6197.54879,1141240.299,6197.54879,6197.54879,1141240.3,-111.1629819,41.5217233
379,Corinne City Corp.,Corinne City Water System,Corinne City Corp.,C,39,1175,UTAH02005,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1175, , ,Utah,Box Elder,Bear River,1/1/2007,Brigham City,01-01-07a,Brigham City,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,24791.09805,9556906.659,24791.09805,24791.09805,9556906.658,-112.1203698,41.54961358
380,Paradise Town Water System,Paradise,Paradise Town Water System,C,112,1148,UTAH03016,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1148, , ,Utah,Cache,Bear River,1/1/2004,Cache Valley,01-01-04a,Cache Valley UT,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,9383.382985,3415458.452,9383.382985,9383.382985,3415458.452,-111.8327211,41.56720292
381,Mountain Meadow ID,Mountain Meadow Improvement District,Mountain Meadow Improvement District,C,772,11470,UTAH17022,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11470, , ,Utah,Rich,Bear River,1/3/2002,Randolph,01-03-02a,Randolph,2019,AGRC,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,1860.98759,208174.7749,1860.98759,1860.98759,208174.775,-111.1716281,41.58647971
382,BRWCD - Harper Ward,Bear River Water/Harper Ward,Bear River WCD - Harper Ward,C,87,11304,UTAH02068,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11304, , ,Utah,Box Elder,Bear River,1/1/2007,Brigham City,01-01-07a,Brigham City,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,20532.98016,3641102.791,20532.98015,20532.98015,3641102.791,-112.0319289,41.57376923
383,Acme Water Co.,ACME Water Company,Acme Water Company (Bear River City),C,35,1918,UTAH02001,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1918, , ,Utah,Box Elder,Bear River,1/1/2006,Tremonton,01-01-06a,Tremonton,2019,DWRe/Supplier,4/30/2020 0:00,ADAMCLARK,10/19/2020 0:00,20532.23264,5598413.989,20532.23264,20532.23264,5598413.988,-112.1210379,41.60626501
384,Hyrum City,Hyrum City Water System,Hyrum City,C,104,1051,UTAH03008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1051, , ,Utah,Cache,Bear River,1/1/2004,Cache Valley,01-01-04a,Cache Valley UT,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,28039.933,11852917.98,28039.933,28039.933,11852917.98,-111.8439683,41.6319682
385,Wellsville City Corp.,Wellsville City,Wellsville City Corp.,C,118,1179,UTAH03022,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1179, , ,Utah,Cache,Bear River,1/1/2004,Cache Valley,01-01-04a,Cache Valley UT,2019,DWRe/Supplier,4/11/2018 0:00,ADAMCLARK,10/19/2020 0:00,48498.12666,18654418.9,48498.12666,48498.12666,18654418.9,-111.9427768,41.62253001
386,Randolph Town Water System,Randolph City,Randolph Town Water Co.,C,759,1108,UTAH17005,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1108, , ,Utah,Rich,Bear River,1/3/2002,Randolph,01-03-02a,Randolph,2019,DWRe/Supplier,7/16/2018 0:00,ADAMCLARK,10/19/2020 0:00,12756.70144,3979480.046,12756.70144,12756.70144,3979480.047,-111.182623,41.66487049
387,Providence City Water System,Providence City Corp. Water,Providence City Water System,C,113,1213,UTAH03017,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1213, , ,Utah,Cache,Bear River,1/1/2004,Cache Valley,01-01-04a,Cache Valley UT,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,17423.3878,9722205.209,17423.3878,17423.3878,9722205.208,-111.81213,41.70320191
388,Deweyville Town,Deweyville Municipal Water System,Deweyville Town,C,40,1109,UTAH02006,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1109, , ,Utah,Box Elder,Bear River,1/1/2006,Tremonton,01-01-06a,Tremonton,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,28277.89649,16305239.59,28277.89649,28277.89649,16305239.59,-112.0879143,41.6930493
389,River Heights City,River Heights City Water System,River Heights City,C,115,1037,UTAH03019,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1037, , ,Utah,Cache,Bear River,1/1/2004,Cache Valley,01-01-04a,Cache Valley UT,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,10434.32039,2669501.602,10434.32039,10434.32039,2669501.601,-111.8155086,41.72174257
390,Mendon City,Mendon Culinary Water System,Mendon City,C,107,1145,UTAH03011,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1145, , ,Utah,Cache,Bear River,1/1/2004,Cache Valley,01-01-04a,Cache Valley UT,2019,Supplier,4/10/2018 0:00,ADAMCLARK,10/19/2020 0:00,21871.46729,3750620.953,21871.46729,21871.46729,3750620.953,-111.9781984,41.70891665
391,Tremonton City Corp.,Tremonton Culinary Water,Tremonton City Corp.,C,44,1168,UTAH02011,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1168, , ,Utah,Box Elder,Bear River,1/1/2006,Tremonton,01-01-06a,Tremonton,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,47058.75088,19593506.7,47058.75088,47058.75088,19593506.69,-112.1888299,41.71907345
392,"Cedar Ridge Distribution, Inc.",Cedar Ridge Subdivision,"Cedar Ridge Distribution, Inc.",C,72,1426,UTAH02051,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1426, , ,Utah,Box Elder,Bear River,1/1/2006,Tremonton,01-01-06a,Tremonton,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,2754.462272,353180.0277,2754.462272,2754.462272,353180.0276,-112.0956488,41.7344013
393,Ukon Water Co.,Ukon Water Company,Ukon Water Co.,C,47,1161,UTAH02014,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1161, , ,Utah,Box Elder,Bear River,1/1/2006,Tremonton,01-01-06a,Tremonton,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,38818.1341,6614941.565,38818.1341,38818.1341,6614941.565,-112.1192957,41.79509814
394,Laketown,Laketown City Water System,Laketown,C,758,1230,UTAH17003,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1230, , ,Utah,Rich,Bear River,1/1/2001,Bear Lake,01-01-01a,Bear Lake UT,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,14579.15687,6720549.164,14579.15687,14579.15687,6720549.163,-111.3242819,41.82724878
