OID_,SABL_PWSID,BOUNDARY_T,WATER_SYST,WATER_SY_1,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,OBJECTID,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,COUNTY,POPULATION,REGULATING,FEDERAL_CL,STATE_CLAS,ADDR_LINE_,ADDR_LINE1,ADDRESS_CI,ADDRESS_ST,ADDRESS_ZI,SERVICE_CO,GLOBALID,AC_PHONE_N,AC_EMAIL,BOUNDARY_F,DT_VERIFIE,VERIFIED_S,VERIFIED_N,VERIFIED_T,Shape__Are,Shape__Len,Lat,Long
349,CA3901159,Water Service Area,CA3901159,WILKINSON MANOR A-ZONE PWS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,468,A,8/8/2016 0:00:00,L,SAN JOAQUIN,100,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,COMMUNITY,9498 N HWY 99, ,STOCKTON,CA,95212,38,{09163419-F043-4D84-B792-04AF2DAB9013},209-468-3090,bguzman@sjgov.org,WBT Tool,,Not Verified, , ,1026109.362259999965318,5654.134328189999906,38.048063430900001,-121.250454462999997
350,CA4500063,Water Service Area,CA4500063,CEDAR CREEK MOBILEHOME PARK,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,469,A,4/30/2015 0:00:00,P,SHASTA,40,LPA75 - SHASTA COUNTY,COMMUNITY,COMMUNITY,29411 HIGHWAY 299E, ,ROUND MOUNTAIN,CA,96084,20,{80761965-67C6-4F64-9B0E-9F3F5EAD0771},916-203-5454,CHARTERRICE@HOTMAIL.COM,WBT Tool,,Not Verified, , ,25487.486823100000038,723.759141314999965,40.792286686399997,-121.943368973000005
351,CA1500561,Water Service Area,CA1500561,ROUND MOUNTAIN WATER COMPANY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,470,A,11/30/1981 0:00:00,P,KERN,50,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY, 5800 ADOLPHUS AVE., ,BAKERSFIELD,CA,93308,18,{A381CF01-105D-4E1D-91A5-BA9440F1DEEF},661-619-5260,foxglovefarm1@gmail.com,WBT Tool,,Not Verified, , ,264949.177673000027426,2460.583267439999872,35.435895885100003,-118.942810686000001
352,CA3400169,Water Service Area,CA3400169,SPINDRIFT MARINA,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,471,A,8/8/2016 0:00:00,P,SACRAMENTO,100,LPA64 - SACRAMENTO COUNTY,COMMUNITY,COMMUNITY,841 W BRANNAN ISLAND RD, ,ISLETON,CA,95641,50,{1124FE8E-BF4B-449D-BEFF-23F83116F643},916-212-5746,graywolfproperties@yahoo.com,WBT Tool,,Not Verified, , ,49798.146549800003413,1002.071679949999975,38.107937060499999,-121.598354130999994
353,CA2000592,Water Service Area,CA2000592,TWO TWENTY FOUR MOBILE HOME PK,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,472,A,4/30/2015 0:00:00,P,MADERA,35,LPA50 - MADERA COUNTY,COMMUNITY,COMMUNITY,33249 ROAD 224, ,NORTH FORK,CA,93643,15,{3574E975-936B-4A7B-9837-BC6B72EF8062},559-760-2014,CHUCKJUDYBORDEN@GMAIL.COM,WBT Tool,,Not Verified, , ,510929.979178000008687,3005.278873190000013,37.230382845299999,-119.525210478999995
354,CA1500380,Water Service Area,CA1500380,DE RANCHO Y MOBILE VILLA WATER,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,473,A,3/22/1979 0:00:00,P,KERN,200,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,6201 WIBLE ROAD, ,BAKERSFIELD,CA,93313,90,{188C2580-9685-4DF6-BDF7-514BF87B64EA},925-939-4242,mingram4re@gmail.com,WBT Tool,,Not Verified, , ,54128.369848900001671,922.068548222999993,35.298628598599997,-119.040152222000003
355,CA2801020,Water Service Area,CA2801020,ESPINOZA WATER SYSTEM,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,475,A,9/4/2015 0:00:00,P,NAPA,30,LPA58 - NAPA COUNTY,COMMUNITY,COMMUNITY,2680 JEFFERSON STREET, ,NAPA,CA,94558,11,{B98E001B-F7DB-4990-B8F9-CDEE20073570},707-226-8953,cyncpm2@aol.com,WBT Tool,,Not Verified, , ,28758.967964100000245,1002.445313719999945,38.311207021999998,-122.295886886999995
356,CA1000217,Water Service Area,CA1000217,CENTRAL HIGH SCHOOL WEST,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,476,A,3/22/1979 0:00:00,L,FRESNO,1127,DISTRICT 23 - FRESNO,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,2045 N DICKENSON, ,FRESNO,CA,93722,10,{EFEC017D-36B1-4145-9DDC-2CE4101D2E59},559-274-4700,josephmartinez@centralusd.k12.ca.us,WBT Tool,,Not Verified, , ,305052.733719000010751,2361.350209820000146,36.766721003299999,-119.971788341000007
357,CA2702615,Water Service Area,CA2702615,ESPERANZA RD WS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,477,A,8/1/2016 0:00:00,P,MONTEREY,160,LPA57 - MONTEREY COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY, , ,CHUALAR,CA,93925,1,{21134008-E686-477B-A397-75199C7DE618},831-678-0799, ,WBT Tool,,Not Verified, , ,809805.209314999985509,3610.545822630000202,36.595655385900002,-121.533650359999996
358,CA1010025,Water Service Area,CA1010025,CITY OF PARLIER,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,478,A,1/1/1976 0:00:00,L,FRESNO,15286,DISTRICT 23 - FRESNO,COMMUNITY,COMMUNITY,1100 E. PARLIER AVENUE, ,PARLIER,CA,93648,2663,{E6B39B9B-93F9-4810-818B-68C0CD016DD6},559-646-3545,Shall@parlier.ca.us,WBT Tool,,Not Verified, , ,8630651.521910000592470,21900.555447599999752,36.609697584199999,-119.540943648999999
359,CA5610015,Water Service Area,CA5610015,VENTURA CWWD NO. 19 - SOMIS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,479,A,3/22/1979 0:00:00,L,VENTURA,3275,DISTRICT 06 - SANTA BARBARA,COMMUNITY,COMMUNITY,6767 Spring Road, ,MOORPARK,CA,93020,1085,{6CE8C6B4-14A6-42E4-81E3-C5453E6B2223},805-378-3016,gilberto.minero@ventura.org,WBT Tool,,Not Verified, , ,88916830.804199993610382,60420.179787200002465,34.275851937100001,-119.003181389000005
360,CA5400553,Water Service Area,CA5400553,DEL ORO TRAVER DISTRICT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,480,A,4/28/2014 0:00:00,P,TULARE,660,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,JACOB & KITCHNER STREETS, ,TRAVER,CA,93673,199,{EF463E39-1F14-4FE4-85E2-DE0D33338028},530-894-1100,corp.ceo@corporatecenter.us,WBT Tool,,Not Verified, , ,717508.624930000049062,5211.511348369999723,36.454744290500003,-119.484048094000002
361,CA1000308,Water Service Area,CA1000308,MONO HOT SPRINGS RESORT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,482,A,3/5/2021 0:00:00,P,FRESNO,85,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,MONO HOT SPRINGS, ,MONO HOT SPRINGS,CA,93642,30,{5D5760E7-C85D-48CA-A2CA-696064315514},559-325-1710,monohotjeff@gmail.com,WBT Tool,,Not Verified, , ,103982.980548999999883,1344.506244709999919,37.326597543600002,-119.018417370999998
362,CA0707592,Water Service Area,CA0707592,SUGAR BARGE MARINA,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,483,A,5/10/2016 0:00:00,P,CONTRA COSTA,150,LPA37 - CONTRA COSTA COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1440 SUGAR BARGE RD, ,BETHEL ISLAND,CA,94511,114,{7D4B41C0-A666-4ECF-A414-13FE0CC346A9},925-684-9075,DaveB@SugarBarge.com,WBT Tool,,Not Verified, , ,11209.413297099999909,429.234261892999996,38.026507946899997,-121.612471122000002
363,CA1000214,Water Service Area,CA1000214,HARRIS RANCH RESTAURANT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,484,A,3/22/1979 0:00:00,P,FRESNO,1750,DISTRICT 23 - FRESNO,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,24505 W DORRIS, ,COALINGA,CA,93210,4,{8CDBE67D-49EF-4DB4-90F4-F9FF7AACD703},559-884-2477,tobymaitland-lewis@harrisfarms.com,WBT Tool,,Not Verified, , ,622018.737326000002213,4940.089285209999616,36.252310949200002,-120.235983657999995
364,CA1510022,Jurisdictional,CA1510022,WEST KERN WATER DISTRICT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,400,A,1/1/1976 0:00:00,L,KERN,20965,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,800 KERN STREET, ,TAFT,CA,93268,7340,{316EB73E-BA90-4AFB-9F46-DF12459797F8},661-763-3151,wendy@wkwd.org,WBT Tool,5/1/2020 0:00:00,Verified,W. Adams,Water System representative,1235062423.049999952316284,372182.455156999989413,35.192685665100001,-119.474937556000000
365,CA4901368,Water Service Area,CA4901368,GRATON COMMERCE CENTER,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,402,A,6/21/2010 0:00:00,P,SONOMA,125,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,9119 Graton Road, ,GRATON,CA,95444,1,{25576948-7352-429D-84E4-1B4D162B6243},415-248-1147,mremolona@fjminvestments.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,76048.589065099993604,1309.699777230000109,38.434430153100003,-122.870411953000001
366,CA3901215,Water Service Area,CA3901215,SAN JUAN VISTA,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,403,A,8/8/2016 0:00:00,P,SAN JOAQUIN,100,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,COMMUNITY,408 N FILBERT ST, ,STOCKTON,CA,95205,72,{11BE441C-DA65-42E7-9734-F78771D240D0},209-465-1390,caml1958@att.net,WBT Tool,,Not Verified, , ,27661.058868700001767,675.797508300999993,37.964652216600001,-121.254703896999999
367,CA1000511,Water Service Area,CA1000511,CROSSOVER COMMUNITY CHURCH,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,404,A,11/13/1996 0:00:00,P,FRESNO,80,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,6060 S LOTUS, ,FRESNO,CA,93706,1,{DC9B091B-5398-4FEB-8C92-C5F7DD669614},559-375-1845,sdhopest@gmail.com,WBT Tool,,Not Verified, , ,5580.893917430000329,299.351487286000008,36.647805371099999,-119.787439226999993
368,CA1310008,Water Service Area,CA1310008,"WESTMORLAND, CITY OF",SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,405,A,1/1/1976 0:00:00,L,IMPERIAL,2444,DISTRICT 14 - SAN DIEGO,COMMUNITY,COMMUNITY,201 W. First Street, ,WESTMORLAND,CA,92281,501,{AEBE56F9-35E4-4CC3-BA91-B43D874F970B},760-344-3411,ramiro.barajas@ymail.com,WBT Tool,,Not Verified, , ,2437283.334460000041872,10604.227407000000312,33.037913095299999,-115.623019726999999
369,CA0105002,Water Service Area,CA0105002,RIVERS END MARINA,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,408,A,11/30/1981 0:00:00,P,ALAMEDA,250,DISTRICT 04 - SAN FRANCISCO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,6020 LINDEMAN RD, ,DISCOVERY BAY,CA,94505-1951,17,{3DDE2325-3D26-4A39-829F-B17485AF6B1A},209-835-8365,sandym@tvesinc.com,WBT Tool,,Not Verified, , ,1106.628452169999946,128.842373476999995,37.812189083200003,-121.558986695000002
370,CA3310020,Water Service Area,CA3310020,INDIO WATER AUTHORITY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,409,A,1/1/1976 0:00:00,L,RIVERSIDE,79114,DISTRICT 20 - RIVERSIDE,COMMUNITY,COMMUNITY,100 CIVIC CENTER MALL, ,INDIO,CA,92201,23974,{2CEE6C31-07F1-4E53-A6A2-9EC3126C838C},760-625-1852,MPena@indio.org,WBT Tool,,Pending, , ,93637353.469200000166893,62984.756306299997959,33.719906226500001,-116.227747206999993
371,CA1510043,Water Service Area,CA1510043,CWS-ONYX WATER SYSTEM,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,410,A,1/1/1976 0:00:00,P,KERN,283,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,8074 Chism Trail, ,WELDON,CA,93283,206,{EC51AC33-6EFD-466A-81A0-CB9354200239},408-367-8593,sjames@calwater.com,WBT Tool,,Not Verified, , ,1625084.226490000030026,5737.219743620000372,35.687427556000003,-118.221830386999997
372,CA5402038,Water Service Area,CA5402038,PATTERSON TRACT CSD,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,411,A,4/28/2014 0:00:00,P,TULARE,550,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,12618 AVE. 324, ,VISALIA,CA,93291,153,{AB088CF1-C7CB-4FDC-B933-3C753769F034},559-734-2965,pattersontract@gmail.com,WBT Tool,,Not Verified, , ,487492.184392000024673,3089.119045259999893,36.381771534899997,-119.294413519000003
373,CA3400342,Water Service Area,CA3400342,KIEFER LANDFILL [SWS],SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,412,A,8/8/2016 0:00:00,L,SACRAMENTO,50,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,12701 KIEFER BLVD, ,SLOUGHHOUSE,CA,95683,3,{970022BB-8F96-4CDF-BE44-616DD7C9A9D5},916-875-6882,underwoodd@saccounty.net,WBT Tool,,Not Verified, , ,19043065.888300001621246,25657.772808800000348,38.510725542000003,-121.188356299999995
374,CA3400473,Water Service Area,CA3400473,METRO AIR PARK WATER SYSTEM,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,413,A,8/31/2017 0:00:00,L,SACRAMENTO,2500,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,4340 MEISTER RD, ,SACRAMENTO,CA,95837,10,{C6C3B85C-E127-4E06-BF13-301A8CDB8047},916-874-4682,williamsf@SacCounty.NET,WBT Tool,,Not Verified, , ,12746716.601600000634789,16408.486089300000458,38.692894961199997,-121.567296350000007
375,CA1000277,Water Service Area,CA1000277,ELM COURT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,414,A,3/22/1979 0:00:00,P,FRESNO,64,DISTRICT 23 - FRESNO,COMMUNITY,COMMUNITY,3506 S ELM, ,FRESNO,CA,93706,12,{EAB28B21-6D13-4876-B570-0F1A3DF23B6E},559-287-5894,Bryce@jdhomerentals.com	,WBT Tool,7/13/2020 0:00:00,Verified,B.HOVANNISIAN,Water System representative,21450.452153900001576,799.850853591000032,36.683015479700003,-119.789177726000005
376,CA5110001,Water Service Area,CA5110001,CITY OF LIVE OAK,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,415,A,3/22/1979 0:00:00,L,SUTTER,8912,DISTRICT 21 - VALLEY,COMMUNITY,COMMUNITY,9955 LIVE OAK BLVD., ,LIVE OAK,CA,95953,2407,{1D06B4E2-4E46-4B20-9161-523DA4B60999},530-695-2112,apalmer@liveoakcity.org,WBT Tool,,Not Verified, , ,8076438.766210000030696,18972.912524499999563,39.274090047300000,-121.665176803999998
377,CA4010017,Water Service Area,CA4010017,GOLDEN STATE WATER COMPANY - LOS OSOS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,416,A,3/22/1979 0:00:00,P,SAN LUIS OBISPO,5518,DISTRICT 06 - SANTA BARBARA,COMMUNITY,COMMUNITY,1140 Los Olivos Avenue, ,LOS OSOS,CA,93402,2684,{189B257D-0397-49B5-A9DC-B0540EDFBCD1},916-853-3615,Dawn.White@gswater.com,WBT Tool,,Not Verified, , ,9156297.382939999923110,24709.663749799998186,35.309999469399997,-120.838704285999995
378,CA4901202,Water Service Area,CA4901202,FERRARI-CARANO WINERY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,417,A,12/3/1993 0:00:00,P,SONOMA,220,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,8761 Dry Creek Road, ,HEALDSBURG,CA,95448,3,{E55D6A64-EB74-40CA-90AE-03DC75C2D030},707-735-2200,REBECKA@FCWINERY.COM,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,264745.694148999988101,2379.355530469999849,38.709325819999997,-122.977441501000001
379,CA5400647,Water Service Area,CA5400647,YOKOHL MUTUAL WATER CO,SBUCKNAM,10/20/2020 0:00:00,epa\gisservice,2/18/2021 0:00:00,418,A,4/28/2014 0:00:00,P,TULARE,95,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,21765 AVENUE 296, ,EXETER,CA,93221,32,{7FEAC9AC-17A9-4099-9599-AA8B9F1EC558},559-799-2116,ymwcorp@gmail.com,WBT Tool,2/17/2021 0:00:00,Verified,T. Young,District / LPA staff member,133975.061350000003586,1453.467730159999974,36.324230341700002,-119.086321765999998
380,CA1000282,Water Service Area,CA1000282,SCE/CAMP EDISON-SHAVER,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,420,A,3/22/1979 0:00:00,P,FRESNO,200,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,42696 TOLLHOUSE RD, ,SHAVER LAKE,CA,93664,140,{5D41DB68-9732-4BC4-9F2E-4A88A43AB949},559-841-3147,PAMELA.BROWN@SCE.COM,WBT Tool,,Not Verified, , ,83225.624996800004737,1175.037379419999979,37.120814473899998,-119.309199941000003
381,CA4901191,Water Service Area,CA4901191,PARADISE RIDGE WINERY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,421,A,9/18/2018 0:00:00,P,SONOMA,25,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,4545 Thomas Lake Harris Drive, ,SANTA ROSA,CA,95403,2,{BE3312C0-6359-4EC4-A301-5996505A0F2C},707-528-9463,walterbyck@gmail.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,1007244.851900000008754,4856.850582910000412,38.492943215200000,-122.727770371000005
382,CA4210017,Water Service Area,CA4210017,VANDENBERG VILLAGE COMM. SERV. DIST.,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,422,A,3/22/1979 0:00:00,L,SANTA BARBARA,7442,DISTRICT 06 - SANTA BARBARA,COMMUNITY,COMMUNITY,3745 Constellation Road, ,LOMPOC,CA,93436,2585,{84257DA4-B0B6-488D-95A0-9204042ABE91},805-733-3417,jbarget@vvcsd.org,WBT Tool,,Not Verified, , ,10634199.891699999570847,17090.963133099998231,34.704896985600001,-120.463797607999993
383,CA3210011,Water Service Area,CA3210011,PLUMAS EUREKA CSD,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,423,A,1/25/1984 0:00:00,P,PLUMAS,1525,DISTRICT 02 - LASSEN,COMMUNITY,COMMUNITY,99-7 Pine Cone Court, ,BLAIRSDEN,CA,96103,554,{6D6F2310-E4D0-4032-A18E-464E96BF2261},530-836-1908,jillian.pecsd@gmail.com,WBT Tool,9/2/2019 0:00:00,Verified,K. Connaughton,District / LPA staff member,3702323.994340000208467,10038.580714600000647,39.792225608000003,-120.652670787999995
384,CA3600025,Water Service Area,CA3600025,BAR-LEN MWC,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,424,A,8/8/2016 0:00:00,P,SAN BERNARDINO,124,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,2755 Apollo Drive, ,BARSTOW,CA,92311,42,{5DFFF5CC-126C-4332-B771-866F9C032FBC},760-646-6752,barlenwater@hotmail.com,WBT Tool,,Not Verified, , ,129395.922529000003124,2558.134564800000135,34.853121261100000,-117.130105589999999
385,CA2110301,Water Service Area,CA2110301,CSP - MT TAM THEATRE WELL,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,425,A,3/22/1979 0:00:00,S,MARIN,504,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,801 PANORAMIC HWY, ,MILL VALLEY,CA,94941,7,{E4549816-3256-47EC-A323-173CCB8E087E},707-769-5652,jason.hart@parks.ca.gov,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,4114587.781309999991208,8677.303389979999338,37.905335484500000,-122.604236321000002
386,CA3110004,Water Service Area,CA3110004,CITY OF LINCOLN,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,426,A,3/22/1979 0:00:00,L,PLACER,49317,DISTRICT 02 - LASSEN,COMMUNITY,COMMUNITY,600 6th St, ,LINCOLN,CA,95648,19576,{DB0685B3-C86C-498A-90C1-2925F8921182},916-434-2450,Ray.leftwich@lincolnca.gov,WBT Tool,9/2/2019 0:00:00,Verified,K. Connaughton,District / LPA staff member,80611045.557600006461143,60253.542993499999284,38.875781719099997,-121.293041701000007
387,CA5110007,Water Service Area,CA5110007,SUTTER COMMUNITY S.D.,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,427,A,1/6/1994 0:00:00,L,SUTTER,2904,DISTRICT 21 - VALLEY,COMMUNITY,COMMUNITY,1880 ACACIA AVENUE, ,SUTTER,CA,95982,1080,{2A0FD09B-C13F-4500-B9B7-9B067D7F447F},530-755-1733,sutterwater@aol.com,WBT Tool,,Not Verified, , ,4345467.052500000223517,10383.418736499999795,39.163348345899998,-121.751011113000004
388,CA0500090,Water Service Area,CA0500090,AMERICAN LEGION POST #376,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,428,A,7/29/2016 0:00:00,P,CALAVERAS,120,LPA35 - CALAVERAS COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,2769 Dorray Road, ,GLENCOE,CA,95232,1,{8B9CB561-C471-4D12-9011-7A44CB5B5132},209-293-7396,http://www.glencoepost376.org/,WBT Tool,,Not Verified, , ,597.330703719999974,99.138246350000003,38.354054973799997,-120.584628254999998
389,CA2701466,Water Service Area,CA2701466,CAL AM WATER COMPANY - RYAN RANCH,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,430,A,8/1/2016 0:00:00,P,MONTEREY,764,LPA57 - MONTEREY COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY, , ,MONTEREY,CA,93940,128,{8C77FAF1-BFC0-45BD-9D96-9FDBBB0E12FE},831-646-3241,Christopher.Cook@amwater.com,WBT Tool,,Not Verified, , ,1960644.878580000018701,6076.217579090000072,36.577675720400002,-121.817784656000001
390,CA5000072,Water Service Area,CA5000072,MULBERRY MHP,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,431,A,7/21/2016 0:00:00,P,STANISLAUS,148,LPA80 - STANISLAUS COUNTY,COMMUNITY,COMMUNITY,1412 S FIRST STREET, ,TURLOCK,CA,95380,53,{54B7009A-8AD6-41D1-B38F-1D563BD365EB},209-932-8747,sherrie@harmonycom.com,WBT Tool,,Not Verified, , ,32399.662678199998481,739.564967654000043,37.480290793999998,-120.833271046999997
391,CA5000014,Water Service Area,CA5000014,OID #46 - SUNSET OAKS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,432,A,7/21/2016 0:00:00,L,STANISLAUS,269,LPA80 - STANISLAUS COUNTY,COMMUNITY,COMMUNITY,9824 DILLWOOD, ,OAKDALE,CA,95361,79,{8636E983-CF9B-4618-B83E-74C283E6256A},209-840-5508,sknell@oakdaleirrigation.com,WBT Tool,,Not Verified, , ,1154931.013160000089556,5545.027086940000117,37.781512494499999,-120.785341798999994
392,CA4900521,Water Service Area,CA4900521,GILL CREEK MUTUAL WATER COMPANY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,433,A,3/22/1979 0:00:00,P,SONOMA,232,DISTRICT 18 - SONOMA,COMMUNITY,COMMUNITY,390 Deer Path Drive, ,GEYSERVILLE,CA,95441,92,{DD5C671E-3392-4FF0-8E2C-0BD56E672069},707-694-1295,alex.gcmwc@gmail.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,707356.863220000057481,4184.043961950000266,38.740525920099998,-122.918382996999995
393,CA3500810,Water Service Area,CA3500810,WHISPERING PINES INN,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,434,A,4/1/1992 0:00:00,P,SAN BENITO,38,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,476 LOS VIBORAS ROAD, ,HOLLISTER,CA,95023,2,{0C7B4AAC-C99C-47C1-BB87-459A75D265F2},831-636-9620,WHPinesinn@aol.com,WBT Tool,,Not Verified, , ,19256.517481599999883,579.105571665999946,36.928498834099997,-121.375073159999999
394,CA1300018,Water Service Area,CA1300018,GATEWAY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,435,A,7/21/2016 0:00:00,L,IMPERIAL,1800,LPA43 - IMPERIAL COUNTY,COMMUNITY,COMMUNITY, , ,EL CENTRO,CA,92243,48,{F41533B4-3801-4F12-95B5-36B6E644F4BC},442-265-1818,eddelgado@co.imperial.ca.us,WBT Tool,,Not Verified, , ,9766226.952260000631213,12793.390333400000600,32.684210028700001,-115.385455050000004
395,CA4901164,Water Service Area,CA4901164,GURDJIEFF FOUNDATION,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,436,A,12/8/1992 0:00:00,P,SONOMA,60,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,16881 Armstrong Woods Road, ,GUERNEVILLE,CA,95446,7,{3FFA266E-C61E-44AD-AD3E-B4AFB42957E8},415-387-2248,wmleedudley@gmail.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,43098.126069400001143,958.863028017000033,38.529901252599998,-123.002814650000005
