WRNUM,RESERVOIR_IDNUM,RESERVOIR_NAME,RESERVOIR_CAPACITY,DAM_HEIGHT,ACRES_INUNDATED,RES_BEG_DATE,RES_END_DATE,DAM_NUMBER,recordId
15-1582,4,Stock Pond,0.3,0,0,101,1231,        ,429
31-519,1,Unnamed Reservoir,0.551,0,0,101,1231,        ,430
15-1678,1,Unnamed Reservoir,20,10,8,101,1231,        ,431
35-7400,1,Reservoir on Skull Creek,8000,0,0,101,1231,        ,432
15-3921,2,Unnamed reservoir,15,5,5,101,1231,        ,433
35-1391,1,Willard Reservoir,250000,31,12000,101,1231,        ,434
18-13,3,Unnamed Reservoir,1.08,0,0,101,1231,        ,435
17-165,5,Deep Creek Reservoir,800,145,60,101,1231,        ,436
15-3133,2,Unnamed,4,2,2,101,1231,        ,437
15-3138,3,Harker Creek,500,10,100,101,1231,        ,438
15-3146,2,Blue Lakes Reservoir,230,6,110,101,1231,        ,439
15-3147,2,Unnamed,245,100,9.3,101,1231,        ,440
15-3177,4,Honorene Mine Tunnel Lake,0.75,4,0.14,101,1231,        ,441
31-69,16,Reservoir #6,1.8,0,0,501,1031,        ,442
31-14,3,Reservoir #1,0.055,0,0,101,1231,        ,443
31-14,4,Reservoir #2,0.57,0,0,101,1231,        ,444
31-14,5,Reservoir #3,0.39,0,0,101,1231,        ,445
31-14,6,Reservoir #4,0.044,0,0,101,1231,        ,446
31-14,7,Reservoir #5,0.032,0,0,101,1231,        ,447
31-14,8,Reservoir #6,1.8,0,0,501,1031,        ,448
31-683,6,Adams,0,0,49.85,101,1231,        ,449
31-4946,5,Unnamed Pond,5,5,1,101,1231,        ,450
31-81,6,Pond #l,0.229,0,0,101,1231,        ,451
31-81,7,Pond #2,0.018,0,0,101,1231,        ,452
31-4889,7,Pond,35,0,0,101,1231,        ,453
15-3172,15,7 ponds,131,0,0,101,1231,        ,454
18-583,2,Ferguson Desert Reservoir,8.55,14,15,101,1231,        ,455
31-2925,4,Burton Reservoir,3,5,2,101,1231,        ,456
35-8293,9,Heiner`s Creek,297,19,46,101,1231,        ,457
35-930,5,Unnamed Reservoir,1.251,5,0.3,101,1231,        ,458
35-5529,1,Smith & Morehouse Reservoir,8350,82,200,101,1231,        ,459
31-4483,5,Reservoir,4000,15,1000,101,1231,        ,460
31-4484,5,Reservoir,4000,15,1000,101,1231,        ,461
31-1054,4,Unnamed,0.54,12,0,101,1231,        ,462
31-1055,30,Unnamed,0.9,20,0,101,1231,        ,463
31-1055,31,Unnamed,0.8,15,0,101,1231,        ,464
31-4065,4,Unnamed,17.04,4,4.26,101,1231,        ,465
35-5563,3,Wells Reservoir,1.5,5,0.3,101,1231,        ,466
35-5590,2,Pleasant Plains Ranch Ponds,500,5,500,101,1231,        ,467
15-88,11,Benmore Pond,1,0,0,101,1231,        ,468
15-3253,2,Unnamed Pond,0.5,0,0.2,101,1231,        ,469
35-5607,4,,41.66,0,4.98,101,501,        ,470
15-3256,2,Stansbury Lake,600,0,90,101,1231,        ,471
35-5609,25,Farmington Reservoir,150000,35,5500,101,1231,        ,472
31-698,4,Unnamed Reservoir,21.12,0,0,101,1231,        ,473
15-3261,2,8 Unnamed Ponds,75,6,11,101,1231,        ,474
31-5185,4,Unnamed,3.5,0,0.7,101,1231,        ,475
31-4981,2,"C1A, C1B",0.69,0,0,101,1231,        ,476
15-1952,4,Unnmaned Canal and Pond,208,0,0,101,1231,        ,477
15-3266,4,Stansbury Basin,180988,24,0,101,1231,        ,478
35-5652,2,Dixon Pond,0.61,8,0.12,101,1231,        ,479
35-5677,2,Unnamed Regulating Reservoir,5,6,1,101,1231,        ,480
31-4963,9,Lake Maughan,100000,15,192000,101,1231,        ,481
35-825,4,Whitear,15,18,2.58,101,601,        ,482
35-8732,12,Abes Lake,150,10,21.2,510,630,        ,484
35-8732,11,Anchor Lake,150,12,16,510,630,        ,485
15-3292,2,Morgan dam,20,12,5,101,1231,        ,486
35-5813,2,Existing Reservoir,70,0,12,415,1031,        ,487
35-5813,3,Weber Basin Reservoir,30,0,10,415,1031,        ,488
35-5813,4,Proposed new reservoir site,30,0,10,415,1031,        ,489
35-5522,7,Shay`s Pond,0.1,2,0.05,101,1231,        ,490
35-5866,4,Unnamed,114.1,0,0,710,901,        ,491
31-5120,5,unnamed pond,2,0,0.5,101,1231,        ,492
31-5122,5,Willson Pond,0.52,0,0.26,101,1231,        ,493
35-9721,5,unnamed reservoir,1,4,0.05,101,1231,        ,494
35-9727,2,unnamed,38,15,3.9,101,1231,        ,495
15-3422,4,unnamed reservoir,3,4,0.6,301,1101,        ,496
15-3422,5,unnamed reservoir,3,4,0.6,301,1101,        ,497
31-5126,5,Unnamed Holding Pond,2.5,8,0.33,101,1231,        ,498
15-3429,4,Unnamed Reservoir,60,8,20,101,1231,        ,499
15-3442,15,Unamed Reservoir,0.36,0,0.12,101,1231,        ,500
35-11362,21,Echo Reservoir,74000,155,0,101,1231,        ,501
15-4029,9,Butler Reservoir,0.1,3,0.08,101,1231,        ,502
15-3471,8,Unnamed Pond,0.43,0,0.26,101,1231,        ,503
15-3287,5,Sunten Lakes 1 & 2,144.76,6,22.695,101,1231,        ,504
35-10598,2,Beus Pond,40,16,8,101,1231,        ,505
35-10597,21,Echo Reservoir,74000,155,0,101,1231,        ,506
35-10865,5,unnamed trout pond,0.1,3,0.03,101,1231,        ,507
53-1579,2,West Ponds,4,20,1,101,1231,        ,508
35-9861,2,Hermitage Reservoir,1,16,0.1,101,1231,        ,509
35-9866,4,Holmes Reservoir,0,0,0,101,1231,        ,510
35-11184,21,Echo Reservoir,74000,155,0,101,1231,        ,511
35-10384,2,Unnamed Reservoir,320,10,40,101,1231,        ,512
35-11159,21,Echo Reservoir,74000,155,0,101,1231,        ,513
35-8266,9,unnamed,0,0,0,101,601,        ,514
15-3569,5,Upper Blue Lakes,230,6,110,101,1231,        ,515
35-10009,12,Abes Lake,150,10,21.2,510,630,        ,516
35-10009,11,Anchor Lake,150,12,16,510,630,        ,517
15-3621,4,Blue Lakes (Wrathall Johnson),227,6,85,101,1231,        ,518
35-10453,3,Wells,1.5,10,0.37,101,1231,        ,519
15-2266,6,Minnie Reservoir,0.5,0,0,101,1231,        ,520
31-5152,2,Unnamed Ponds,0.2,3,0.05,101,1231,        ,521
15-2358,4,Unnamed,4,20,1,101,1231,        ,522
81-503,10,unnamed pond,0,0,0.02,101,1231,        ,523
35-111,10,Smith & Morehouse,1040,33,180080,1001,601,        ,524
35-10313,10,Smith & Morehouse,2443,33,0,1001,601,        ,525
35-10131,6,Fish Lake,1060,20,100,101,1231,        ,526
15-1777,15,Sunten Lake 1,74.76,7,12.455,101,1231,        ,527
35-11257,10,Smith & Morehouse,1040,33,180080,1001,601,        ,529
31-5197,4,Bonneville Reservoir,300000,20,67480,101,1231,        ,530
31-5197,26,Unnamed Sites,6000,80,150,101,1231,        ,531
31-5197,27,Utah Lake,710000,0,0,101,1231,        ,532
35-10703,3,East  Canyon Creek Reservoir,280000,0,436.1,101,1231,        ,533
93-3752,2,Cedar Bench,0.5,12,0.1,101,1231,        ,534
35-10760,21,Echo Reservoir,74000,155,0,101,1231,        ,535
35-5407,8,Smith & Morehouse Reservoir,8350,82,200,101,1231,        ,536
35-10818,21,Echo Reservoir,74000,155,0,101,1231,        ,537
35-8144,31,Dalton Creek Pond,1,0,1.46,501,1001,        ,538
35-7237,9,Marcellus Chard Reservoir,1,0,0,515,915,        ,539
65-3754,1,Unnamed,17.5,15,3.5,101,1231,        ,540
15-1879,5,unnamed reservoir,100,0,0,101,1231,        ,541
15-1879,6,Stansbury Lake,600,0,0,101,1231,        ,542
35-10967,3,Unnamed Pond,0.15,0,0.01,101,1231,        ,543
35-10989,22,Kamas Lake,70.2,7,18.52,1001,901,        ,544
16-833,2,Reservoir #1,5.22,13,0.803,101,1231,        ,545
16-833,3,Reservoir #2,4.32,12,0.72,401,1031,        ,546
16-833,4,Reservoir #3,4.53,14,0.689,101,1231,        ,547
31-5217,1,Davis County Detention Basin,150,0,0,101,1231,        ,548
35-11019,5,Echo Reservoir,74000,155,0,101,1231,        ,549
16-834,6,Unnamed Pond,2,0,0.69,101,1231,        ,550
35-11082,10,Smith & Morehouse,1040,33,180080,1001,601,        ,551
35-11198,5,Unnamed Reservoir,0,0,0,1001,701,        ,552
35-11209,21,Echo Reservoir,74000,155,0,101,1231,        ,553
35-11314,3,Stock Watering Pond 2 (SWP2),0.02,3,0.01,101,1231,        ,554
35-11314,4,Stock Watering Pond 3 (SWP3),0.02,2,0.01,101,1231,        ,555
35-11314,5,Stock Watering Pond 4 (SWP4),0.01,2,0.01,101,1231,        ,556
35-11314,6,Stock Watering Pond 5 (SWP5),0.01,2,0.004,101,1231,        ,557
35-11314,7,Stock Watering Pond 6 (SWP6),0.14,3,0.05,101,1231,        ,558
35-11314,8,Stock Watering Pond (SWP7),0.02,2,0.01,101,1231,        ,559
35-11314,9,Stock Watering Pond 8 (SWP8),0.01,2,0.01,101,1231,        ,560
35-11314,10,Stock Watering Pond 9 (SWP9),0.05,3,0.02,101,1231,        ,561
35-11314,11,Stock Watering Pond 10 (SWP10),0.02,2,0.01,101,1231,        ,562
35-11314,12,Stock Watering Pond 11 (SWP11),0.05,3,0.02,101,1231,        ,563
35-11314,13,Stock Watering Pond 12 (SWP12),0.02,2,0.01,101,1231,        ,564
35-11314,14,Stock Watering Pond 13 (SWP13),0.01,2,0.003,101,1231,        ,565
35-11314,15,Stock Watering Pond 14 (SWP14),0.01,2,0.01,101,1231,        ,566
35-11314,16,Stock Watering Pond 15 (SWP15),0.01,2,0.01,101,1231,        ,567
35-11314,17,Stock Watering Pond 16 (SWP16),0.01,2,0.01,101,1231,        ,568
35-11314,18,Stock Watering Pond 17 (SWP17),0.02,3,0.01,101,1231,        ,569
35-11314,19,Stock Watering Pond 18 (SWP18),0.03,2,0.01,101,1231,        ,570
35-11314,20,Stock Watering Pond 19 (SWP19),0.02,2,0.01,101,1231,        ,571
35-11314,21,Stock Watering Pond 20 (SWP20),0.03,3,0.01,101,1231,        ,572
35-11314,22,Stock Watering Pond 21 (SWP21),0.04,2,0.02,101,1231,        ,573
35-11314,23,Stock Watering Pond 22 (SWP22),0.11,2,0.05,101,1231,        ,574
35-11314,24,Stock Watering Pond 23 (SWP23),0.02,3,0.01,101,1231,        ,575
35-11314,25,Stock Watering Pond 24 (SWP24),0.07,3,0.02,101,1231,        ,576
35-11314,26,Stock Watering Pond 25 (SWP25),0.01,3,0.005,101,1231,        ,577
35-11314,27,Stock Watering Pond 26 (SWP26),0.02,3,0.01,101,1231,        ,578
35-11314,28,Stock Watering Pond 27 (SWP27),0.04,3,0.01,101,1231,        ,579
35-11314,29,Stock Watering Pond 28 (SWP28),0.09,3,0.03,101,1231,        ,580
35-11314,30,Stock Watering Pond 29 (SWP29),0.05,3,0.02,101,1231,        ,581
35-11314,31,Stock Watering Pond 30 (SWP30),0.02,3,0.01,101,1231,        ,582
35-11314,32,Stock Watering Pond 31 (SWP31),0.06,2,0.03,101,1231,        ,583
35-11314,33,Stock Watering Pond 32 (SWP32),0.03,2,0.01,101,1231,        ,584
35-11314,34,Stock Watering Pond 33 (SWP33),0.02,2,0.01,101,1231,        ,585
35-11314,35,Stock Watering Pond 34 (SWP34),0.03,2,0.01,101,1231,        ,586
35-11314,36,Stock Watering Pond 35 (SWP35),0.04,2,0.02,101,1231,        ,587
35-11314,37,Stock Watering Pond 36 (SWP36),0.02,2,0.01,101,1231,        ,588
35-11314,38,Stock Watering Pond 37 (SWP37),0.02,2,0.01,101,1231,        ,589
35-11314,39,Stock Watering Pond 38 (SWP38),0.02,2,0.01,101,1231,        ,590
35-11314,40,Stock Watering Pond 39 (SWP39),0.02,2,0.01,101,1231,        ,591
35-11314,41,Stock Watering Pond 40 (SWP40),0.01,2,0.01,101,1231,        ,592
35-11314,42,Stock Watering Pond 41 (SWP41),0.01,2,0.01,101,1231,        ,593
35-11314,43,Stock Watering Pond 42 (SWP42),0.05,3,0.02,101,1231,        ,594
35-11314,44,Stock Watering Pond 43 (SWP43),0.03,3,0.01,101,1231,        ,595
35-11314,45,Lower Crandall Reservoir (R2),0.3,3,0.01,101,1231,        ,596
35-11314,46,South Boundary Reservoir (R3),0.5,4,0.11,101,1231,        ,597
35-11373,6,Parland Detention Basin,18,5,9,101,1231,        ,598
51-1499,7,Deep pond,1.5,0,0.25,101,1231,        ,599
55-1170,6,Wadley Reservoirs,0.684,0,0,101,1231,        ,600
55-1170,7,Large Reservoir,1.534,0,0,101,1231,        ,601
55-8390,1,Witt Lake,1226,44,52,401,1101,        ,602
55-4918,2,Camp Hollow Reservoir,0.1,0,0,101,1231,        ,603
59-4864,8,Unnamed Reservoir,7.449,5,1.49,101,1231,        ,604
51-3567,1,Unnamed Reservoir,0.1,0,0,101,1231,        ,606
53-1082,3,Unnamed Reservoir,0.405,0,0,101,1231,        ,607
53-727,5,Pine Spring Pond,0.1,0,0,101,1231,        ,608
59-4983,17,Unnamed Reservoir,10,0,2.5,101,1231,        ,609
57-8803,2,Unnamed Reservoir,0.32,10,0,101,1231,        ,610
55-7090,2,Witts Lake,1365,45,53,401,1031,        ,611
54-559,3,Unnamed Reservoir,17000,90,530,101,1231,        ,612
54-179,1,Unnamed Reservoir,2,0,1,101,1231,        ,613
53-29,1,Unnamed Reservoir,0.31,0,0,101,1231,        ,614
53-29,2,Unnamed Reservoir,0.31,0,0,101,1231,        ,615
53-29,3,Unnamed Reservoir,0.075,0,0,101,1231,        ,616
53-29,4,Unnamed Reservoir,0.008,0,0,101,1231,        ,617
57-29,2,Phoebe-Mary Reservoir,0,0,0,101,1231,        ,618
55-7313,4,Willow Creek Reservoir #1,0.1,0,0,101,1231,        ,619
55-7408,4,CATTAIL SPRING,0.1,0,0,101,1231,        ,620
55-6688,3,Unnamed,0.88,4,0.22,101,1231,        ,621
55-4695,5,STORAGE TANK #2,15.344,0,0,101,1231,        ,622
55-4695,4,STORAGE TANK #1,9.207,0,0,101,1231,        ,623
55-5828,2,1 Storage Tanks,1.53,0,0,101,1231,        ,624
57-8667,1,Unnamed Reservoir,4000,105,120,101,1231,        ,625
55-7295,2,Unnamed Pond,0.1,0,0,101,1231,        ,626
55-6579,7,3 Storage Tanks,4.91,0,0,101,1231,        ,627
59-53,10,Upper Barneys Tank,0.821,0,0,101,1231,        ,628
59-53,11,Lower Barneys Tank,1.316,0,0,101,1231,        ,629
59-53,12,Lower Barneys Tank,0.246,0,0,101,1231,        ,630
51-3526,1,Unnamed Reservoir,0.1,0,0,101,1231,        ,631
55-7292,2,Dutchman Pond,0.1,0,0,101,1231,        ,632
57-3526,1,Unnamed Reservoir,9.82,0,0,101,1231,        ,633
57-3422,11,Upper pond,0.017,0,0,101,1231,        ,634
57-3422,12,Lower pond,0.096,0,0,101,1231,        ,635
51-4425,3,Spencer-McKean Ditch Reservoir,4.8,0,0,101,1231,        ,636
57-86,1,Unnamed Reservoir #1,0.01,0,0,101,1231,        ,637
57-86,2,Unnamed Reservoir #2,0.1,0,0,101,1231,        ,638
55-978,13,Fox Reservoir,6.15,0,0,101,1231,        ,639
53-335,4,Unnamed Reservoir,0.31,0,0,101,1231,        ,640
53-335,3,Unnamed Reservoir,0.31,0,0,101,1231,        ,641
53-335,5,Unnamed Reservoir,0.075,0,0,101,1231,        ,642
53-335,6,Unnamed Reservoir,0.008,0,0,101,1231,        ,643
55-577,3,Deer Creek Reservoir,1520564,0,0,101,1231,        ,644
53-30,1,Unnamed Reservoir,0.31,0,0,101,1231,        ,645
53-30,2,Unnamed Reservoir,0.31,0,0,101,1231,        ,646
53-30,3,Unnamed Reservoir,0.075,0,0,101,1231,        ,647
53-30,4,Unnamed Reservoir,0.008,0,0,101,1231,        ,648
51-4741,1,H.E. Davis Pond,1,10,0.2,101,1231,        ,649
55-4857,6,Cold Spring Reservoir,0.1,0,0,101,1231,        ,650
55-7268,4,Pole Line Pass Reservior,0.1,0,0,101,1231,        ,651
59-4332,5,Unnamed Reservoir,18,2,9,101,1231,        ,653
55-4228,3,Unnamed Reservoir,3.21,0,0,101,1231,        ,654
53-19,3,Unnamed Reservior,0.31,0,0,101,1231,        ,655
53-19,4,Unnamed Reservoir,0.31,0,0,101,1231,        ,656
53-19,5,Unnamed Reservoir,0.075,0,0,101,1231,        ,657
53-19,6,Unnamed Reservoir,0.008,0,0,101,1231,        ,658
55-739,6,3 Storage Tanks,4.91,0,0,101,1231,        ,659
51-739,1,Indian Spring Reservoir,0.6,0,0,101,1231,        ,660
55-7337,6,Pittsburg Lake,85,0,0,501,1130,        ,661
55-5847,2,Glenwood Village Dam,30,10,5,1031,330,        ,662
55-7052,2,New Reservoir,0.147,10,0.01,101,1231,        ,663
55-7052,3,Old Reservoir,0.142,10,0.01,101,1231,        ,664
55-7748,7,Smith Reservoir,3.58,12,0,101,1231,        ,665
54-574,1,Unnamed Reservoir,0.1,10,0.3,101,1231,        ,666
57-3288,4,Unnamed reservoir,500000,410,300,101,1231,        ,667
55-11108,4,Wall Lake,1015,0,0,1101,701,        ,668
55-11108,3,Washington Lake,1360,0,0,1101,701,        ,669
55-11108,5,Trial Lake,830,0,0,1101,701,        ,670
55-7060,124,Deer Creek,149696,155,2683,101,1231,        ,671
55-1353,1,Storage Reservoir,0.135,3,0,101,1231,        ,672
55-7353,4,Rocky Ridge Reservoir,0.1,0,0,101,1231,        ,673
55-7203,4,Unnamed Reservoir,0.1,0,0,101,1231,        ,675
55-734,7,Unnamed Reservoir,0.17,0,0,401,1031,        ,676
51-1036,1,Storage Tanks w/suppl 51-1270,0.675,0,0,101,1231,        ,677
59-5395,4,Utah Lake,870056,0,94311,101,1231,        ,678
55-4106,6,Unnamed Reservoir,200,39,10.53,101,1231,        ,679
55-4106,5,Unnamed Reservoir,200,28,18,101,1231,        ,680
55-4106,7,Unnamed Reservoir,1200,40,49.1,101,1231,        ,681
55-7401,5,JOSEPHINE POND,0.1,0,0,101,1231,        ,682
57-3424,1,Powell Spring Pond,7.5,0,1.5,101,1231,        ,683
55-6734,1,Storage Reservoir,1.7,0,0,101,1231,        ,684
59-4126,3,North Pond,32,0,4.85,101,1231,        ,685
55-4833,2,Foremen Spring Reservoir,0.1,0,0,101,1231,        ,686
55-1495,3,Deer Valley Reservoir,172,23,19.41,101,1231,        ,687
57-8816,2,Unnamed Reservoir,1,4,0.24,101,1231,        ,688
55-1302,6,Wadley Reservoirs,0.684,0,0,101,1231,        ,689
53-714,5,Maple Spring Pond,0.1,0,0,101,1231,        ,690
51-3306,3,Wanrhodes Reservoir #1,0.1,0,0,101,1231,        ,691
51-913,2,Fork Sweat Creek Reservoir,0.1,0,0,101,1231,        ,692
55-2495,3,Atkinson,4,22,2,101,1231,        ,693
55-1440,11,Center Creek Reservoir #1,267.4,0,0,1001,614,        ,694
55-1440,12,Center Creek Reservoir #2,61.2,0,0,1001,614,        ,695
55-1440,9,Unnamed,86.2,0,0,1001,614,        ,696
55-1440,13,Center Creek Reservoir #5,166.4,0,0,1001,614,        ,697
59-4835,1,Unnamed Reservoir,7.449,5,1.49,101,1231,        ,698
57-41,1,Lake Blanch Reservoir No. 3,130.46,30,8.93,401,630,        ,699
59-5247,2,Kearns Tank,9.207,0,0,101,1231,        ,700
51-1718,1,Old Simon`s Pond,18,0,0,101,1231,        ,701
55-7315,2,Willow Creek Reservoir #3,0.1,0,0,101,1231,        ,702
55-4939,2,Bone Hollow Reservoir,0.1,0,0,101,1231,        ,703
55-8390,2,Deer Valley Reservoir,138,26,12,401,1101,        ,704
51-5402,1,Unnamed Reservoir,350,20,35,101,1231,        ,705
55-7426,2,Dry Canyon Pond,0.1,0,0,101,1231,        ,706
59-5272,79,Utah Lake,870056,0,94311,101,1231,        ,707
51-443,1,Unnamed Reservoir,0.1,0,0,101,1231,        ,708
57-7557,1,Unnamed Reservoir,0.4,0,0,101,1231,        ,709
59-5606,26,Unnamed Sites N. Utah/Cedar Valley,55670,0,150,101,1231,        ,710
57-8614,1,East Tank,0.02,0,0,101,1231,        ,711
57-8614,2,West Tank,0.03,0,0,101,1231,        ,712
55-4873,2,Hebs Spring Reservoir,0.1,0,0,101,1231,        ,713
59-4866,3,Unnamed Reservoir,150,0,75,101,1231,        ,714
57-83,1,White Pine,292.58,45,12.5,501,701,        ,716
55-5404,2,F.W. Hoover Springs Reservoir,0,0,0,101,1231,        ,717
55-7570,3,Eyre`s Pond,0.1,1,0.06,101,1231,        ,718
55-4104,1,Unnamed Reservoir,0.33,6,0,101,1231,        ,719
55-290,4,STORAGE TANKS #1,9.207,0,0,101,1231,        ,720
55-290,5,STORAGE TANK #2,15.344,0,0,101,1231,        ,721
51-516,1,Unnamed Reservoir,0.025,0,0,101,1231,        ,722
55-262,2,Deer Creek Reservoir,150000,155,2800,101,1231,        ,723
55-7276,2,Little Fork Seep Reservoir #4,0.1,0,0,101,1231,        ,724
51-3391,2,Verns Spring Pond #3,0.1,0,0,101,1231,        ,725
57-32,2,Phoebe-Mary Reservoir,0,0,0,101,1231,        ,726
55-7339,2,Porcupine Gulch Reservoir,0.1,0,0,101,1231,        ,727
55-4854,2,Center Creek #2,0.1,0,0,101,1231,        ,728
55-4980,4,Dry Hollow Reservoir,0.4,0,0,101,1231,        ,729
57-98,4,Park,30.689,0,0,101,1231,        ,730
57-53,6,Red Pine Reservoir,213,15,0,301,701,        ,731
57-3284,7,Little Dell Reservoir,50000,315,453,101,1231,UT00755,732
55-7418,2,GLEN CABIN SPRING,0.1,0,0,101,1231,        ,733
55-6952,13,Pittsburg Lake,85,0,0,101,1231,        ,734
55-7355,4,566 Pond #2,0.1,0,0,101,1231,        ,735
51-245,3,Simons Spring Stream Reservoir,5.2,0,0,101,1231,        ,736
55-7062,31,Silver Lake Flat Res.,1040,0,0,101,1231,        ,737
59-1212,10,Unnamed Reservoir,0.338,0,0,101,1231,        ,738
59-1212,11,Unnamed Reservoir,0.046,0,0,101,1231,        ,739
55-1488,7,Unnamed,19,12,0,101,1231,        ,740
55-4836,2,Dry Flat Reservoir,0.1,0,0,101,1231,        ,741
55-4161,5,3 Storage Tanks,7.96,0,0,101,1231,        ,742
53-25,3,Unnamed Reservoir,0.31,0,0,101,1231,        ,743
53-25,4,Unnamed Reservoir,0.31,0,0,101,1231,        ,744
53-25,5,Unnamed Reservoir,0.075,0,0,101,1231,        ,745
53-25,6,Unnamed Reservoir,0.008,0,0,101,1231,        ,746
51-518,1,Unnamed Reservoir,0.5,0,0,101,1231,        ,747
51-3442,2,Unnamed Reservoir,6,0,0,101,1231,        ,748
53-28,1,Unnamed Reservoir,0.31,0,0,101,1231,        ,749
53-28,2,Unnamed Reservoir,0.31,0,0,101,1231,        ,750
53-28,3,Unnamed Reservoir,0.075,0,0,101,1231,        ,751
53-28,4,Unnamed Reservoir,0.008,0,0,101,1231,        ,752
55-103,8,Pittsburg Lake,85,0,0,101,1231,        ,753
55-7287,2,Little South Fork Reservoir,0.1,0,0,101,1231,        ,754
51-506,1,Muskrat Pond,3.5,7,1,101,1231,        ,755
53-509,1,Unnamed Reservoir,18,10,1.83,101,1231,        ,756
55-7432,2,McGuire Hollow Pond,0.1,0,0,101,1231,        ,757
59-5151,5,Unnamed pond,0.7,4,0.23,101,1231,        ,759
59-5151,4,Unnamed pond,6.72,4,3.36,101,1231,        ,760
55-1467,14,Pond 1,0.72,0,0.18,101,1231,        ,761
55-9409,7,Unnamed,19,12,0,101,1231,        ,762
55-4855,2,Mud Spring Pond,0.1,0,0,101,1231,        ,763
55-263,3,Deer Creek,149000,155,0,101,1231,        ,764
55-4840,2,North Three Forks Pond,0.1,0,0,101,1231,        ,765
51-3562,2,Unnamed Reservoir,0.1,0,0,101,1231,        ,766
55-4839,2,Floyds Seep Reservoir,0.1,0,0,101,1231,        ,767
59-1541,1,Unnamed Reservoir,2.5,0,0,101,1231,        ,768
55-4835,2,Dock Flat Spring Pond,0.1,0,0,101,1231,        ,769
57-8404,3,Unnamed Reservoir,1,0,0.22,101,1231,        ,771
51-3305,2,Lower Diamond Fork Reservoir #3,0.1,0,0,101,1231,        ,772
51-249,3,Simon Creek,5.2,0,0,101,1231,        ,773
55-7798,3,Unnamed Reservoir,0.1,4,0,101,1231,        ,774
57-90,1,Park Reservoir,30.689,0,0,101,1231,        ,775
57-8749,2,White Pine Dam,400,45,50,101,1231,        ,776
59-5380,199,Utah Lake,870056,11,94311,101,1231,        ,778
51-3265,2,Upper Miller Pond,0.1,0,0,101,1231,        ,779
53-375,1,Unnamed Reservoir,0.03,0,0,101,1231,        ,780
51-3469,1,Unnamed Reservoir,0.1,0,0,101,1231,        ,781
51-230,1,Indian Spring,0.6,0,0,101,1231,        ,782
55-1491,5,Center Creek Irrig. Reservoir #4,150,15,10,930,430,        ,783
51-801,1,Southwest Thistle Creek Reservoir,0.025,0,0,101,1231,        ,784
55-7376,4,Tibble Fork Reservoir,166,0,0,101,1231,        ,785
57-3411,2,Upper Bell Canyon Reservoir (1/2),220,31,10.2,101,1231,        ,786
57-7528,1,Unnamed Reservoir,0.247,3,0.25,101,1231,        ,787
55-7215,4,CATTLE CREEK SPRING,0.1,0,0,101,1231,        ,788
59-1720,4,Unnamed Reservoir,1600,78,60,101,1231,        ,789
55-4964,4,Soapstone Draw Reservoir,0.1,0,0,101,1231,        ,790
55-7392,5,Tibble Fork Reservoir,166,0,0,101,1231,        ,791
